Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),本益比,股價淨值比,殖利率
20160104,2330,台積電,"43,800,291","14,188","6,137,797,502",142.5,143.5,139,139.5,-,3.5,"17,380,120","37,919,486","-20,539,366","959,000","553,000","406,000","1,657,000",,,"-18,476,366","1,231,000","276,000","955,000","877,000","175,000","702,000",11.53,3.14,3.23
20160105,2330,台積電,"46,502,108","15,836","6,436,850,512",139,140,137,138,-,1.5,"19,885,677","25,850,410","-5,964,733","118,000","438,000","-320,000","1,082,000",,,"-5,202,733","985,000","421,000","564,000","804,000","286,000","518,000",11.4,3.11,3.26
20160106,2330,台積電,"53,873,344","15,926","7,321,139,064",138,138,135,135.5,-,2.5,"20,734,555","36,825,835","-16,091,280","52,000","607,000","-555,000","43,000",,,"-16,603,280","716,000","580,000","136,000","269,000","362,000","-93,000",11.2,3.05,3.32
20160107,2330,台積電,"63,475,065","19,061","8,432,791,819",134.5,135,130.5,133,-,2.5,"25,788,517","43,744,530","-17,956,013","5,000","851,284","-846,284","2,059,000",,,"-16,743,297","2,446,000","588,000","1,858,000","1,457,000","1,256,000","201,000",10.99,3,3.38
20160108,2330,台積電,"52,641,383","11,784","7,022,206,705",132,135,132,134,+,1,"40,046,801","41,026,810","-980,009","139,000","258,000","-119,000","-198,000",,,"-1,297,009","538,000","759,000","-221,000","1,514,000","1,491,000","23,000",11.07,3.02,3.36
20160111,2330,台積電,"48,536,267","10,980","6,430,758,978",133,134.5,130.5,133,-,1,"35,535,653","38,794,100","-3,258,447","109,000","327,000","-218,000","-1,519,000",,,"-4,995,447","777,000","1,905,000","-1,128,000","822,000","1,213,000","-391,000",10.99,3,3.38
20160112,2330,台積電,"35,133,164","9,492","4,657,051,312",133,134,131.5,133, ,0,"20,320,000","27,791,305","-7,471,305","56,000","9,000","47,000","-390,000",,,"-7,814,305","1,138,000","818,000","320,000","494,000","1,204,000","-710,000",10.99,3,3.38
20160113,2330,台積電,"50,237,061","9,488","6,719,817,674",133.5,135.5,133,133.5,+,0.5,"41,387,908","34,786,132","6,601,776","94,000","531,000","-437,000","-1,831,000",,,"4,333,776","365,000","756,000","-391,000","267,000","1,707,000","-1,440,000",11.03,3.01,3.37
20160114,2330,台積電,"39,498,490","14,501","5,177,864,180",130.5,132,130.5,131.5,-,2,"21,530,485","25,666,361","-4,135,876",0,"200,000","-200,000","-778,000",,,"-5,113,876","910,000","831,000","79,000","233,000","1,090,000","-857,000",10.87,2.96,3.42
20160115,2330,台積電,"79,648,971","20,280","10,911,032,870",137.5,138,135.5,137,+,5.5,"61,989,516","37,200,259","24,789,257","2,162,000","365,000","1,797,000","-1,612,000",,,"24,974,257","2,057,000","1,523,000","534,000","119,000","2,265,000","-2,146,000",11.32,3.09,3.28
20160118,2330,台積電,"37,008,681","11,947","5,054,777,797",135,138,134.5,137, ,0,"27,082,522","27,259,352","-176,830","2,162,000","194,000","1,968,000","930,000",,,"2,721,170","365,000","108,000","257,000","904,000","231,000","673,000",11.32,3.09,3.28
20160119,2330,台積電,"24,995,537","8,146","3,422,485,906",137.5,138,136,138,+,1,"16,008,886","15,625,712","383,174","319,000","190,000","129,000","258,000",,,"770,174","300,000","11,000","289,000","829,000","860,000","-31,000",11.4,3.11,3.26
20160120,2330,台積電,"44,423,192","13,799","6,000,662,670",137.5,137.5,133.5,134.5,-,3.5,"28,751,564","32,804,538","-4,052,974","525,000","350,000","175,000","-912,000",,,"-4,789,974","1,095,000","786,000","309,000","1,141,000","2,362,000","-1,221,000",11.12,3.03,3.35
20160121,2330,台積電,"31,957,378","9,956","4,320,114,707",134,136.5,134,135,+,0.5,"24,203,859","23,722,401","481,458","318,000","292,000","26,000","-1,554,000",,,"-1,046,542","655,000","647,000","8,000","558,000","2,120,000","-1,562,000",11.16,3.04,3.33
20160122,2330,台積電,"33,926,219","12,684","4,657,789,586",136.5,138.5,136,138.5,+,3.5,"28,518,000","17,966,718","10,551,282","307,000",0,"307,000","-1,709,000",,,"9,149,282","245,000","1,269,000","-1,024,000","359,000","1,044,000","-685,000",11.45,3.12,3.25
20160125,2330,台積電,"27,213,347","9,105","3,800,915,858",140,140,139,139.5,+,1,"22,272,334","15,120,411","7,151,923","93,000","707,000","-614,000","224,160",,,"6,762,083","108,000","306,000","-198,000","796,000","373,840","422,160",11.53,3.14,3.23
20160126,2330,台積電,"24,102,538","6,584","3,325,848,455",137.5,139,137,137.5,-,2,"16,131,853","18,724,770","-2,592,917","741,000",0,"741,000","269,627",,,"-1,582,290","214,000","153,000","61,000","658,000","449,373","208,627",11.36,3.1,3.27
20160127,2330,台積電,"24,547,614","8,368","3,417,457,021",139,139.5,138.5,139.5,+,2,"20,707,551","16,477,972","4,229,579","257,000","50,000","207,000","-1,240,000",,,"3,196,579","14,000","188,000","-174,000","52,000","1,118,000","-1,066,000",11.53,3.14,3.23
20160128,2330,台積電,"37,913,413","9,746","5,281,967,085",138,140.5,138,140,+,0.5,"30,654,000","19,920,646","10,733,354","410,000","918,000","-508,000","428,151",,,"10,653,505","229,000","74,000","155,000","1,541,151","1,268,000","273,151",11.57,3.15,3.21
20160129,2330,台積電,"57,557,576","14,517","8,136,870,712",138.5,143,138,143,+,3,"51,040,805","31,185,040","19,855,765","51,000","327,000","-276,000","596,004",,,"20,175,769","395,000","257,000","138,000","1,365,004","907,000","458,004",11.82,3.22,3.15
20160130,2330,台積電,"11,865,065","6,143","1,683,794,730",142.5,143,141,142,-,1,"4,913,000","679,000","4,234,000","215,000","182,000","33,000","1,438,000",,,"5,705,000","272,000","108,000","164,000","1,282,000","8,000","1,274,000",11.74,3.2,3.17
20160201,2330,台積電,"43,828,461","12,189","6,278,170,924",144,144,141.5,144,+,2,"40,191,053","12,998,258","27,192,795","29,000",0,"29,000","-768,000",,,"26,453,795","112,000","591,000","-479,000","655,000","944,000","-289,000",11.9,3.24,3.13
20160202,2330,台積電,"25,400,755","7,725","3,624,574,210",144,144.5,141.5,142.5,-,1.5,"19,342,438","16,905,709","2,436,729","37,000","1,000","36,000","1,185,058",,,"3,657,787","104,000","20,000","84,000","1,774,058","673,000","1,101,058",11.78,3.21,3.16
20160203,2330,台積電,"71,652,894","18,892","10,413,868,630",145,146,144.5,146,+,3.5,"64,246,323","30,797,644","33,448,679","30,000","17,000","13,000","-1,411,000",,,"32,050,679","22,000","287,000","-265,000","379,000","1,525,000","-1,146,000",12.07,3.29,4.11
20160215,2330,台積電,"77,064,578","21,814","11,147,911,270",142,146.5,142,145,-,1,"62,699,214","61,724,560","974,654","134,000","15,560","118,440","448,000",,,"1,541,094","519,000","366,000","153,000","1,385,000","1,090,000","295,000",12.27,3.08,4.14
20160216,2330,台積電,"56,361,967","17,135","8,269,447,009",146,148,145.5,147.5,+,2.5,"47,880,409","30,875,527","17,004,882","20,000","212,000","-192,000","616,500",,,"17,429,382","290,000","274,000","16,000","1,224,500","624,000","600,500",12.48,3.13,4.07
20160217,2330,台積電,"38,486,773","13,872","5,700,550,482",149,149,147,148,+,0.5,"30,486,127","16,405,117","14,081,010","87,000","93,000","-6,000","1,802,500",,,"15,877,510","69,000","898,000","-829,000","3,297,500","666,000","2,631,500",12.52,3.14,4.05
20160218,2330,台積電,"61,877,408","22,057","9,304,766,800",150,151,149.5,151,+,3,"54,796,244","19,365,226","35,431,018","120,000","34,000","86,000","-595,000",,,"34,922,018",0,"259,000","-259,000","514,000","850,000","-336,000",12.77,3.21,3.97
20160219,2330,台積電,"37,444,703","10,981","5,618,619,050",149,151,149,151, ,0,"32,997,886","22,250,130","10,747,756","71,000","92,000","-21,000","841,000",,,"11,567,756","213,000","35,000","178,000","985,000","322,000","663,000",12.77,3.21,3.97
20160222,2330,台積電,"29,751,439","9,155","4,489,653,531",149.5,152.5,149.5,151, ,0,"24,721,000","10,019,603","14,701,397","45,000","60,000","-15,000","-280,000",,,"14,406,397","46,000","1,062,000","-1,016,000","1,310,000","574,000","736,000",12.77,3.21,3.97
20160223,2330,台積電,"22,500,491","8,897","3,365,510,724",150.5,151,149,149.5,-,1.5,"15,344,966","13,550,638","1,794,328","66,000","126,000","-60,000","462,000",,,"2,196,328","16,000","127,000","-111,000","669,000","96,000","573,000",12.65,3.17,4.01
20160224,2330,台積電,"22,082,824","7,979","3,279,735,952",149.5,150.5,147,148,-,1.5,"15,040,456","13,886,075","1,154,381",0,"96,000","-96,000","83,000",,,"1,141,381","220,000","291,000","-71,000","524,000","370,000","154,000",12.52,3.14,4.05
20160225,2330,台積電,"25,233,069","11,234","3,783,097,850",149,151,148.5,150.5,+,2.5,"23,302,824","8,709,617","14,593,207","54,000","25,000","29,000","-644,000",,,"13,978,207","54,000","50,000","4,000","396,000","1,044,000","-648,000",12.73,3.19,3.99
20160226,2330,台積電,"46,425,984","9,939","6,913,777,396",151,151.5,148,149,-,1.5,"35,157,000","29,642,676","5,514,324","207,000","605,000","-398,000","2,541,000",,,"7,657,324","1,490,000",0,"1,490,000","1,156,000","105,000","1,051,000",12.61,3.16,4.03
20160301,2330,台積電,"44,046,047","12,003","6,637,110,793",148.5,152,148.5,152,+,3,"37,320,874","28,884,621","8,436,253","316,000","155,000","161,000","-320,000",,,"8,277,253","40,000","14,000","26,000","162,000","508,000","-346,000",12.86,3.23,3.95
20160302,2330,台積電,"36,101,650","11,075","5,548,587,572",154,154.5,153,153,+,1,"28,723,421","14,352,634","14,370,787","858,000","69,000","789,000","7,000",,,"15,166,787","212,000","75,000","137,000","161,000","291,000","-130,000",12.94,3.25,3.92
20160303,2330,台積電,"28,867,121","10,112","4,438,187,013",154,154.5,153,154,+,1,"26,475,700","10,117,098","16,358,602",0,"64,000","-64,000","-1,118,000",,,"15,176,602","32,000","300,000","-268,000","45,000","895,000","-850,000",13.03,3.27,3.9
20160304,2330,台積電,"37,794,356","10,724","5,763,190,355",153,153.5,151.5,152.5,-,1.5,"28,781,473","29,045,767","-264,294",0,"401,000","-401,000","1,405,000",,,"739,706","210,000","210,000",0,"1,624,000","219,000","1,405,000",12.9,3.24,3.93
20160307,2330,台積電,"24,052,580","7,324","3,655,841,160",152.5,153.5,151,152,-,0.5,"19,263,501","19,286,165","-22,664","296,000","202,000","94,000","141,000",,,"212,336","69,000","204,000","-135,000","498,000","222,000","276,000",12.86,3.23,3.95
20160308,2330,台積電,"40,643,284","13,764","6,126,859,884",151,152,149.5,152, ,0,"32,456,008","25,931,608","6,524,400","99,000","240,000","-141,000","889,000",,,"7,272,400","457,000","230,000","227,000","902,000","240,000","662,000",12.86,3.23,3.95
20160309,2330,台積電,"24,634,641","9,423","3,739,057,432",152,153,150.5,153,+,1,"22,674,673","10,467,734","12,206,939","6,000","375,000","-369,000","-625,000",,,"11,212,939","68,000","191,000","-123,000","359,000","861,000","-502,000",12.94,3.25,3.92
20160310,2330,台積電,"31,343,947","10,930","4,806,652,328",153,154.5,151.5,154.5,+,1.5,"28,878,000","14,777,460","14,100,540","316,000","303,000","13,000","-1,327,000",,,"12,786,540","45,000","557,000","-512,000","177,000","992,000","-815,000",13.07,3.28,3.88
20160311,2330,台積電,"31,297,178","11,727","4,837,597,155",154.5,155,153,155,+,0.5,"28,609,809","13,517,925","15,091,884","238,000","69,000","169,000","-424,652",,,"14,836,232","157,000","331,000","-174,000","274,000","524,652","-250,652",13.11,3.29,3.87
20160314,2330,台積電,"32,987,563","11,927","5,161,781,768",156.5,157.5,155.5,156,+,1,"25,996,500","7,425,708","18,570,792","12,000","387,000","-375,000","100,000",,,"18,295,792","315,000","140,000","175,000","569,000","644,000","-75,000",13.2,3.31,3.85
20160315,2330,台積電,"29,437,607","12,260","4,559,507,978",155,156.5,153,154.5,-,1.5,"22,319,182","15,151,714","7,167,468","20,000","406,000","-386,000","440,000",,,"7,221,468","159,000","663,000","-504,000","1,166,000","222,000","944,000",13.07,3.28,3.88
20160316,2330,台積電,"31,126,817","9,853","4,833,620,497",155.5,156,154,156,+,1.5,"27,655,000","13,982,942","13,672,058","50,000","236,000","-186,000","285,000",,,"13,771,058","283,000","328,000","-45,000","731,000","401,000","330,000",13.2,3.31,3.85
20160317,2330,台積電,"52,228,954","14,989","8,305,206,845",159.5,160,157.5,158.5,+,2.5,"47,350,200","16,559,630","30,790,570",0,"380,000","-380,000","-2,228,000",,,"28,182,570","121,000","1,917,000","-1,796,000","467,000","899,000","-432,000",13.41,3.36,3.79
20160318,2330,台積電,"57,866,711","12,106","9,212,470,709",158.5,159.5,158.5,159.5,+,1,"54,811,811","28,581,118","26,230,693","255,000","369,000","-114,000","-539,000",,,"25,577,693","23,000","161,000","-138,000","82,000","483,000","-401,000",13.49,3.39,3.76
20160321,2330,台積電,"27,687,094","9,380","4,409,309,006",160,160,158,160,+,0.5,"24,319,770","11,718,217","12,601,553","5,000","261,000","-256,000","313,000",,,"12,658,553",0,"55,000","-55,000","519,000","151,000","368,000",13.54,3.4,3.75
20160322,2330,台積電,"29,303,958","11,945","4,629,935,904",159.5,159.5,157,158.5,-,1.5,"22,180,313","17,766,609","4,413,704",0,"93,000","-93,000","770,000",,,"5,090,704","764,000","187,000","577,000","571,000","378,000","193,000",13.41,3.36,3.79
20160323,2330,台積電,"29,439,666","8,670","4,683,223,247",158.5,159.5,158,159.5,+,1,"28,104,285","17,220,283","10,884,002",0,"369,000","-369,000","-907,000",,,"9,608,002","30,000","54,000","-24,000","25,000","908,000","-883,000",13.49,3.39,3.76
20160324,2330,台積電,"25,198,949","8,841","3,975,166,192",158,159,157,158.5,-,1,"18,573,027","13,070,900","5,502,127","36,000","634,000","-598,000","986,000",,,"5,890,127","178,000","410,000","-232,000","1,399,000","181,000","1,218,000",13.41,3.36,3.79
20160325,2330,台積電,"10,970,033","5,593","1,727,600,287",158.5,159,157,158,-,0.5,"4,722,000","3,271,400","1,450,600",0,"371,000","-371,000","449,000",,,"1,528,600","61,000","10,000","51,000","654,000","256,000","398,000",13.37,3.35,3.8
20160328,2330,台積電,"15,857,144","6,212","2,513,686,562",158,159,157,159,+,1,"12,433,800","4,609,992","7,823,808","9,000","624,000","-615,000","-690,000",,,"6,518,808","96,000","20,000","76,000","51,000","817,000","-766,000",13.45,3.38,3.77
20160329,2330,台積電,"19,152,246","7,098","3,039,163,868",158.5,159.5,158,159, ,0,"14,197,000","8,619,625","5,577,375","120,000","687,000","-567,000","-1,489,000",,,"3,521,375",0,"1,037,000","-1,037,000","141,000","593,000","-452,000",13.45,3.38,3.77
20160330,2330,台積電,"46,113,332","14,484","7,394,950,933",158.5,162,158.5,161.5,+,2.5,"35,832,900","21,020,482","14,812,418","664,000","449,000","215,000","211,000",,,"15,238,418","380,000","68,000","312,000","757,000","858,000","-101,000",13.66,3.43,3.72
20160331,2330,台積電,"54,094,182","14,511","8,719,278,002",162,163,159,162,+,0.5,"41,492,403","33,505,495","7,986,908","694,000","67,000","627,000","596,000",,,"9,209,908","1,019,000","482,000","537,000","1,684,000","1,625,000","59,000",13.71,3.44,3.7
20160401,2330,台積電,"34,544,879","10,001","5,490,320,944",161,161,157.5,158.5,-,3.5,"19,877,400","25,597,956","-5,720,556","219,000","196,000","23,000","1,494,615",,,"-4,202,941","230,000","178,000","52,000","1,762,615","320,000","1,442,615",13.41,3.36,3.79
20160406,2330,台積電,"63,133,315","19,206","9,740,564,255",155.5,156,153.5,153.5,-,5,"37,550,532","52,901,435","-15,350,903","67,000","244,000","-177,000","3,732,385",,,"-11,795,518","2,767,000","42,000","2,725,000","1,123,000","115,615","1,007,385",12.99,3.26,3.91
20160407,2330,台積電,"35,933,073","10,086","5,527,003,723",155,155,152.5,154.5,+,1,"20,230,763","24,427,006","-4,196,243","86,000","272,000","-186,000","-2,289,000",,,"-6,671,243","339,000","1,582,000","-1,243,000","299,000","1,345,000","-1,046,000",13.07,3.28,3.88
20160408,2330,台積電,"42,324,696","12,800","6,638,324,522",154,158,154,157.5,+,3,"24,520,357","24,994,153","-473,796","41,000","354,000","-313,000","-2,464,000",,,"-3,250,796","188,000","772,000","-584,000","91,000","1,971,000","-1,880,000",13.32,3.34,3.81
20160411,2330,台積電,"23,189,461","6,917","3,653,174,233",156,159,155.5,158.5,+,1,"10,481,540","14,826,460","-4,344,920",0,"258,000","-258,000","-279,000",,,"-4,881,920","282,000","716,000","-434,000","451,000","296,000","155,000",13.41,3.36,3.79
20160412,2330,台積電,"14,877,049","4,707","2,355,629,198",157.5,159.5,157.5,158.5, ,0,"8,169,000","10,349,730","-2,180,730","163,000","5,000","158,000","-122,000",,,"-2,144,730","123,000","528,000","-405,000","474,000","191,000","283,000",13.41,3.36,3.79
