Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),本益比,股價淨值比,殖利率
20150610,2330,台積電,"37,243,196","11,225","5,235,873,213",141,141.5,139.5,139.5,+,0.5,"15,221,770","29,675,000","-14,453,230","87,000","47,000","40,000","-30,000",,,"-14,443,230","531,000","568,000","-37,000","158,000","151,000","7,000",12.26,3.22,3.23
20150611,2330,台積電,"46,455,780","15,700","6,630,323,144",141,144,141,143.5,+,4,"28,918,300","30,473,400","-1,555,100","537,000","75,000","462,000","-227,000",,,"-1,320,100","262,000","258,000","4,000","182,000","413,000","-231,000",12.61,3.31,3.14
20150612,2330,台積電,"35,243,603","9,645","5,072,826,832",144,144.5,142.5,144.5,+,1,"17,352,462","26,872,000","-9,519,538","191,000","225,000","-34,000","-570,342",,,"-10,123,880","63,000","197,000","-134,000",0,"436,342","-436,342",12.7,3.33,3.11
20150615,2330,台積電,"23,775,780","7,385","3,409,554,790",144.5,144.5,142.5,143,-,1.5,"10,187,000","19,490,000","-9,303,000","25,000","415,000","-390,000","88,000",,,"-9,605,000","283,000",0,"283,000","107,000","302,000","-195,000",12.57,3.3,3.15
20150616,2330,台積電,"28,696,598","11,387","4,063,948,476",143,143,141,142,-,1,"13,978,254","24,652,649","-10,674,395","66,000","278,000","-212,000","184,000",,,"-10,702,395","565,000","2,000","563,000","102,000","481,000","-379,000",12.48,3.28,3.17
20150617,2330,台積電,"31,675,566","8,595","4,518,862,957",143,143.5,142,142.5,+,0.5,"20,677,000","27,257,782","-6,580,782","30,000","62,000","-32,000","1,052,000",,,"-5,560,782","714,000","5,000","709,000","859,000","516,000","343,000",12.52,3.29,3.16
20150618,2330,台積電,"28,627,136","5,820","4,072,821,812",142,143,142,142,-,0.5,"14,716,719","25,796,653","-11,079,934","207,000","350,000","-143,000","1,832,000",,,"-9,390,934","1,705,000",0,"1,705,000","525,000","398,000","127,000",12.48,3.28,3.17
20150622,2330,台積電,"29,598,804","8,985","4,224,036,248",142,143.5,142,142, ,0,"15,033,639","23,364,990","-8,331,351","211,000","404,000","-193,000","1,080,000",,,"-7,444,351","862,000","725,000","137,000","1,089,000","146,000","943,000",12.48,3.28,3.17
20150623,2330,台積電,"37,809,098","11,319","5,454,961,112",143,145,142.5,144.5,+,2.5,"23,377,000","21,292,990","2,084,010","732,000","392,000","340,000","-181,000",,,"2,243,010","891,000","1,402,000","-511,000","845,000","515,000","330,000",12.7,3.33,3.11
20150624,2330,台積電,"21,134,324","7,362","3,054,456,980",144.5,145,143.5,145,+,0.5,"14,502,213","13,146,317","1,355,896","330,000","410,000","-80,000","205,000",,,"1,480,896","229,000","143,000","86,000","359,000","240,000","119,000",12.74,3.35,3.1
20150625,2330,台積電,"45,571,067","11,443","6,670,295,223",145,147,145,146.5,+,1.5,"36,963,451","17,333,000","19,630,451","241,000","182,000","59,000","-515,704",,,"19,173,747","660,000","1,556,000","-896,000","1,077,296","697,000","380,296",12.87,3.38,3.07
20150626,2330,台積電,"34,170,981","10,199","4,994,996,846",147,147.5,145.5,146,-,0.5,"19,078,572","7,362,172","11,716,400","118,000","141,000","-23,000","4,465,704",,,"16,159,104","3,081,000","15,000","3,066,000","1,794,704","395,000","1,399,704",12.83,3.37,3.08
20150629,2330,台積電,"53,096,169","20,523","7,415,992,660",140.5,141,138.5,138.5,X,0,"9,418,300","28,610,832","-19,192,532",0,"202,000","-202,000","-2,565,000",,,"-21,959,532","800,000","2,631,000","-1,831,000","250,000","984,000","-734,000",12.17,3.2,3.25
20150630,2330,台積電,"45,375,815","15,871","6,336,988,915",139,140.5,138.5,140.5,+,2,"26,385,037","26,452,350","-67,313","280,000","28,000","252,000","-971,000",,,"-786,313","25,000","677,000","-652,000","246,000","565,000","-319,000",12.35,3.24,3.2
20150701,2330,台積電,"33,330,373","9,303","4,704,327,416",140,142.5,139,141,+,0.5,"19,874,616","25,562,785","-5,688,169","181,000","14,000","167,000","67,000",,,"-5,454,169","302,000","386,000","-84,000","399,000","248,000","151,000",12.39,3.25,3.19
20150702,2330,台積電,"24,309,420","6,836","3,434,751,403",140.5,142,140.5,141.5,+,0.5,"19,020,804","19,016,020","4,784","70,000","411,000","-341,000","-524,000",,,"-860,216","50,000","306,000","-256,000","43,000","311,000","-268,000",12.43,3.26,3.18
20150703,2330,台積電,"17,091,230","6,179","2,414,975,440",141.5,142.5,140,142.5,+,1,"11,356,464","10,153,000","1,203,464","50,000",0,"50,000","-990,001",,,"263,463","7,000","250,000","-243,000","175,999","923,000","-747,001",12.52,3.29,3.16
20150706,2330,台積電,"20,683,912","7,067","2,913,509,592",141,141.5,140.5,140.5,-,2,"10,059,808","16,206,000","-6,146,192","100,000","450,000","-350,000","-416,000",,,"-6,912,192","230,000","536,000","-306,000","79,000","189,000","-110,000",12.35,3.24,3.2
20150707,2330,台積電,"26,545,982","8,780","3,750,582,962",141,142,140.5,140.5, ,0,"19,188,000","21,157,872","-1,969,872",0,"25,000","-25,000","-1,233,000",,,"-3,227,872","51,000","1,320,000","-1,269,000","148,000","112,000","36,000",12.35,3.24,3.2
20150708,2330,台積電,"52,066,084","15,496","7,229,638,176",140.5,141,138,138,-,2.5,"29,196,275","40,712,393","-11,516,118","273,000","14,000","259,000","-568,000",,,"-11,825,118","363,000","305,000","58,000","36,000","662,000","-626,000",12.13,3.18,3.26
20150709,2330,台積電,"53,784,773","12,715","7,323,598,974",134,138,134,136.5,-,1.5,"19,733,141","42,000,121","-22,266,980","58,000","420,000","-362,000","-855,000",,,"-23,483,980","422,000","1,494,000","-1,072,000","1,626,000","1,409,000","217,000",11.99,3.15,3.3
20150713,2330,台積電,"35,404,791","11,386","4,886,264,549",137,139.5,137,138.5,+,2,"21,637,497","28,857,700","-7,220,203",0,"53,000","-53,000","921,000",,,"-6,352,203","1,681,000","522,000","1,159,000","124,000","362,000","-238,000",12.17,3.2,3.25
20150714,2330,台積電,"27,574,220","7,319","3,833,141,080",139.5,140.5,138,138.5, ,0,"19,793,000","20,616,027","-823,027","45,000",0,"45,000","-1,595,000",,,"-2,373,027","582,000","1,635,000","-1,053,000","50,000","592,000","-542,000",12.17,3.2,3.25
20150715,2330,台積電,"23,485,780","8,278","3,254,659,920",139,139.5,138,138.5, ,0,"16,553,000","17,664,964","-1,111,964","628,000",0,"628,000","-1,338,000",,,"-1,821,964","101,000","358,000","-257,000","319,000","1,400,000","-1,081,000",12.17,3.2,3.25
20150716,2330,台積電,"37,250,129","11,167","5,121,828,673",140,140,135.5,136.5,-,2,"17,340,181","26,408,586","-9,068,405","4,000","636,000","-632,000","811,000",,,"-8,889,405","788,000","256,000","532,000","657,000","378,000","279,000",11.99,3.15,3.3
20150717,2330,台積電,"55,848,153","14,284","7,769,816,420",138,140,138,140,+,3.5,"41,110,800","18,237,684","22,873,116","1,078,000","92,000","986,000","-2,772,000",,,"21,087,116","140,000","1,539,000","-1,399,000","86,000","1,459,000","-1,373,000",12.3,3.23,3.21
20150720,2330,台積電,"27,906,576","11,095","3,902,530,824",141.5,142,138.5,139,-,1,"22,325,637","15,300,189","7,025,448","507,000","459,000","48,000","-733,000",,,"6,340,448","230,000","556,000","-326,000","323,000","730,000","-407,000",12.21,3.21,3.24
20150721,2330,台積電,"21,857,010","5,806","3,068,308,230",141,141.5,139.5,140.5,+,1.5,"17,024,300","11,670,500","5,353,800","958,000",0,"958,000","-876,000",,,"5,435,800","60,000","729,000","-669,000","435,000","642,000","-207,000",12.35,3.24,3.2
20150722,2330,台積電,"27,408,864","9,026","3,802,971,061",139,139.5,138,139,-,1.5,"19,472,644","23,334,363","-3,861,719","478,000","78,000","400,000","622,000",,,"-2,839,719","545,000","20,000","525,000","228,000","131,000","97,000",12.21,3.21,3.24
20150723,2330,台積電,"38,176,255","11,509","5,216,033,345",137,137.5,136,136,-,3,"19,530,203","33,732,477","-14,202,274","412,000","45,000","367,000","1,416,000",,,"-12,419,274","976,000","40,000","936,000","618,000","138,000","480,000",11.95,3.14,3.31
20150724,2330,台積電,"39,062,686","10,517","5,342,465,602",138,138,136,137,+,1,"26,726,477","30,140,772","-3,414,295","751,000","122,000","629,000","-447,000",,,"-3,232,295",0,"274,000","-274,000","185,000","358,000","-173,000",12.04,3.16,3.28
20150727,2330,台積電,"45,080,466","13,816","6,060,338,122",135,135.5,134,134,-,3,"17,706,298","36,834,500","-19,128,202","492,000","55,000","437,000","118,000",,,"-18,573,202","712,000","928,000","-216,000","781,000","447,000","334,000",11.78,3.09,3.36
20150728,2330,台積電,"35,777,744","9,966","4,833,495,065",135,136.5,134,134, ,0,"15,122,711","29,502,300","-14,379,589","796,000",0,"796,000","2,034,000",,,"-11,549,589","1,446,000","210,000","1,236,000","1,004,000","206,000","798,000",11.78,3.09,3.36
20150729,2330,台積電,"30,500,205","7,453","4,119,983,712",135,136,134.5,135.5,+,1.5,"27,859,000","20,457,535","7,401,465","338,000",0,"338,000","-1,007,000",,,"6,732,465","184,000","1,019,000","-835,000","168,000","340,000","-172,000",11.91,3.13,3.32
20150730,2330,台積電,"37,085,996","10,767","5,121,289,968",136,139,136,138.5,+,3,"32,466,894","20,089,000","12,377,894","507,000","20,000","487,000","-1,441,000",,,"11,423,894","37,000","977,000","-940,000","267,000","768,000","-501,000",12.17,3.2,3.25
20150731,2330,台積電,"40,479,318","9,383","5,626,919,922",140.5,140.5,137.5,139.5,+,1,"35,091,163","28,757,565","6,333,598","314,000","57,000","257,000","-1,494,000",,,"5,096,598","118,000","633,000","-515,000","129,000","1,108,000","-979,000",12.26,3.22,3.23
20150803,2330,台積電,"33,815,561","12,990","4,581,161,735",138.5,138.5,134.5,134.5,-,5,"13,876,576","29,292,528","-15,415,952","644,000","124,000","520,000","-858,000",,,"-15,753,952","401,000","630,000","-229,000","396,000","1,025,000","-629,000",11.82,3.1,3.35
20150804,2330,台積電,"27,514,927","8,099","3,727,032,372",135,136.5,134.5,136.5,+,2,"14,911,397","16,644,690","-1,733,293","431,000","153,000","278,000","4,188,000",,,"2,732,707","1,101,000","375,000","726,000","3,773,000","311,000","3,462,000",11.99,3.15,3.3
20150805,2330,台積電,"28,577,967","9,154","3,847,991,545",135.5,135.5,134,134,-,2.5,"12,836,475","26,106,134","-13,269,659","417,000","222,000","195,000","2,434,000",,,"-10,640,659","1,109,000",0,"1,109,000","1,344,000","19,000","1,325,000",11.78,3.09,3.36
20150806,2330,台積電,"39,658,057","13,110","5,305,805,578",136,136,132,134, ,0,"26,716,000","27,246,181","-530,181","368,000","922,000","-554,000","365,000",,,"-719,181","505,000","343,000","162,000","492,000","289,000","203,000",11.78,3.09,3.36
20150807,2330,台積電,"30,591,687","11,911","4,053,463,871",133,133.5,131.5,133,-,1,"11,091,000","19,211,717","-8,120,717","435,000","221,000","214,000","2,000",,,"-7,904,717","445,000","431,000","14,000","189,000","201,000","-12,000",11.69,3.07,3.38
20150810,2330,台積電,"65,582,829","23,713","8,428,219,770",131,131,125.5,129,-,4,"22,162,700","29,298,340","-7,135,640","642,000","1,467,000","-825,000","1,320,000",,,"-6,640,640","1,388,000","869,000","519,000","1,491,000","690,000","801,000",11.34,2.98,3.49
20150811,2330,台積電,"65,988,387","18,947","8,701,858,164",133.5,133.5,130.5,130.5,+,1.5,"53,677,643","31,395,246","22,282,397","611,000","637,000","-26,000","-4,431,000",,,"17,825,397","125,000","2,502,000","-2,377,000","218,000","2,272,000","-2,054,000",11.47,3.01,3.45
20150812,2330,台積電,"45,838,052","12,740","5,897,521,548",129.5,130,127.5,128.5,-,2,"23,555,200","33,578,700","-10,023,500","793,000","39,000","754,000","432,382",,,"-8,837,118","335,000","565,000","-230,000","781,000","118,618","662,382",11.29,3.12,3.5
20150813,2330,台積電,"43,697,151","11,405","5,611,218,672",129,130,127.5,128,-,0.5,"32,148,600","30,277,914","1,870,686","186,000","395,000","-209,000","371,000",,,"2,032,686","367,000","220,000","147,000","377,000","153,000","224,000",10.54,3.11,3.52
20150814,2330,台積電,"40,366,795","13,469","5,093,780,530",128,128.5,125,126,-,2,"23,863,000","28,170,600","-4,307,600","126,000","1,644,000","-1,518,000","296,000",,,"-5,529,600","578,000","322,000","256,000","454,000","414,000","40,000",10.38,3.06,3.57
20150817,2330,台積電,"38,956,377","14,068","4,826,111,748",125.5,125.5,123,124,-,2,"28,081,050","26,370,940","1,710,110","115,000","414,000","-299,000","-149,285",,,"1,261,825","389,000","585,000","-196,000","274,000","227,285","46,715",10.21,3.01,3.63
20150818,2330,台積電,"41,823,656","11,837","5,252,723,656",125,126.5,125,126,+,2,"36,388,300","28,989,501","7,398,799","83,000","183,000","-100,000","-1,728,000",,,"5,570,799","120,000","1,416,000","-1,296,000","38,000","470,000","-432,000",10.38,3.06,3.57
20150819,2330,台積電,"47,213,363","11,362","5,917,827,915",127.5,127.5,124,125,-,1,"35,134,802","39,887,744","-4,752,942","18,000","56,000","-38,000","-940,000",,,"-5,730,942","143,000","317,000","-174,000","26,000","792,000","-766,000",10.3,3.04,3.6
20150820,2330,台積電,"38,767,923","8,015","4,841,207,748",124.5,126,123.5,126,+,1,"26,758,580","31,295,568","-4,536,988","16,000","607,000","-591,000","1,036,000",,,"-4,091,988","990,000","179,000","811,000","287,000","62,000","225,000",10.38,3.06,3.57
20150821,2330,台積電,"67,341,681","15,912","8,241,493,111",123,124.5,121,121,-,5,"36,675,000","50,353,463","-13,678,463",0,"335,000","-335,000","-1,290,000",,,"-15,303,463","286,000","1,383,000","-1,097,000","272,000","465,000","-193,000",9.97,2.94,3.72
20150824,2330,台積電,"118,882,318","25,681","13,766,338,730",120,121,112.5,115,-,6,"80,809,000","78,241,046","2,567,954","149,000","144,000","5,000","-1,280,000",,,"1,292,954","1,284,000","1,062,000","222,000","924,000","2,426,000","-1,502,000",9.47,2.8,3.91
20150825,2330,台積電,"99,479,290","27,240","12,096,689,497",118,124,117.5,123.5,+,8.5,"78,041,821","57,108,184","20,933,637","1,389,270","120,000","1,269,270","-2,498,000",,,"19,704,907","264,000","1,706,000","-1,442,000","773,000","1,829,000","-1,056,000",10.17,3,3.64
20150826,2330,台積電,"65,899,783","17,863","8,066,184,686",121,124.5,119.5,122.5,-,1,"42,141,700","52,840,344","-10,698,644","1,118,000","269,000","849,000","-741,000",,,"-10,590,644","269,000","338,000","-69,000","216,000","888,000","-672,000",10.09,2.98,3.67
20150827,2330,台積電,"53,549,076","14,964","6,648,501,174",125,125,122,124,+,1.5,"36,936,753","39,279,687","-2,342,934","256,000","5,000","251,000","-609,000",,,"-2,700,934","378,000","298,000","80,000","139,000","828,000","-689,000",10.21,3.01,3.63
20150828,2330,台積電,"41,879,827","12,018","5,251,054,885",127,127,124.5,125,+,1,"27,811,500","28,477,230","-665,730","307,000","527,000","-220,000","-480,000",,,"-1,365,730","349,000","120,000","229,000","386,000","1,095,000","-709,000",10.3,3.04,3.6
20150831,2330,台積電,"57,088,355","12,112","7,220,131,440",126,129,123.5,129,+,4,"46,606,393","37,332,070","9,274,323","36,000","422,000","-386,000","-2,871,000",,,"6,017,323","130,000","815,000","-685,000","303,000","2,489,000","-2,186,000",10.63,3.14,3.49
20150901,2330,台積電,"42,394,536","14,184","5,307,014,000",127.5,127.5,124,124,-,5,"23,642,728","33,586,278","-9,943,550","432,000","446,000","-14,000","-1,590,444",,,"-11,547,994","428,000","236,000","192,000","239,000","2,021,444","-1,782,444",10.21,3.01,3.63
20150902,2330,台積電,"37,232,124","12,205","4,657,522,507",123,127,123,125.5,+,1.5,"27,693,740","21,947,302","5,746,438","1,112,000","58,000","1,054,000","-153,000",,,"6,647,438","322,000","51,000","271,000","344,000","768,000","-424,000",10.34,3.05,3.59
20150903,2330,台積電,"24,054,041","7,059","3,037,526,707",127.5,127.5,125,127,+,1.5,"19,284,000","12,271,400","7,012,600","312,000","258,000","54,000","-1,962,000",,,"5,104,600","52,000","410,000","-358,000","137,000","1,741,000","-1,604,000",10.46,3.09,3.54
20150904,2330,台積電,"23,047,166","8,111","2,886,200,250",126.5,127,123.5,125,-,2,"15,293,757","15,322,798","-29,041","26,000","312,000","-286,000","-977,000",,,"-1,292,041","50,000","40,000","10,000","163,000","1,150,000","-987,000",10.3,3.04,3.6
20150907,2330,台積電,"26,152,920","10,743","3,228,675,340",124.5,126,122,122.5,-,2.5,"13,570,000","15,114,803","-1,544,803","196,000","171,000","25,000","134,000",,,"-1,385,803","280,000","417,000","-137,000","934,000","663,000","271,000",10.09,2.98,3.67
20150908,2330,台積電,"15,112,954","5,645","1,857,557,798",122.5,123.5,122,123,+,0.5,"7,876,000","9,715,855","-1,839,855","86,000","225,259","-139,259","-545,000",,,"-2,524,114","69,000","14,000","55,000","28,000","628,000","-600,000",10.13,2.99,3.66
20150909,2330,台積電,"53,969,621","19,715","6,910,196,909",126.5,129,126.5,129,+,6,"47,760,075","12,927,628","34,832,447","570,000","279,000","291,000","399,000",,,"35,522,447","7,000","297,000","-290,000","1,000,000","311,000","689,000",10.63,3.14,3.49
20150910,2330,台積電,"34,029,707","10,207","4,288,394,042",127,128,125,125,-,4,"18,004,849","28,680,585","-10,675,736",0,"443,000","-443,000","1,509,000",,,"-9,609,736","494,000","30,000","464,000","1,128,000","83,000","1,045,000",10.3,3.04,3.6
20150911,2330,台積電,"24,548,989","7,250","3,097,236,675",125.5,127.5,124,127.5,+,2.5,"18,896,798","13,716,884","5,179,914","170,000","463,000","-293,000","366,000",,,"5,252,914","70,000","95,000","-25,000","519,000","128,000","391,000",10.5,3.1,3.53
20150914,2330,台積電,"25,582,357","8,062","3,261,310,994",128,129,126,127.5, ,0,"15,589,000","14,093,067","1,495,933","462,683","48,000","414,683","141,000",,,"2,051,616","453,000","105,000","348,000","109,000","316,000","-207,000",10.5,3.1,3.53
20150915,2330,台積電,"22,223,400","7,271","2,806,493,840",127.5,128,125.5,126,-,1.5,"14,867,700","18,265,108","-3,397,408","46,000","9,000","37,000","901,000",,,"-2,459,408","125,000","11,000","114,000","841,000","54,000","787,000",10.38,3.06,3.57
20150916,2330,台積電,"44,137,380","14,052","5,691,421,260",128,130,127.5,129.5,+,3.5,"39,518,500","18,853,997","20,664,503","817,000","187,000","630,000","255,000",,,"21,549,503","302,000","200,000","102,000","857,000","704,000","153,000",10.67,3.15,3.47
20150917,2330,台積電,"52,529,479","16,702","6,868,009,789",130.5,131.5,130,131,+,1.5,"45,345,188","26,726,095","18,619,093","289,940",0,"289,940","500,000",,,"19,409,033","387,000","83,000","304,000","281,000","85,000","196,000",10.79,3.19,3.44
20150918,2330,台積電,"32,590,064","7,572","4,261,707,884",129.5,131.5,129,131.5,+,0.5,"29,242,202","22,036,138","7,206,064","108,000","1,962,000","-1,854,000","559,000",,,"5,911,064","386,000","40,000","346,000","264,000","51,000","213,000",10.83,3.2,3.42
20150921,2330,台積電,"35,271,713","7,636","4,552,208,310",130,130,128.5,129.5,-,2,"27,867,523","28,991,795","-1,124,272","94,000","179,000","-85,000","99,000",,,"-1,110,272","917,000","405,000","512,000","29,000","442,000","-413,000",10.67,3.15,3.47
20150922,2330,台積電,"18,378,270","6,249","2,374,696,906",130,130,128.5,129,-,0.5,"14,996,398","13,509,510","1,486,888","11,166","324,000","-312,834","262,000",,,"1,436,054","508,000","2,000","506,000","82,000","326,000","-244,000",10.63,3.14,3.49
20150923,2330,台積電,"35,523,040","15,209","4,465,469,498",127,127.5,124.5,124.5,-,4.5,"10,133,000","31,216,785","-21,083,785",0,0,0,"737,000",,,"-20,346,785","886,000","210,000","676,000","242,000","181,000","61,000",10.26,3.03,3.61
20150924,2330,台積電,"44,708,932","12,056","5,671,247,864",127,128,125.5,127,+,2.5,"36,569,000","29,918,366","6,650,634","880,000","335,000","545,000","-1,343,000",,,"5,852,634","143,000","695,000","-552,000","87,000","878,000","-791,000",10.46,3.09,3.54
20150925,2330,台積電,"24,688,657","9,166","3,121,881,939",127,127.5,125,127, ,0,"19,006,964","18,352,849","654,115","202,000",0,"202,000","81,000",,,"937,115","5,000","337,000","-332,000","734,000","321,000","413,000",10.46,3.09,3.54
20150930,2330,台積電,"76,377,100","17,686","9,885,619,568",128,131,127,130,+,3,"69,728,743","50,366,790","19,361,953","1,124,000",0,"1,124,000","-1,130,999",,,"19,354,954","21,000","1,254,000","-1,233,000","684,001","582,000","102,001",10.71,3.16,3.46
20151001,2330,台積電,"53,400,609","15,465","7,046,980,737",131,134,129.5,133.5,+,3.5,"44,345,114","25,379,585","18,965,529","740,000","445,000","295,000","-565,000",,,"18,695,529","183,000","582,000","-399,000","652,000","818,000","-166,000",11,3.25,3.37
20151002,2330,台積電,"25,252,357","7,698","3,337,391,624",132.5,132.5,131.5,132,-,1.5,"18,658,200","19,372,741","-714,541","338,000","122,000","216,000","271,000",,,"-227,541","273,000",0,"273,000","260,000","262,000","-2,000",10.87,3.21,3.41
20151005,2330,台積電,"30,895,136","9,279","4,096,025,572",133,133.5,131.5,132.5,+,0.5,"20,216,290","21,817,201","-1,600,911","153,000","579,623","-426,623","31,000",,,"-1,996,534","66,000",0,"66,000","79,000","114,000","-35,000",10.91,3.22,3.4
20151006,2330,台積電,"49,925,004","13,880","6,677,173,341",135,135.5,132.5,133,+,0.5,"35,680,930","32,947,810","2,733,120","806,000","4,000","802,000","19,000",,,"3,554,120","1,000","75,000","-74,000","191,000","98,000","93,000",10.96,3.23,3.38
20151007,2330,台積電,"32,541,468","9,911","4,380,090,918",133.5,135,133,135,+,2,"29,286,974","8,578,100","20,708,874","200,000",0,"200,000","-404,000",,,"20,504,874","106,000","300,000","-194,000","110,000","320,000","-210,000",11.12,3.28,3.33
20151008,2330,台積電,"32,054,985","11,299","4,365,954,735",137,137,135,136,+,1,"24,934,473","11,084,864","13,849,609","436,000","16,000","420,000","2,000",,,"14,271,609","142,000","85,000","57,000","176,000","231,000","-55,000",11.2,3.31,3.31
20151012,2330,台積電,"51,617,728","13,186","7,125,126,614",137,139,136.5,138.5,+,2.5,"38,877,777","28,356,522","10,521,255","1,376,000","63,000","1,313,000","500,000",,,"12,334,255","60,000",0,"60,000","568,000","128,000","440,000",11.41,3.37,3.25
20151013,2330,台積電,"37,227,089","11,289","5,105,783,075",138.5,138.5,136,137.5,-,1,"28,472,025","20,577,338","7,894,687","157,000","81,000","76,000","898,000",,,"8,868,687","150,000","6,000","144,000","879,000","125,000","754,000",11.33,3.34,3.27
20151014,2330,台積電,"65,521,186","5,612","8,795,254,492",136.5,137.5,136,136.5,-,1,"54,056,000","59,214,316","-5,158,316","490,000","680,804","-190,804","383,000",,,"-4,966,120","283,000",0,"283,000","247,000","147,000","100,000",11.24,3.32,3.3
20151015,2330,台積電,"73,316,434","18,548","10,255,043,760",139,141,139,140,+,3.5,"56,819,000","33,750,891","23,068,109","756,000",0,"756,000","795,000",,,"24,619,109","374,000","229,000","145,000","1,119,000","469,000","650,000",11.53,3.4,3.21
20151016,2330,台積電,"37,189,898","16,088","5,091,352,293",137,137.5,136,137.5,-,2.5,"21,831,755","24,172,410","-2,340,655","406,000","97,000","309,000","804,000",,,"-1,227,655","456,000","289,000","167,000","927,000","290,000","637,000",11.33,3.34,3.27
20151019,2330,台積電,"26,173,538","9,085","3,606,826,449",138.5,139,137,138,+,0.5,"22,381,245","13,819,298","8,561,947","895,000",0,"895,000","-223,000",,,"9,233,947",0,"1,000","-1,000","130,000","352,000","-222,000",11.37,3.36,3.26
20151020,2330,台積電,"28,795,564","8,838","3,984,111,090",139,139,137.5,139,+,1,"25,793,504","11,650,661","14,142,843","646,000",0,"646,000","-378,000",,,"14,410,843",0,"47,000","-47,000","140,000","471,000","-331,000",11.45,3.38,3.24
20151021,2330,台積電,"20,006,939","7,624","2,770,902,949",139.5,140,137.5,138.5,-,0.5,"16,797,758","7,996,158","8,801,600","118,000","150,000","-32,000","-174,000",,,"8,595,600","52,000","193,000","-141,000","544,000","577,000","-33,000",11.41,3.37,3.25
20151022,2330,台積電,"15,168,792","4,864","2,089,852,382",138,138.5,137,137.5,-,1,"13,196,112","10,519,063","2,677,049","250,000","60,000","190,000","-337,382",,,"2,529,667","39,000","155,000","-116,000","69,000","290,382","-221,382",11.33,3.34,3.27
20151023,2330,台積電,"35,666,256","13,889","4,984,092,182",140,140.5,139,140,+,2.5,"31,085,142","13,107,038","17,978,104","232,000","374,000","-142,000","-437,000",,,"17,399,104","282,000","520,000","-238,000","112,000","311,000","-199,000",11.53,3.4,3.21
20151026,2330,台積電,"24,412,462","8,837","3,416,504,880",140.5,140.5,139,140, ,0,"19,503,000","9,874,092","9,628,908","115,000","70,000","45,000","-563,000",,,"9,110,908","126,000","679,000","-553,000","74,000","84,000","-10,000",11.53,3.4,3.21
20151027,2330,台積電,"26,557,567","6,719","3,679,734,913",138.5,140,137.5,139,-,1,"20,013,261","14,024,292","5,988,969","9,000",0,"9,000","-32,000",,,"5,965,969","60,000","107,000","-47,000","184,000","169,000","15,000",11.45,3.38,3.24
20151028,2330,台積電,"22,557,317","7,911","3,104,131,564",137,139,137,138,-,1,"12,236,000","14,546,264","-2,310,264","92,000","18,000","74,000","738,000",,,"-1,498,264","348,000",0,"348,000","450,000","60,000","390,000",11.37,3.36,3.26
20151029,2330,台積電,"20,463,741","6,452","2,815,951,517",139,139.5,136.5,136.5,-,1.5,"13,326,194","15,634,061","-2,307,867","128,000","7,000","121,000","198,000",,,"-1,988,867","224,000","12,000","212,000","256,000","270,000","-14,000",11.24,3.32,3.3
20151030,2330,台積電,"28,293,017","6,840","3,870,125,863",137,137.5,136,136.5, ,0,"22,928,721","22,883,641","45,080","128,000","2,000","126,000","245,000",,,"416,080","91,000","100,000","-9,000","411,000","157,000","254,000",11.24,3.32,3.3
20151102,2330,台積電,"22,789,011","7,961","3,118,360,787",138.5,138.5,135.5,137.5,+,1,"17,712,375","12,894,000","4,818,375","110,000","71,000","39,000","407,000",,,"5,264,375","155,000","118,000","37,000","479,000","109,000","370,000",11.33,3.34,3.27
20151103,2330,台積電,"36,442,564","12,148","5,082,111,090",138.5,140,138,139.5,+,2,"33,766,575","14,585,989","19,180,586","359,000",0,"359,000","-624,000",,,"18,915,586","64,000","730,000","-666,000","386,000","344,000","42,000",11.49,3.39,3.23
20151104,2330,台積電,"75,685,074","27,863","10,841,451,697",141.5,144.5,141,144.5,+,5,"63,673,200","12,871,281","50,801,919","912,000","51,000","861,000","-285,000",,,"51,377,919","345,000","939,000","-594,000","904,000","595,000","309,000",11.9,3.51,3.11
20151105,2330,台積電,"37,827,858","12,575","5,414,337,809",144,144.5,142.5,142.5,-,2,"30,608,035","25,317,293","5,290,742","253,000","140,000","113,000","372,000",,,"5,775,742","93,000","30,000","63,000","375,000","66,000","309,000",11.74,3.46,3.16
20151106,2330,台積電,"51,889,334","12,543","7,276,506,260",144,144,139,140,-,2.5,"32,504,000","40,105,713","-7,601,713","72,000","204,000","-132,000","387,000",,,"-7,346,713","590,000","440,000","150,000","620,000","383,000","237,000",11.53,3.4,3.21
20151109,2330,台積電,"24,863,486","8,727","3,518,529,742",141,143,140.5,142,+,2,"20,822,666","12,623,477","8,199,189","387,000","23,000","364,000","-657,000",,,"7,906,189","10,000","605,000","-595,000","132,000","194,000","-62,000",11.7,3.45,3.17
20151110,2330,台積電,"23,336,811","9,060","3,261,350,610",141.5,141.5,139,139.5,-,2.5,"10,533,000","18,190,255","-7,657,255","286,000","186,000","100,000","489,000",,,"-7,068,255","144,000","163,000","-19,000","586,000","78,000","508,000",11.49,3.39,3.23
