Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),本益比,股價淨值比,殖利率
20150203,2330,台積電,"27,234,908","7,438","3,911,596,752",143,144.5,142,144.5,+,2,"21,996,000","16,519,849","5,476,151","182,000","7,000","175,000","235,000",,,"5,886,151","318,000","6,000","312,000","45,000","122,000","-77,000",16.38,3.92,2.07
20150204,2330,台積電,"43,152,252","10,725","6,270,013,358",144.5,146.5,144,146,+,1.5,"35,166,315","27,694,283","7,472,032","62,000","124,000","-62,000","593,936",,,"8,003,968","947,000","172,000","775,000","73,000","254,064","-181,064",16.55,3.96,2.05
20150205,2330,台積電,"25,327,809","8,827","3,661,740,425",145.5,146,143.5,145.5,-,0.5,"14,608,000","20,198,308","-5,590,308","100,000","143,000","-43,000","304,937",,,"-5,328,371","383,000","119,000","264,000","91,000","50,063","40,937",16.5,3.94,2.05
20150206,2330,台積電,"28,668,194","10,068","4,131,250,622",145.5,145.5,143,143,-,2.5,"19,566,000","20,843,000","-1,277,000",0,"4,000","-4,000","426,000",,,"-855,000","433,000","25,000","408,000","98,000","80,000","18,000",16.21,3.88,2.09
20150209,2330,台積電,"26,650,627","7,095","3,790,983,534",143,143.5,141.5,142,-,1,"17,438,352","20,245,277","-2,806,925","54,000","177,000","-123,000","299,000",,,"-2,630,925","290,000","59,000","231,000","107,000","39,000","68,000",16.1,3.85,2.11
20150210,2330,台積電,"33,452,346","8,287","4,760,519,217",142,143,141.5,142.5,+,0.5,"28,614,303","26,898,373","1,715,930",0,"464,000","-464,000","315,000",,,"1,566,930","399,000","46,000","353,000","109,000","147,000","-38,000",16.16,3.86,2.1
20150211,2330,台積電,"71,429,251","21,683","10,550,756,946",146,149,146,148,+,5.5,"57,713,667","31,746,962","25,966,705","472,000","330,000","142,000","-921,000",,,"25,187,705","366,000","1,606,000","-1,240,000","429,000","110,000","319,000",16.78,4.01,2.02
20150212,2330,台積電,"35,027,816","10,815","5,193,362,537",149.5,149.5,147.5,148.5,+,0.5,"26,086,000","14,941,821","11,144,179",0,"702,000","-702,000","-919,000",,,"9,523,179","160,000","321,000","-161,000","1,000","759,000","-758,000",16.84,4.03,3.03
20150213,2330,台積電,"38,571,667","13,408","5,752,407,636",148.5,150,148,148.5, ,0,"27,348,400","16,638,982","10,709,418","489,000","279,000","210,000","-257,000",,,"10,662,418","388,000","385,000","3,000","105,000","365,000","-260,000",16.84,4.03,3.03
20150224,2330,台積電,"74,443,659","17,976","11,211,962,367",149,152,148.5,151,+,2.5,"64,063,231","52,715,102","11,348,129","956,000","104,000","852,000","-540,000",,,"11,660,129","292,000","712,000","-420,000","337,000","457,000","-120,000",17.12,3.75,2.98
20150225,2330,台積電,"48,326,782","13,778","7,425,359,928",152.5,154.5,152.5,154.5,+,3.5,"40,492,478","18,325,419","22,167,059","1,655,000","540,000","1,115,000","-1,076,042",,,"22,206,017","321,000","920,000","-599,000","28,000","505,042","-477,042",15.18,3.83,2.91
20150226,2330,台積電,"58,406,927","16,129","8,838,206,759",153.5,154,150.5,150.5,-,4,"42,609,000","34,196,637","8,412,363",0,"763,000","-763,000","512,000",,,"8,161,363","1,186,000","726,000","460,000","197,000","145,000","52,000",14.78,3.73,2.99
20150302,2330,台積電,"41,706,868","14,902","6,260,834,709",151.5,153,148.5,149,-,1.5,"24,653,251","32,267,748","-7,614,497","932,000","199,077","732,923","1,275,000",,,"-5,606,574","1,365,000","291,000","1,074,000","275,000","74,000","201,000",14.64,3.7,3.02
20150303,2330,台積電,"29,205,565","10,700","4,374,634,250",150,151,148.5,150.5,+,1.5,"17,948,629","17,096,346","852,283","68,000","568,000","-500,000","508,269",,,"860,552","931,000","343,000","588,000","318,000","397,731","-79,731",14.78,3.73,2.99
20150304,2330,台積電,"32,781,813","9,519","4,936,813,407",150,151.5,149,150.5, ,0,"23,545,000","20,780,656","2,764,344","62,000","269,000","-207,000","-277,000",,,"2,280,344","449,000","463,000","-14,000","20,000","283,000","-263,000",14.78,3.73,2.99
20150305,2330,台積電,"29,851,795","8,059","4,474,822,250",150,151,148.5,150,-,0.5,"19,468,000","17,055,175","2,412,825","267,000","312,000","-45,000","-974,042",,,"1,393,783","313,000","150,000","163,000","78,000","1,215,042","-1,137,042",14.73,3.72,3
20150306,2330,台積電,"33,211,114","9,540","4,948,740,906",149,149.5,148.5,149,-,1,"19,298,303","26,316,760","-7,018,457","25,000","360,000","-335,000","2,206,000",,,"-5,147,457","2,009,000","42,000","1,967,000","265,000","26,000","239,000",14.64,3.7,3.02
20150309,2330,台積電,"67,545,510","21,963","9,855,160,676",147.5,147.5,145,145.5,-,3.5,"14,987,567","53,421,586","-38,434,019","339,000","100,000","239,000","4,126,841",,,"-34,068,178","3,240,000","770,000","2,470,000","1,763,000","106,159","1,656,841",14.29,3.61,3.09
20150310,2330,台積電,"46,859,211","17,451","6,762,792,095",145,145,144,144,-,1.5,"9,355,224","41,278,219","-31,922,995","301,000","153,000","148,000","2,271,000",,,"-29,503,995","1,800,000","85,000","1,715,000","834,000","278,000","556,000",14.15,3.57,3.13
20150311,2330,台積電,"51,828,263","14,996","7,572,305,994",143.5,148,143,146,+,2,"25,167,867","35,860,500","-10,692,633","748,000","97,000","651,000","407,000",,,"-9,634,633","1,485,000","728,000","757,000","158,000","508,000","-350,000",14.34,3.62,3.08
20150312,2330,台積電,"32,364,794","10,987","4,785,611,312",147,148.5,146.5,148,+,2,"16,141,512","19,351,753","-3,210,241","1,742,000","26,100","1,715,900","-770,000",,,"-2,264,341","120,000","527,000","-407,000","91,000","454,000","-363,000",14.54,3.67,3.04
20150313,2330,台積電,"46,407,830","12,528","6,904,477,410",148,149.5,147,149,+,1,"27,361,462","33,295,692","-5,934,230","552,000","11,000","541,000","-533,000",,,"-5,926,230","536,000","963,000","-427,000","117,000","223,000","-106,000",14.64,3.7,3.02
20150316,2330,台積電,"37,462,553","10,187","5,514,486,291",149,149.5,146,146,-,3,"20,744,324","31,437,903","-10,693,579","8,000","137,000","-129,000","110,000",,,"-10,712,579","328,000","307,000","21,000","181,000","92,000","89,000",14.34,3.62,3.08
20150317,2330,台積電,"55,770,359","16,064","8,326,102,991",148.5,150,148.5,149,+,3,"42,559,660","34,420,000","8,139,660","248,000","40,000","208,000","-4,257,042",,,"4,090,618","5,000","4,149,000","-4,144,000","182,000","295,042","-113,042",14.64,3.7,3.02
20150318,2330,台積電,"71,220,784","24,516","10,852,430,499",151,154,150,153.5,+,4.5,"50,908,568","28,868,191","22,040,377",0,"187,000","-187,000","-2,896,000",,,"18,957,377","389,000","2,788,000","-2,399,000","416,000","913,000","-497,000",15.08,3.81,2.93
20150319,2330,台積電,"43,512,703","14,822","6,700,872,109",152.5,155,152.5,154,+,0.5,"30,273,000","26,503,635","3,769,365","491,000","236,000","255,000","-478,000",,,"3,546,365","894,000","544,000","350,000","53,000","881,000","-828,000",15.13,3.82,2.92
20150320,2330,台積電,"38,594,575","8,722","5,909,217,707",151.5,154,151.5,154, ,0,"31,381,040","31,239,677","141,363","11,000","762,000","-751,000","-325,000",,,"-934,637","168,000","595,000","-427,000","223,000","121,000","102,000",15.13,3.82,2.92
20150323,2330,台積電,"26,369,028","8,438","4,049,600,743",154,154,152.5,153.5,-,0.5,"21,396,376","14,656,870","6,739,506","98,000","521,000","-423,000","-362,000",,,"5,954,506","68,000","30,000","38,000","79,000","479,000","-400,000",15.08,3.81,2.93
20150324,2330,台積電,"38,207,799","9,866","5,811,312,948",153.5,153.5,151.5,151.5,-,2,"24,774,547","28,432,052","-3,657,505",0,"862,000","-862,000","-85,000",,,"-4,604,505","348,000","525,000","-177,000","264,000","172,000","92,000",14.88,3.76,2.97
20150325,2330,台積電,"50,140,683","8,084","7,584,239,053",152,152.5,150.5,151,-,0.5,"37,658,825","43,763,670","-6,104,845",0,"524,000","-524,000","93,000",,,"-6,535,845","388,000","303,000","85,000","149,000","141,000","8,000",14.83,3.75,2.98
20150326,2330,台積電,"162,835,475","40,030","23,745,941,540",145.5,147,144.5,145.5,-,5.5,"83,925,000","151,775,692","-67,850,692","10,000","1,021,000","-1,011,000","5,800,000",,,"-63,061,692","1,913,000","387,000","1,526,000","4,368,000","94,000","4,274,000",14.29,3.61,3.09
20150327,2330,台積電,"112,919,978","31,660","16,228,885,022",144,145.5,142.5,142.5,-,3,"37,270,706","105,498,172","-68,227,466","10,000","1,306,000","-1,296,000","2,558,000",,,"-66,965,466","1,453,000","258,000","1,195,000","1,555,000","192,000","1,363,000",14,3.53,3.16
20150330,2330,台積電,"64,898,228","20,026","9,275,490,102",142.5,144,142,142.5, ,0,"23,894,477","59,020,071","-35,125,594","542,000","216,000","326,000","154,000",,,"-34,645,594","504,000","984,000","-480,000","782,000","148,000","634,000",14,3.53,3.16
20150331,2330,台積電,"56,918,778","14,570","8,225,648,688",144,145.5,143,145.5,+,3,"26,724,000","45,063,404","-18,339,404","118,000","199,000","-81,000","1,408,000",,,"-17,012,404","1,209,000","267,000","942,000","630,000","164,000","466,000",14.29,3.61,3.09
20150401,2330,台積電,"39,056,191","11,700","5,643,680,541",145,145,143.5,144,-,1.5,"15,318,158","28,778,570","-13,460,412","25,000","124,000","-99,000","-161,000",,,"-13,720,412","1,494,000","421,000","1,073,000",0,"1,234,000","-1,234,000",14.15,3.57,3.13
20150402,2330,台積電,"52,174,388","15,545","7,651,261,176",145,148,144.5,147,+,3,"36,344,927","32,384,850","3,960,077","353,000","302,000","51,000","-1,722,000",,,"2,289,077","171,000","461,000","-290,000","229,000","1,661,000","-1,432,000",14.44,3.65,3.06
20150407,2330,台積電,"34,901,698","9,240","5,106,814,058",146.5,147.5,145,146,-,1,"19,688,158","24,877,022","-5,188,864","8,000","160,000","-152,000","-364,000",,,"-5,704,864","121,000","145,000","-24,000","32,000","372,000","-340,000",14.34,3.62,3.08
20150408,2330,台積電,"49,474,198","14,640","7,132,875,065",145.5,146,143,143,-,3,"29,336,200","40,987,840","-11,651,640","11,000","838,000","-827,000","698,000",,,"-11,780,640","506,000","74,000","432,000","549,000","283,000","266,000",14.05,3.55,3.15
20150409,2330,台積電,"47,243,108","14,341","6,801,837,297",144,145.5,143,143, ,0,"27,606,535","34,656,070","-7,049,535",0,"698,000","-698,000","14,000",,,"-7,733,535","345,000","566,000","-221,000","530,000","295,000","235,000",14.05,3.55,3.15
20150410,2330,台積電,"33,908,579","13,442","4,948,520,786",146,147,145,147,+,4,"20,179,000","16,422,838","3,756,162",0,"560,000","-560,000","-133,000",,,"3,063,162","238,000","647,000","-409,000","619,000","343,000","276,000",14.44,3.65,3.06
20150413,2330,台積電,"26,427,202","10,892","3,876,943,634",146.5,147.5,146,147, ,0,"10,105,100","19,487,140","-9,382,040","418,000","490,000","-72,000","-82,000",,,"-9,536,040","268,000","598,000","-330,000","508,000","260,000","248,000",14.44,3.65,3.06
20150414,2330,台積電,"41,702,197","15,801","6,021,009,775",145,145.5,143.5,144,-,3,"10,382,200","33,736,911","-23,354,711","195,000","643,000","-448,000","-8,000",,,"-23,810,711","800,000","2,027,000","-1,227,000","1,361,000","142,000","1,219,000",14.15,3.57,3.13
20150415,2330,台積電,"71,626,316","24,704","10,214,833,004",143.5,144.5,141.5,143,-,1,"17,248,000","57,579,399","-40,331,399","135,000","311,000","-176,000","3,284,000",,,"-37,223,399","2,923,000","512,000","2,411,000","1,008,000","135,000","873,000",14.05,3.55,3.15
20150416,2330,台積電,"55,563,272","20,084","8,114,893,484",145,147,144.5,147,+,4,"37,938,000","26,689,294","11,248,706","130,000","402,000","-272,000","979,000",,,"11,955,706","400,000","529,000","-129,000","1,526,000","418,000","1,108,000",14.44,3.65,3.06
20150417,2330,台積電,"79,007,681","29,078","11,301,095,708",143,144,142.5,142.5,-,4.5,"30,610,073","66,342,568","-35,732,495","70,000","2,377,000","-2,307,000","-1,794,000",,,"-39,833,495","632,000","1,692,000","-1,060,000","305,000","1,039,000","-734,000",14,3.53,3.16
20150420,2330,台積電,"43,593,805","9,856","6,220,438,078",142,144,141.5,143,+,0.5,"26,616,387","35,487,426","-8,871,039","15,000","449,000","-434,000","-382,000",,,"-9,687,039","615,000","290,000","325,000","171,000","878,000","-707,000",14.05,3.55,3.15
20150421,2330,台積電,"40,892,605","10,238","5,824,163,035",142,143.5,141.5,142.5,-,0.5,"27,845,601","36,217,755","-8,372,154",0,"296,000","-296,000","-258,000",,,"-8,926,154","94,000","326,000","-232,000","148,000","174,000","-26,000",14,3.53,3.16
20150422,2330,台積電,"40,631,875","12,231","5,844,788,500",143.5,145,143,143.5,+,1,"30,717,485","30,092,716","624,769",0,"161,000","-161,000","-279,000",,,"184,769","526,000","514,000","12,000","214,000","505,000","-291,000",14.1,3.56,3.14
20150423,2330,台積電,"47,851,742","18,425","7,010,815,563",145.5,147,145,147,+,3.5,"34,075,300","18,605,367","15,469,933","573,000","55,000","518,000","1,288,000",,,"17,275,933","838,000","252,000","586,000","815,000","113,000","702,000",14.44,3.65,3.06
20150424,2330,台積電,"135,458,464","35,056","20,467,883,674",149,152.5,148.5,152.5,+,5.5,"124,714,921","35,897,995","88,816,926","552,000","784,000","-232,000","-1,957,000",,,"86,627,926","968,000","1,354,000","-386,000","731,000","2,302,000","-1,571,000",14.98,3.78,2.95
20150427,2330,台積電,"58,112,934","14,169","8,802,544,948",153,153,150,151.5,-,1,"45,362,000","19,687,202","25,674,798","30,000","681,000","-651,000","555,000",,,"25,578,798","334,000","510,000","-176,000","964,000","233,000","731,000",14.88,3.76,2.97
20150428,2330,台積電,"43,295,538","12,673","6,563,481,738",153.5,153.5,150.5,151.5, ,0,"33,593,800","20,360,935","13,232,865","70,000","360,000","-290,000","241,990",,,"13,184,855","288,000","407,000","-119,000","743,990","383,000","360,990",14.88,3.76,2.97
20150429,2330,台積電,"37,440,139","11,220","5,582,483,598",150,151,148,148.5,-,3,"21,081,000","22,746,484","-1,665,484","93,000","432,000","-339,000","2,187,000",,,"182,516","1,942,000","285,000","1,657,000","729,000","199,000","530,000",14.59,3.68,3.03
20150430,2330,台積電,"48,982,979","13,793","7,212,381,413",147,148.5,146.5,147,-,1.5,"27,266,706","41,756,289","-14,489,583","55,000","155,000","-100,000","56,000",,,"-14,533,583","432,000","710,000","-278,000","536,000","202,000","334,000",14.44,3.65,3.06
20150504,2330,台積電,"30,868,640","8,598","4,548,281,580",148.5,148.5,146,147.5,+,0.5,"21,464,283","23,882,421","-2,418,138","310,000","256,000","54,000","841,010",,,"-1,523,128","273,000","388,000","-115,000","1,140,010","184,000","956,010",14.49,3.66,3.05
20150505,2330,台積電,"27,789,400","6,502","4,083,589,300",147.5,148,146,147,-,0.5,"18,641,804","23,984,500","-5,342,696","128,000","110,000","18,000","-562,000",,,"-5,886,696",0,"236,000","-236,000","141,000","467,000","-326,000",14.44,3.65,3.06
20150506,2330,台積電,"18,824,208","6,477","2,765,471,076",145.5,148,145.5,147.5,+,0.5,"8,723,000","13,512,238","-4,789,238","21,000","454,000","-433,000","492,000",,,"-4,730,238","180,000","123,000","57,000","634,000","199,000","435,000",14.49,3.66,3.05
20150507,2330,台積電,"21,908,150","5,816","3,209,664,442",146,147.5,146,146.5,-,1,"13,792,873","15,651,882","-1,859,009","206,000","9,000","197,000","255,000",,,"-1,407,009","286,000","55,000","231,000","280,000","256,000","24,000",14.39,3.63,3.07
20150508,2330,台積電,"20,035,646","7,730","2,938,305,595",146,147.5,146,146.5, ,0,"13,386,224","13,578,282","-192,058","37,000","8,000","29,000","13,000",,,"-150,058","172,000","34,000","138,000","163,000","288,000","-125,000",14.39,3.63,3.07
20150511,2330,台積電,"20,402,529","6,385","3,020,441,292",149,149,147,148.5,+,2,"14,995,000","10,535,999","4,459,001","334,000","577,000","-243,000","-214,000",,,"4,002,001","432,000","340,000","92,000","102,000","408,000","-306,000",14.59,3.68,3.03
20150512,2330,台積電,"24,956,498","6,593","3,687,151,073",147,148.5,147,147.5,-,1,"20,049,175","21,229,345","-1,180,170","178,000","121,000","57,000","632,000",,,"-491,170","755,000","30,000","725,000","124,000","217,000","-93,000",14.49,3.4,3.05
20150513,2330,台積電,"19,437,537","5,694","2,880,697,082",147.5,149,147,148,+,0.5,"14,107,227","12,447,722","1,659,505","349,000","74,000","275,000","1,066,000",,,"3,000,505","1,213,000","279,000","934,000","274,000","142,000","132,000",13.01,3.41,3.04
20150514,2330,台積電,"39,888,654","12,300","5,860,602,872",148,148.5,146,146,-,2,"27,280,000","31,735,333","-4,455,333","118,000","18,000","100,000","129,000",,,"-4,226,333","616,000","169,000","447,000","199,000","517,000","-318,000",12.83,3.37,3.08
20150515,2330,台積電,"24,831,890","8,186","3,627,515,848",147,147,145,146.5,+,0.5,"16,085,260","14,001,392","2,083,868","22,000","267,000","-245,000","-1,275,000",,,"563,868","170,000","1,336,000","-1,166,000","139,000","248,000","-109,000",12.87,3.38,3.07
20150518,2330,台積電,"26,212,375","7,178","3,823,751,806",147,147,145,146.5, ,0,"19,046,000","19,986,000","-940,000","8,000","561,000","-553,000","-289,000",,,"-1,782,000","100,000","414,000","-314,000","135,000","110,000","25,000",12.87,3.38,3.07
20150519,2330,台積電,"26,321,396","9,418","3,852,118,475",145.5,147.5,145,146.5, ,0,"15,650,224","16,543,196","-892,972","18,000","487,000","-469,000","-1,193,000",,,"-2,554,972","425,000","2,075,000","-1,650,000","608,000","151,000","457,000",12.87,3.38,3.07
20150520,2330,台積電,"26,984,912","10,516","3,949,956,564",146.5,147,146,146.5, ,0,"20,219,507","20,055,300","164,207","114,000","637,000","-523,000","-613,000",,,"-971,793","288,000","868,000","-580,000","287,000","320,000","-33,000",12.87,3.38,3.07
20150521,2330,台積電,"41,286,686","12,871","5,995,895,156",146,146.5,144.5,145.5,-,1,"23,861,100","30,468,382","-6,607,282","15,000","653,000","-638,000","-840,000",,,"-8,085,282","564,000","1,518,000","-954,000","211,000","97,000","114,000",12.79,3.36,3.09
20150522,2330,台積電,"22,103,852","6,813","3,229,666,392",146,147,145,145.5, ,0,"7,810,000","16,478,901","-8,668,901","10,000","642,000","-632,000","-136,000",,,"-9,436,901","182,000","407,000","-225,000","191,000","102,000","89,000",12.79,3.36,3.09
20150525,2330,台積電,"16,323,218","5,998","2,396,692,046",146.5,147.5,145.5,147.5,+,2,"7,969,000","7,663,000","306,000","208,000","727,000","-519,000","840,000",,,"627,000","956,000","117,000","839,000","132,000","131,000","1,000",12.96,3.4,3.05
20150526,2330,台積電,"16,069,726","6,148","2,368,218,823",148.5,148.5,146.5,146.5,-,1,"11,033,855","10,157,264","876,591","37,000","37,000",0,"-107,006",,,"769,585","38,000","94,000","-56,000","247,994","299,000","-51,006",12.87,3.38,3.07
20150527,2330,台積電,"24,257,941","6,869","3,536,266,849",145.5,147,145,145,-,1.5,"9,514,758","21,429,057","-11,914,299","10,000","46,000","-36,000","398,000",,,"-11,552,299","338,000","395,000","-57,000","455,000",0,"455,000",12.74,3.35,3.1
20150528,2330,台積電,"36,704,395","10,259","5,388,568,653",147,147.5,146,147,+,2,"28,160,894","26,687,365","1,473,529","40,000","573,000","-533,000","-20,000",,,"920,529","254,000","528,000","-274,000","536,000","282,000","254,000",12.92,3.39,3.06
20150529,2330,台積電,"61,983,862","8,252","9,053,910,953",147,147.5,145.5,146,-,1,"52,414,254","59,042,367","-6,628,113","124,000","187,000","-63,000","1,367,000",,,"-5,324,113","1,296,000","151,000","1,145,000","273,000","51,000","222,000",12.83,3.37,3.08
20150601,2330,台積電,"31,646,861","9,735","4,585,709,246",145.5,146,144,145,-,1,"9,722,200","26,927,000","-17,204,800","12,000","93,000","-81,000","-128,000",,,"-17,413,800","172,000","785,000","-613,000","590,000","105,000","485,000",12.74,3.35,3.1
20150602,2330,台積電,"33,433,403","10,752","4,812,699,032",144.5,144.5,143.5,144,-,1,"17,119,968","22,967,000","-5,847,032","4,000","3,339,000","-3,335,000","-1,410,994",,,"-10,593,026","320,000","1,487,000","-1,167,000","76,006","320,000","-243,994",12.65,3.32,3.13
20150603,2330,台積電,"30,174,690","7,788","4,333,388,014",143.5,144.5,143,143,-,1,"20,738,000","21,880,009","-1,142,009","2,000","1,286,000","-1,284,000","-2,540,000",,,"-4,966,009","50,000","1,568,000","-1,518,000","14,000","1,036,000","-1,022,000",12.57,3.3,3.15
20150604,2330,台積電,"62,313,192","17,920","8,793,986,209",142,142.5,140,141,-,2,"26,405,000","49,248,600","-22,843,600","17,000","1,179,113","-1,162,113","210,000",,,"-23,795,713","1,195,000","573,000","622,000","222,000","634,000","-412,000",12.39,3.25,3.19
20150605,2330,台積電,"42,846,692","13,335","5,990,378,661",139.5,140.5,139,140,-,1,"16,716,522","30,107,553","-13,391,031","25,000","755,000","-730,000","-406,000",,,"-14,527,031","514,000","514,000",0,"85,000","491,000","-406,000",12.3,3.23,3.21
20150608,2330,台積電,"45,637,640","17,131","6,346,411,738",139.5,140,138.5,138.5,-,1.5,"11,225,000","39,997,642","-28,772,642",0,"1,174,000","-1,174,000","382,000",,,"-29,564,642","357,000","91,000","266,000","995,000","879,000","116,000",12.17,3.2,3.25
20150609,2330,台積電,"31,663,811","10,951","4,410,907,091",138.5,140,138,139,+,0.5,"16,160,557","24,282,048","-8,121,491","46,000","141,000","-95,000","-850,000",,,"-9,066,491","6,000","324,000","-318,000","262,000","794,000","-532,000",12.21,3.21,3.24
