Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,本益比,股價淨值比,殖利率
20131113,2330,台積電,"26,708,973","8,182","2,772,020,219",105,105,103,103,-,2,"10,284,530","23,323,000","-13,038,470","206,000","60,000","146,000","387,000","621,000","234,000","-12,505,470",14.65,3.32,2.9
20131114,2330,台積電,"29,933,608","7,251","3,113,410,393",104,104.5,103.5,103.5,+,0.5,"15,259,650","25,133,828","-9,874,178","176,000","366,000","-190,000","318,000","356,000","38,000","-9,746,178",14.52,3.34,2.89
20131115,2330,台積電,"19,904,673","5,083","2,068,729,812",103.5,104.5,103.5,104,+,0.5,"7,241,000","17,987,630","-10,746,630","203,000",0,"203,000","534,000","597,000","63,000","-10,009,630",14.59,3.35,2.88
20131118,2330,台積電,"25,297,464","6,957","2,641,543,756",104.5,105,104,104, ,0,"17,880,111","20,521,786","-2,641,675","498,000","220,000","278,000","261,000","547,000","286,000","-2,102,675",14.59,3.35,2.88
20131119,2330,台積電,"34,510,121","8,014","3,613,948,121",104.5,105.5,104,105,+,1,"14,291,822","27,143,304","-12,851,482","798,000","22,000","776,000","2,848,000","2,955,000","107,000","-9,227,482",14.73,3.39,2.85
20131120,2330,台積電,"46,675,350","10,990","4,813,555,110",104,104,102.5,103,-,2,"10,563,450","43,758,081","-33,194,631","149,000","370,000","-221,000","5,564,000","5,937,000","373,000","-27,851,631",14.45,3.32,2.9
20131121,2330,台積電,"57,002,648","14,431","5,764,943,473",102,103,100.5,101,-,2,"27,227,333","51,862,743","-24,635,410","162,000","130,000","32,000","823,000","1,192,000","369,000","-23,780,410",14.17,3.26,2.96
20131122,2330,台積電,"57,158,109","13,182","5,760,006,926",100,101.5,100,100,-,1,"24,573,000","53,216,474","-28,643,474","237,000","130,000","107,000","131,000","583,000","452,000","-28,405,474",14.03,3.23,2.99
20131125,2330,台積電,"30,949,392","7,929","3,142,230,092",101,102.5,101,101,+,1,"14,492,970","26,323,243","-11,830,273","339,000","98,889","240,111","1,496,000","1,571,000","75,000","-10,094,162",14.17,3.26,2.96
20131126,2330,台積電,"47,194,676","11,490","4,885,738,532",102,105,101.5,103.5,+,2.5,"35,003,100","30,203,406","4,799,694","528,000","108,000","420,000","-279,000","945,000","1,224,000","4,940,694",14.52,3.34,2.89
20131127,2330,台積電,"22,853,577","6,528","2,391,973,585",105,105.5,104.5,105,+,1.5,"17,169,848","12,203,589","4,966,259","446,000",0,"446,000","-1,254,000","175,000","1,429,000","4,158,259",14.73,3.39,2.85
20131128,2330,台積電,"22,995,978","6,169","2,413,773,679",105,105.5,104.5,105, ,0,"16,591,100","9,410,207","7,180,893","103,000","67,000","36,000","532,000","768,000","236,000","7,748,893",14.73,3.39,2.85
20131129,2330,台積電,"34,465,306","5,923","3,609,926,445",104.5,105,104,105, ,0,"26,194,468","17,681,926","8,512,542","40,000","117,000","-77,000","748,000","861,000","113,000","9,183,542",14.73,3.39,2.85
20131202,2330,台積電,"19,042,556","4,418","1,994,578,324",105,105.5,104,104.5,-,0.5,"10,940,031","7,493,395","3,446,636","34,000","273,000","-239,000","209,000","549,000","340,000","3,416,636",14.66,3.37,2.86
20131203,2330,台積電,"26,811,219","4,779","2,795,162,276",104,105,103.5,104,-,0.5,"13,794,928","20,395,048","-6,600,120","7,000","198,000","-191,000","-418,000","257,000","675,000","-7,209,120",14.59,3.35,2.88
20131204,2330,台積電,"23,630,506","5,304","2,477,199,932",103.5,105.5,103.5,105,+,1,"16,167,800","11,468,308","4,699,492","28,000","20,000","8,000","-116,000","380,000","496,000","4,591,492",14.73,3.39,2.85
20131205,2330,台積電,"25,209,310","5,844","2,621,454,740",105,105,103.5,104,-,1,"11,381,000","21,975,714","-10,594,714",0,"102,000","-102,000","-362,000","191,000","553,000","-11,058,714",14.59,3.35,2.88
20131206,2330,台積電,"25,358,888","5,835","2,629,648,379",103,104.5,103,103,-,1,"15,154,000","19,892,000","-4,738,000","39,000","429,000","-390,000","192,000","391,000","199,000","-4,936,000",14.45,3.32,2.9
20131209,2330,台積電,"23,971,547","5,324","2,508,093,125",104,105,104,105,+,2,"18,217,531","10,615,822","7,601,709","132,000","416,000","-284,000","477,000","531,000","54,000","7,794,709",14.73,3.39,2.85
20131210,2330,台積電,"22,935,827","4,643","2,395,317,608",104.5,105,104,104,-,1,"16,648,397","16,164,174","484,223","238,000","377,000","-139,000","34,000","175,000","141,000","379,223",14.59,3.35,2.88
20131211,2330,台積電,"24,614,282","7,385","2,572,981,941",103.5,105,103.5,105,+,1,"21,609,623","14,078,126","7,531,497","152,000","80,000","72,000","-1,135,064","224,000","1,359,064","6,468,433",14.73,3.39,2.85
20131212,2330,台積電,"18,536,758","5,445","1,918,939,414",104.5,104.5,103,103,-,2,"7,494,000","14,818,876","-7,324,876","706,000","328,000","378,000","488,000","608,000","120,000","-6,458,876",14.45,3.32,2.9
20131213,2330,台積電,"28,297,055","7,034","2,910,409,165",102.5,103.5,102.5,102.5,-,0.5,"8,124,437","23,244,754","-15,120,317","817,000","23,000","794,000","359,000","557,000","198,000","-13,967,317",14.38,3.31,2.92
20131216,2330,台積電,"18,772,079","6,032","1,920,338,558",102.5,103,102,102,-,0.5,"7,223,000","12,463,932","-5,240,932","422,000","926,599","-504,599","-87,337","89,000","176,337","-5,832,868",14.31,3.29,2.93
20131217,2330,台積電,"26,232,839","6,356","2,719,517,917",103,104.5,103,103.5,+,1.5,"18,854,000","16,949,412","1,904,588","657,000","508,000","149,000","-512,000","71,000","583,000","1,541,588",14.52,3.34,2.89
20131218,2330,台積電,"66,102,080","15,072","6,714,534,840",102.5,103,101,101,-,2.5,"30,227,038","60,030,543","-29,803,505","362,425","381,000","-18,575","1,257,000","1,534,000","277,000","-28,565,080",14.17,3.26,2.96
20131219,2330,台積電,"27,824,774","6,192","2,839,659,307",102,103,101.5,102.5,+,1.5,"10,561,334","22,215,694","-11,654,360","156,000","331,000","-175,000","-374,000","487,000","861,000","-12,203,360",14.38,3.31,2.92
20131220,2330,台積電,"37,618,688","8,353","3,848,115,676",101.5,103.5,101.5,102,-,0.5,"17,587,026","29,283,325","-11,696,299","218,000","405,000","-187,000","626,000","925,000","299,000","-11,257,299",14.31,3.29,2.93
20131223,2330,台積電,"28,393,645","6,994","2,950,613,229",103,104.5,103,104,+,2,"13,322,763","14,679,814","-1,357,051","311,000","11,000","300,000","-364,000","390,000","754,000","-1,421,051",14.59,3.35,2.88
20131224,2330,台積電,"14,079,188","3,724","1,454,251,243",104,104,103,103,-,1,"1,777,140","9,647,828","-7,870,688","400,000","572,000","-172,000","377,000","632,000","255,000","-7,665,688",14.45,3.32,2.9
20131225,2330,台積電,"9,789,067","2,848","1,008,674,401",102.5,103.5,102.5,103, ,0,"1,585,000","4,794,000","-3,209,000",0,"122,000","-122,000","729,000","789,000","60,000","-2,602,000",14.45,3.32,2.9
20131226,2330,台積電,"6,793,911","1,135","704,185,262",103,104,103,104,+,1,"297,000","765,000","-468,000","10,000","50,000","-40,000","-70,000","74,000","144,000","-578,000",14.59,3.35,2.88
20131227,2330,台積電,"24,135,217","5,626","2,507,210,568",103.5,104.5,103,104.5,+,0.5,"10,944,000","14,931,157","-3,987,157","50,000","339,000","-289,000","301,000","775,000","474,000","-3,975,157",14.66,3.37,2.86
20131230,2330,台積電,"44,280,098","10,564","4,659,244,781",104,106,104,106,+,1.5,"23,958,000","15,254,342","8,703,658","30,000","459,000","-429,000","9,000","630,000","621,000","8,283,658",14.87,3.42,2.82
20131231,2330,台積電,"24,484,653","6,632","2,582,678,065",105.5,106,105,105.5,-,0.5,"14,110,000","10,256,531","3,853,469","587,000","431,818","155,182","228,000","1,005,000","777,000","4,236,651",14.8,3.4,2.83
,,,,,,,,,,,,,,,,,,,,,,,,
