DateTime,Volume,Transaction,Open,High,Low,Close,Dir,Change,ForeignBuy,ForeignSell,ForeignNet,TrustBuy,TrustSell,TrustNet,DealerNet,DealerBuy,DealerSell,InvestorsNet
2018/1/2,18055,9954,231.5,232.5,231,232.5,+,3,14095,4487,9607,535,21,514,53,334,281,10174
2018/1/3,31706,13633,236,238,235.5,237,+,4.5,20313,11474,8838,1104,189,915,467,896,429,10220
2018/1/4,29179,10953,240,240,236.5,239.5,+,2.5,20471,9541,10930,95,48,47,-30,235,266,10947
2018/1/5,23721,8659,240,240,238,240,+,0.5,19104,9806,9298,136,113,23,-12,196,208,9309
2018/1/8,21846,10251,242,242.5,240.5,242,+,2,17528,7255,10272,161,13,148,45,94,49,10465
2018/1/9,19043,7124,242,242,239.5,242, ,0,13841,12278,1562,430,0,430,-51,143,194,1941
2018/1/10,25716,10534,241.5,242,236,236.5,-,5.5,13967,15107,-1139,524,74,450,-116,848,964,-805
2018/1/11,32070,9199,235,236,232.5,235,-,1.5,19103,26181,-7078,41,209,-168,253,537,284,-6993
2018/1/12,23141,7905,234.5,238,233.5,237,+,2,13255,17310,-4054,44,35,9,570,665,95,-3475
2018/1/15,28576,9756,240,240,238,240,+,3,21263,20736,527,18,223,-205,55,307,252,377
2018/1/16,23407,8156,240,240.5,238,240.5,+,0.5,19406,14502,4904,0,127,-127,-203,176,379,4574
2018/1/17,38118,12593,240.5,243,239,242,+,1.5,33465,17633,15831,77,14,63,1735,1835,100,17629
2018/1/18,50119,19482,245,250,245,248.5,+,6.5,37270,10925,26344,64,1244,-1180,788,1570,782,25952
2018/1/19,55061,18801,253.5,255.5,251.5,255.5,+,7,44496,22367,22128,70,857,-787,132,1255,1123,21473
2018/1/22,45907,13558,257.5,262,257,261.5,+,6,33139,30231,2907,196,934,-738,-557,559,1116,1612
2018/1/23,34606,13993,262.5,266,262.5,266,+,4.5,26176,12730,13445,139,163,-24,-804,300,1105,12617
2018/1/24,42600,17287,263,263,256.5,258,-,8,23272,23499,-227,30,326,-296,925,1522,597,401
2018/1/25,46214,15826,258,264,256.5,258, ,0,33304,28252,5052,208,169,39,74,659,585,5165
2018/1/26,43514,12821,256.5,257.5,253.5,255,-,3,26301,23886,2414,10,1633,-1623,622,968,346,1413
2018/1/29,31306,12211,259,261.5,255,258.5,+,3.5,17369,13274,4094,307,255,52,722,1021,299,4868
2018/1/30,37410,12987,256,257.5,252.5,253,-,5.5,20256,21764,-1507,49,190,-141,520,868,348,-1128
2018/1/31,45807,13553,253,257.5,252,255,+,2,33932,32401,1530,65,35,30,1963,2427,464,3523
2018/2/1,30900,13598,257.5,261,257,259.5,+,4.5,14436,18319,-3882,135,25,110,-653,428,1081,-4425
2018/2/2,25707,11404,259,260,255,259.5, ,0,11572,18238,-6665,48,135,-87,-580,316,896,-7332
2018/2/5,46554,16909,251,254.5,250.5,253,-,6.5,16489,38456,-21966,33,82,-49,978,1980,1002,-21037
2018/2/6,104448,35455,242.5,243.5,234,239,-,14,34943,74153,-39209,121,156,-35,2811,6305,3493,-36432
2018/2/7,82299,22962,245,245.5,239.5,240,+,1,37915,62574,-24658,541,248,293,-1009,1533,2542,-25374
2018/2/8,31192,10274,239.5,242,238,238.5,-,1.5,16415,24242,-7827,134,234,-100,-385,299,684,-8312
2018/2/9,65939,19749,230,233,228.5,232.5,-,6,26759,54351,-27591,539,31,508,-329,916,1245,-27412
2018/2/12,42917,10851,235.5,237.5,235,236.5,+,4,27440,33246,-5805,38,95,-57,-382,721,1103,-6244
2018/2/21,76396,21512,244.5,244.5,242,242.5,+,6,64626,58997,5629,215,11,204,-190,992,1182,5643
2018/2/22,45492,10071,244,244,239,239.5,-,3,35513,36426,-913,304,23,281,-318,419,737,-950
2018/2/23,26985,10178,241,245,241,245,+,5.5,20479,12680,7799,377,11,366,-84,682,766,8081
2018/2/26,36165,12565,247,247.5,245,246.5,+,1.5,23545,13943,9602,61,22,39,209,424,215,9850
2018/2/27,44699,10908,250.5,250.5,246,246,-,0.5,33096,32931,165,38,70,-32,-608,247,855,-474
2018/3/1,43847,11589,244,245,242,243,-,3,29730,28375,1354,53,38,15,56,512,456,1425
2018/3/2,35289,10440,240,241,238.5,240,-,3,11473,27013,-15540,56,32,24,196,682,486,-15320
2018/3/5,27337,9321,242.5,243,240.5,241.5,+,1.5,19081,19683,-601,6,53,-47,-514,139,653,-1162
2018/3/6,36945,13977,245.5,250,245.5,250,+,8.5,29537,14448,15089,225,247,-22,-671,587,1259,14396
2018/3/7,30391,10521,248,248.5,246,247,-,3,20459,23686,-3227,68,0,68,-119,392,511,-3278
2018/3/8,20645,8817,249.5,251.5,249,249.5,+,2.5,12942,10764,2177,16,45,-29,514,1067,553,2662
2018/3/9,22887,7050,250,251,248.5,250.5,+,1,12214,17482,-5267,1,0,1,471,512,41,-4795
2018/3/12,25100,10550,252,255,251.5,254,+,3.5,15903,12659,3243,0,20,-20,602,915,313,3825
2018/3/13,34264,11700,255.5,259,255,259,+,5,27992,16075,11917,70,21,49,-36,401,437,11930
2018/3/14,24254,8518,256.5,257.5,255.5,257,-,2,9831,16488,-6656,173,157,16,433,1071,638,-6207
2018/3/15,19396,5945,258,258,255,255,-,2,13030,15672,-2642,85,51,34,408,581,173,-2200
2018/3/16,62989,18058,253,256,249.5,255, ,0,45992,44859,1132,20,431,-411,646,1698,1052,1367
2018/3/19,22440,9888,252.5,255.5,251,255, ,0,16579,10252,6327,38,107,-69,-213,356,569,6045
2018/3/20,22335,9334,253,254,251.5,253,-,2,16201,11965,4235,116,219,-103,-190,111,301,3942
2018/3/21,32977,11575,255,255,251,252.5,-,0.5,22641,22767,-126,26,54,-28,94,604,510,-60
2018/3/22,27000,10475,254.5,254.5,249.5,251.5,-,1,18054,16574,1479,8,103,-95,87,434,347,1471
2018/3/23,52974,20513,245,247,244,245,-,6.5,23807,25529,-1721,20,109,-89,-833,490,1323,-2643
2018/3/26,39487,11404,241.5,244.5,241.5,243.5,-,1.5,14056,31977,-17921,61,133,-72,1008,1426,418,-16985
2018/3/27,31100,11698,248,251,247,251,+,7.5,22456,18687,3769,25,77,-52,-752,312,1064,2964
2018/3/28,29924,13041,247.5,248,244,245,-,6,12264,19335,-7071,30,30,0,-1342,448,1790,-8413
2018/3/29,36427,12832,243,247,242.5,244,-,1,18375,31494,-13118,34,63,-29,-47,879,926,-13194
2018/3/30,16996,7578,247.5,249.5,246,246,+,2,9520,6982,2537,128,30,98,-336,484,820,2299
2018/3/31,3603,2409,247.5,249,246.5,247.5,+,1.5,86,116,-30,20,27,-7,-196,78,274,-233
2018/4/2,19029,6951,248.5,249,245,246.5,-,1,8387,10868,-2480,1,313,-312,-321,44,365,-3113
2018/4/3,35813,13270,243,244.5,242,244,-,2.5,15999,26817,-10817,102,54,48,-292,836,1128,-11061
2018/4/9,35465,12437,248,248,243.5,245,+,1,22759,22082,677,28,0,28,856,1179,323,1561
2018/4/10,25268,11912,244.5,249,243.5,245.5,+,0.5,11701,13312,-1611,68,210,-142,723,1192,469,-1030
2018/4/11,21777,8813,246.5,248.5,246.5,248,+,2.5,11514,13179,-1665,10,66,-56,840,1233,393,-881
2018/4/12,20476,6898,248.5,248.5,244,245,-,3,7559,16185,-8626,121,60,61,963,1181,218,-7602
2018/4/13,19946,5549,246,246,244,244.5,-,0.5,13417,17541,-4124,191,236,-45,124,392,268,-4045
2018/4/16,21608,8436,243,244,242,243.5,-,1,12148,16877,-4729,124,655,-531,-330,159,489,-5590
2018/4/17,42756,18381,243,243.5,237.5,238,-,5.5,14943,26265,-11322,257,665,-407,-421,727,1148,-12150
2018/4/18,44768,12132,239.5,241.5,236.5,238, ,0,22162,26717,-4554,39,117,-78,-261,528,789,-4893
2018/4/19,33230,10987,242,244.5,241,244.5,+,6.5,27875,19574,8301,41,337,-296,-44,534,578,7961
2018/4/20,129890,46349,228,231.5,228,229,-,15.5,38080,109115,-71035,490,1529,-1039,754,2256,1502,-71320
2018/4/23,71901,22048,226.5,227.5,225,226.5,-,2.5,16994,60917,-43922,192,300,-108,978,1242,264,-43052
2018/4/24,45206,13970,225,227.5,225,227,+,0.5,21892,38045,-16152,424,170,254,1225,1430,205,-14673
2018/4/25,48975,15136,225.5,226,224,225,-,2,23383,42053,-18670,82,664,-582,1084,1673,589,-18168
2018/4/26,48176,16253,225,225.5,221,222,-,3,21708,36904,-15195,33,126,-93,491,1556,1065,-14797
2018/4/27,34443,10859,225,225.5,221,223.5,+,1.5,21898,28007,-6109,218,132,86,1372,1856,484,-4651
2018/4/30,28500,9480,224.5,228,222.5,227,+,3.5,15723,18463,-2740,155,45,110,1132,1752,620,-1498
2018/5/2,38436,11445,227,227.5,222.5,223,-,4,20741,32307,-11566,26,121,-95,258,928,670,-11403
2018/5/3,33507,12287,221,222.5,220,220.5,-,2.5,16629,26167,-9537,122,1128,-1006,-429,646,1075,-10972
2018/5/4,28477,8445,221,224,220.5,223,+,2.5,21163,20214,949,35,424,-389,-228,525,753,332
2018/5/7,23751,8951,225,225.5,221.5,223.5,+,0.5,8552,16167,-7614,5,268,-263,-445,434,879,-8323
2018/5/8,40324,13229,224,228.5,223.5,228,+,4.5,21115,26736,-5620,216,466,-249,-40,895,935,-5910
2018/5/9,35597,12616,228.5,232,228.5,229.5,+,1.5,17566,18552,-986,1,29,-28,-604,483,1087,-1618
2018/5/10,27530,11051,231,231.5,229,229.5, ,0,10433,17084,-6651,147,0,147,-415,179,594,-6919
2018/5/11,30693,11920,232,234,230.5,233,+,3.5,12766,9912,2853,109,468,-359,-214,673,887,2280
2018/5/14,23577,7666,234.5,234.5,232.5,233, ,0,14655,17563,-2908,7,468,-461,0,442,442,-3369
2018/5/15,23771,7810,233.5,234,229.5,230.5,-,2.5,10904,16189,-5284,20,452,-432,-430,583,1013,-6146
2018/5/16,14834,5398,229.5,230.5,228.5,230.5, ,0,10137,9487,650,6,230,-224,-222,134,356,204
2018/5/17,27702,8428,231,231.5,226.5,226.5,-,4,19888,22744,-2855,51,560,-509,-407,260,667,-3771
2018/5/18,28187,9720,225.5,227.5,223.5,223.5,-,3,16394,19278,-2884,0,1866,-1866,55,626,571,-4695
2018/5/21,16417,7591,225,230,225,229,+,5.5,10220,7266,2953,588,502,86,-308,494,802,2731
2018/5/22,22422,6963,230,233.5,229,229, ,0,13227,8305,4922,24,30,-6,-27,541,568,4889
2018/5/23,26737,5059,231.5,231.5,228.5,228.5,-,0.5,22541,20209,2332,130,393,-262,400,888,488,2469
2018/5/24,13450,4240,229.5,230,228.5,229,+,0.5,10340,11493,-1153,159,141,18,666,801,135,-469
2018/5/25,16486,5474,228.5,229.5,228,228.5,-,0.5,11053,13052,-1999,188,447,-259,238,554,316,-2020
2018/5/28,17673,7239,229.5,230,226.5,227,-,1.5,9751,13162,-3411,50,138,-88,478,591,113,-3021
2018/5/29,25770,11400,226.5,226.5,223.5,225,-,2,11383,22675,-11292,170,330,-160,-154,456,610,-11606
2018/5/30,49667,21406,224,224,220.5,221,-,4,20653,33871,-13218,82,1813,-1731,-331,748,1079,-15280
2018/5/31,96587,12737,221.5,224,220.5,224,+,3,85105,85265,-159,103,933,-830,-804,431,1235,-1793
2018/6/1,36652,7627,224.5,226.5,224,224, ,0,30752,31390,-637,10,137,-127,1178,1398,220,413
2018/6/4,31257,9746,227.5,229,227,229,+,5,23534,20651,2883,56,183,-127,1090,1501,411,3846
2018/6/5,27714,8509,230,230,226.5,229, ,0,21251,20385,865,29,102,-73,-349,214,563,443
2018/6/6,30375,9758,229,230,227,230,+,1,23998,21948,2049,75,248,-173,663,1124,461,2539
2018/6/7,25277,9146,231,231.5,228,230, ,0,18442,17208,1233,331,232,99,-49,471,520,1283
2018/6/8,24192,7775,229,229,226,227,-,3,13913,19629,-5715,23,359,-336,777,1531,754,-5274
2018/6/11,22028,6726,226.5,227,225,226,-,1,14141,17286,-3145,12,751,-739,676,1038,362,-3208
2018/6/12,30189,8281,225,229,224,229,+,3,20167,21816,-1648,5,331,-326,-313,795,1108,-2287
2018/6/13,36081,10687,229,232,228,232,+,3,27891,20627,7264,50,528,-478,-269,742,1011,6517
2018/6/14,36932,12252,230,230,226.5,226.5,-,5.5,19391,30005,-10614,151,1362,-1211,-591,1153,1744,-12416
2018/6/15,49506,10090,225,231,224,231,+,4.5,29502,37714,-8211,19,975,-956,-149,857,1006,-9316
2018/6/19,61142,19088,225.5,226,224,225,-,6,32210,54440,-22229,220,594,-374,-101,687,788,-22704
2018/6/20,40708,13262,224.5,227.5,223.5,226,+,1,22820,34160,-11339,497,68,429,3252,4002,750,-7657
2018/6/21,32572,9421,227.5,228,226,226.5,+,0.5,9432,27155,-17723,32,482,-450,2404,2688,284,-15769
2018/6/22,44211,14388,224.5,227.5,224,227.5,+,1,15806,28004,-12197,0,81,-81,5674,6068,394,-6604
2018/6/25,49058,17959,220,220.5,218,218,X,0,21782,33629,-11847,0,0,0,-4269,472,4741,-16116
2018/6/26,43080,15639,215.5,216,212.5,214.5,-,3.5,20798,33147,-12349,2,534,-532,-652,1378,2030,-13533
2018/6/27,40863,12681,216,216,212.5,213,-,1.5,29659,33738,-4078,68,549,-481,-310,494,804,-4869
2018/6/28,38816,10772,211,214.5,210,212,-,1,26565,30038,-3472,211,211,0,-1216,378,1594,-4688
2018/6/29,36848,8652,212,217,212,216.5,+,4.5,29848,28500,1348,80,132,-52,-570,374,944,726
2018/7/2,33496,8508,218.5,219,214,214,-,2.5,26909,27630,-721,90,256,-166,-94,667,761,-981
2018/7/3,28663,7758,215.5,218,213.5,214.5,+,0.5,23884,23368,516,64,194,-130,-530,531,1061,-143
2018/7/4,15359,5434,217,217.5,215.5,216,+,1.5,12737,10706,2030,49,120,-71,287,953,666,2246
2018/7/5,18225,5581,214,215,213,214.5,-,1.5,12357,15662,-3305,99,15,84,-171,309,480,-3392
2018/7/6,31344,8620,217.5,217.5,215,217,+,2.5,22609,25063,-2453,29,149,-120,-230,217,447,-2803
2018/7/9,41165,14795,219.5,223,218.5,221.5,+,4.5,31170,20680,10490,1432,145,1287,404,1019,615,12181
2018/7/10,20196,6922,223,224,222,222,+,0.5,14367,14255,112,662,0,662,-727,190,917,47
2018/7/11,19854,7437,220,220,218,220,-,2,11854,14606,-2752,500,9,491,-2320,236,2556,-4581
2018/7/12,23806,7885,218,222,218,220.5,+,0.5,18620,20965,-2345,294,59,235,114,344,230,-1996
2018/7/13,30419,11723,222.5,224.5,222.5,224.5,+,4,22238,18857,3380,211,92,119,14,455,441,3513
2018/7/16,16107,6321,224.5,225,223.5,223.5,-,1,8968,11039,-2071,900,6,894,-1698,251,1949,-2875
2018/7/17,22554,8636,222.5,223.5,221,221.5,-,2,15666,16966,-1300,1254,57,1197,-39,408,447,-142
2018/7/18,45802,12139,223,224,222,223,+,1.5,37262,35623,1638,1929,51,1878,195,1563,1368,3711
2018/7/19,43976,12076,225.5,227,224.5,224.5,+,1.5,29584,21830,7754,1068,4,1064,278,1545,1267,9096
2018/7/20,103652,39544,235,237.5,233,237.5,+,13,72449,35047,37401,4001,34,3967,-1551,887,2438,39817
2018/7/23,52269,19777,239,245,238.5,241,+,3.5,35168,19354,15813,1889,90,1799,-1175,861,2036,16437
2018/7/24,27468,10574,240,241.5,238.5,241, ,0,17935,18525,-589,624,41,583,-2,391,393,-8
2018/7/25,21530,8491,239,241,239,240.5,-,0.5,15420,13758,1661,156,120,36,-80,112,192,1617
2018/7/26,30856,10235,241,242.5,239.5,241,+,0.5,19665,20775,-1110,102,62,40,136,349,213,-934
2018/7/27,27129,12493,242,244.5,241,244.5,+,3.5,21632,11369,10263,5,91,-86,-254,530,784,9923
2018/7/30,22803,9953,244.5,245.5,244,245.5,+,1,15855,9976,5879,9,47,-38,-526,141,667,5315
2018/7/31,28202,9460,243.5,246,242,246,+,0.5,19217,19309,-92,1867,40,1827,-1442,192,1634,292
2018/8/1,29777,11667,247,248,246.5,248,+,2,21802,17015,4787,443,14,429,-777,253,1030,4439
2018/8/2,22775,10343,249,249.5,243.5,244.5,-,3.5,12456,11693,762,447,60,387,-253,883,1136,896
2018/8/3,25165,9585,246,248,245,247,+,2.5,17614,16762,852,1830,91,1739,789,886,97,3380
2018/8/6,22364,9732,245,247,244,245.5,-,1.5,11719,16520,-4800,800,76,724,-65,591,656,-4141
2018/8/7,24352,9665,245,245.5,241.5,241.5,-,4,15154,20459,-5304,161,242,-81,534,896,362,-4851
2018/8/8,24382,10247,245,247.5,244.5,247.5,+,6,19319,8625,10694,81,9,72,-261,280,541,10505
2018/8/9,15128,7127,247,248,246,247,-,0.5,10153,7407,2745,1100,17,1083,-168,313,481,3660
2018/8/10,16125,6558,246.5,247,244.5,245,-,2,11729,12298,-568,296,20,276,94,354,260,-198
2018/8/13,17881,9875,241.5,243,239,240.5,-,4.5,6296,11741,-5445,59,68,-9,-681,527,1208,-6135
2018/8/14,17488,7415,245,245,242.5,243.5,+,3,12372,11421,951,166,36,130,-362,424,786,719
2018/8/15,19236,8920,244.5,244.5,239.5,241.5,-,2,12413,9654,2759,67,465,-398,-2145,409,2554,216
2018/8/16,19155,9397,238,241.5,238,239,-,2.5,10761,12966,-2205,0,11,-11,554,1008,454,-1662
2018/8/17,19634,6680,239.5,241,239,239.5,+,0.5,16072,15022,1049,131,89,42,-597,110,707,494
2018/8/20,17014,6640,239.5,240,238,239.5, ,0,13374,13037,337,64,285,-221,225,319,94,341
2018/8/21,13871,5474,239,241,238.5,241,+,1.5,9656,11810,-2154,204,40,164,185,688,503,-1805
2018/8/22,12679,5009,241.5,242.5,240.5,242,+,1,8486,9042,-555,67,5,62,-1102,283,1385,-1595
2018/8/23,17216,5660,243,244.5,243,244.5,+,2.5,14440,11335,3104,547,4,543,125,381,256,3772
2018/8/24,15446,5099,245.5,246,243,243.5,-,1,11058,12019,-960,230,28,202,-528,289,817,-1286
2018/8/27,15579,7858,246,246.5,244.5,245,+,1.5,13349,6947,6402,84,40,44,732,850,118,7178
2018/8/28,40410,16881,248.5,250,248,249.5,+,4.5,33793,16477,17316,615,253,362,174,943,769,17852
2018/8/29,57633,25668,253.5,259,253.5,259,+,9.5,44723,17506,27216,1131,77,1054,-823,854,1677,27447
2018/8/30,52622,22862,264.5,268,262.5,263.5,+,4.5,38896,21608,17288,998,357,641,-1113,584,1697,16816
2018/8/31,70000,19019,257.5,259,254,256,-,7.5,50232,52401,-2168,195,143,52,1052,1486,434,-1064
2018/9/3,34510,11442,259,260,256.5,257,+,1,29869,21524,8344,159,104,55,-1389,86,1475,7010
2018/9/4,41455,9069,258.5,259.5,255.5,257.5,+,0.5,28887,27796,1091,214,107,107,299,490,191,1497
2018/9/5,52706,16421,260,264.5,259,264,+,6.5,40061,30007,10053,326,115,210,-2061,561,2622,8202
2018/9/6,39779,11996,268,268,261,261,-,3,30019,27792,2226,264,83,181,-487,599,1086,1920
2018/9/7,44746,15015,263,264,260.5,264,+,3,39952,28144,11807,329,241,88,-1350,319,1669,10545
2018/9/10,62851,15504,266.5,266.5,262.5,264.5,+,0.5,56136,42241,13894,48,402,-354,-890,326,1216,12650
2018/9/11,44981,14768,263,263.5,258,260,-,4.5,30505,29763,742,597,280,317,1538,1933,395,2597
2018/9/12,38415,12104,261,262,258,260.5,+,0.5,32351,24725,7626,169,360,-191,1441,1808,367,8876
2018/9/13,37959,14987,260,260,253.5,255,-,5.5,19558,26445,-6887,480,76,404,1631,1835,204,-4852
2018/9/14,40034,15690,257,261.5,257,261,+,6,32082,20030,12051,551,169,382,523,1042,519,12956
2018/9/17,25041,10710,262.5,262.5,257,258,-,3,13439,10825,2613,856,0,856,674,1190,516,4143
2018/9/18,34381,11097,256.5,257,254,254.5,-,3.5,22431,17092,5339,861,139,722,17,760,743,6078
2018/9/19,69978,14056,258,260,257,258,+,3.5,63316,45316,18000,199,34,165,538,1231,693,18703
2018/9/20,35577,9444,261.5,261.5,257.5,260,+,2,28796,14907,13889,573,7,565,-501,312,813,13953
2018/9/21,36500,10159,261.5,261.5,258,261.5,+,1.5,31254,24955,6299,121,180,-59,180,805,625,6420
2018/9/25,24978,10082,261.5,264,260.5,263.5,+,2,17735,12719,5016,100,34,66,486,770,284,5568
2018/9/26,25061,7007,263,263.5,261,263.5, ,0,17096,16380,715,46,24,22,-242,662,904,495
2018/9/27,38495,11536,264,266,262,265,+,1.5,30929,16586,14343,169,19,150,-367,424,791,14126
2018/9/28,39645,13060,266,266,260,262.5,-,2.5,24208,23533,675,152,91,61,-1022,842,1864,-285
2018/10/1,22409,11914,262,264,261,263,+,0.5,10353,11906,-1552,0,849,-849,-2,276,278,-2403
2018/10/2,38391,17095,262,263,257,257.5,-,5.5,11292,31077,-19785,91,1242,-1151,313,1040,727,-20623
2018/10/3,25228,9992,257.5,260,257,260,+,2.5,12191,7542,4649,19,1199,-1180,-1496,127,1623,1973
2018/10/4,38009,15094,257,257.5,254,254,-,6,13993,29341,-15347,270,386,-116,-420,488,908,-15884
2018/10/5,40396,16031,250,253,248.5,250,-,4,14498,23638,-9140,59,978,-918,262,1524,1261,-9797
2018/10/8,51083,20745,245.5,246.5,241,243.5,-,6.5,14090,37855,-23765,98,951,-853,1401,2100,699,-23217
2018/10/9,28933,11743,243.5,245,242,244,+,0.5,14282,22429,-8147,45,230,-185,432,790,358,-7900
2018/10/11,96033,37543,233.5,233.5,227,227.5,-,16.5,35611,72819,-37208,140,765,-624,-446,2052,2498,-38279
2018/10/12,54439,17980,231,237,229,237,+,9.5,32154,35689,-3534,294,878,-584,1074,1797,723,-3044
2018/10/15,46471,16558,234,234,230.5,230.5,-,6.5,17634,40250,-22615,281,99,182,259,938,678,-22174
2018/10/16,39129,15182,229.5,237,229,237,+,6.5,22873,25229,-2356,26,449,-423,-993,679,1672,-3772
2018/10/17,42887,17550,241.5,243,238,238.5,+,1.5,22009,24117,-2108,848,575,273,-1733,980,2713,-3568
2018/10/18,27793,10599,238,239,235.5,236.5,-,2,16134,18119,-1985,16,217,-201,-548,352,900,-2734
2018/10/19,29648,12378,231,236.5,230,236,-,0.5,16134,18119,-1985,16,217,-201,-548,352,900,-2734
2018/10/22,29275,10384,232.5,238,231.5,237,+,1,14338,19767,-5428,751,100,651,-275,572,847,-5052
2018/10/23,36757,13071,232,234,230,230,-,7,20309,31550,-11240,204,7,197,-12,619,631,-11056
2018/10/24,45480,17339,230,231,227,229.5,-,0.5,18626,34750,-16123,139,1181,-1042,-858,608,1466,-18024
2018/10/25,75524,27514,220.5,222,219.5,219.5,-,10,22128,50737,-28609,90,93,-2,-990,689,1679,-29603
2018/10/26,54073,17106,223,224,217,221,+,1.5,34075,31755,2320,239,196,43,107,707,599,2470
2018/10/29,18463,7679,223,224,221,222.5,+,1.5,11675,11892,-217,211,304,-93,619,763,144,308
2018/10/30,29085,8574,221,225,220.5,223,+,0.5,18636,18236,400,312,165,147,62,456,393,609
2018/10/31,59933,19183,228,234,228,234,+,11,47555,39396,8158,820,43,777,-158,1111,1269,8777
2018/11/1,44514,11435,236,237,233,235.5,+,1.5,34931,31804,3126,107,104,3,-358,547,905,2771
2018/11/2,30785,11223,236.5,236.5,233.5,236.5,+,1,19755,20841,-1086,196,42,154,126,640,514,-805
2018/11/5,28157,6994,233,235.5,232,235,-,1.5,24753,23229,1524,0,20,-20,-1383,115,1498,121
2018/11/6,35501,7013,234,235.5,232.5,234.5,-,0.5,29235,30322,-1087,14,39,-25,-158,489,647,-1270
2018/11/7,39842,7387,233,236,232.5,234,-,0.5,28219,31647,-3428,301,54,247,-277,1101,1378,-3458
2018/11/8,28086,9461,237.5,237.5,236,236.5,+,2.5,25019,16290,8728,64,0,64,-225,596,821,8567
2018/11/9,23792,7886,234.5,234.5,231,231,-,5.5,13744,16526,-2782,105,46,59,-385,662,1047,-3108
2018/11/12,26202,6252,230,234.5,230,231.5,+,0.5,22680,20973,1707,0,7,-7,-341,378,719,1359
2018/11/13,37565,11507,224.5,228,224.5,227.5,-,4,25601,32130,-6529,125,18,107,495,1056,561,-5927
2018/11/14,24565,6007,230,231,228.5,228.5,+,1,19867,20838,-970,17,22,-5,-244,179,423,-1220
2018/11/15,22230,5996,229.5,232,228.5,231,+,2.5,18469,17090,1379,57,122,-65,-505,393,898,809
2018/11/16,47138,16009,229,229,225,226,-,5,26900,42464,-15563,23,1046,-1022,1022,1410,388,-15564
2018/11/19,51034,16289,225,225,221,222,-,4,30394,41105,-10711,26,1206,-1180,1104,1343,239,-10787
2018/11/20,45686,16874,219,220.5,218,218,-,4,22419,37885,-15466,47,758,-710,599,836,236,-15577
2018/11/21,38478,13580,214.5,220,214,219,+,1,22746,27580,-4834,128,567,-439,347,1267,920,-4926
2018/11/22,22060,9095,221.5,222,219,219, ,0,13558,14600,-1041,32,42,-10,-1178,296,1474,-2229
2018/11/23,15553,6164,220.5,220.5,217,218.5,-,0.5,10338,9698,639,123,19,104,-267,137,404,476
2018/11/26,35267,9422,219,224,218.5,223,+,4.5,31201,25481,5720,62,149,-87,-367,252,619,5266
2018/11/27,32676,10170,220,224.5,219,224,+,1,24480,27443,-2962,62,0,62,-204,366,570,-3104
2018/11/28,24759,8316,222.5,227,222,226.5,+,2.5,18159,16559,1600,60,288,-227,1451,1754,303,2823
2018/11/29,46206,15849,231.5,231.5,229,229,+,2.5,34316,30157,4158,282,0,282,-24,452,476,4416
2018/11/30,57352,10931,229.5,231,225.5,225.5,-,3.5,46959,52927,-5968,0,75,-75,891,1113,222,-5152
2018/12/3,49612,19747,231,235,231,235,+,9.5,33540,24957,8583,645,65,580,197,1061,864,9360
2018/12/4,41947,12545,233,234.5,231,234,-,1,33128,33005,123,940,339,601,-1171,210,1381,-446
2018/12/5,45634,15703,226.5,227.5,225,226,-,8,26468,35042,-8574,0,414,-414,-132,1030,1162,-9120
2018/12/6,40181,15702,220,222,219.5,220,-,6,18843,31158,-12315,136,62,74,-1167,659,1826,-13408
2018/12/7,31997,8315,222.5,223.5,220.5,221,+,1,23465,26765,-3300,48,58,-10,1721,2081,360,-1589
2018/12/10,26229,8650,219.5,220,218.5,219,-,2,17652,22200,-4547,9,207,-197,-180,169,349,-4925
2018/12/11,27395,8509,220,223,219,222.5,+,3.5,20764,20500,264,73,53,20,-197,205,402,87
2018/12/12,32926,9117,223.5,227,222.5,226.5,+,4,23268,25103,-1834,10,101,-91,397,1182,785,-1528
2018/12/13,32433,8635,227,227.5,225,226,-,0.5,21332,23115,-1783,667,23,644,486,790,304,-653
2018/12/14,43226,10454,223,223.5,220.5,222.5,-,3.5,27981,35293,-7312,72,50,22,-1165,322,1487,-8455
2018/12/17,18964,6449,221,225,220,223.5,+,1,15737,12722,3014,0,35,-35,-11,265,276,2968
2018/12/18,30270,10521,221,223,220.5,222.5,-,1,23567,25338,-1770,218,580,-362,305,740,435,-1827
2018/12/19,23415,7875,222,225.5,222,225.5,+,3,19271,16115,3155,520,249,271,-492,190,682,2934
2018/12/20,38697,10528,221,222.5,221,221,-,4.5,22593,33565,-10972,273,107,166,359,747,387,-10446
2018/12/21,46947,9554,219,224,219,223.5,+,2.5,35564,36874,-1309,98,349,-251,-321,575,896,-1881
2018/12/22,5185,2229,220,221.5,220,221.5,-,2,704,3202,-2498,13,0,13,-243,139,382,-2728
2018/12/24,23376,6122,221.5,221.5,219.5,220,-,1.5,13347,20839,-7491,25,53,-28,36,235,199,-7483
2018/12/25,19402,8065,215.5,218,215,217.5,-,2.5,6475,11927,-5451,99,596,-497,-1896,119,2015,-7845
2018/12/26,16893,6998,218.5,219.5,216,216.5,-,1,10301,10342,-41,44,375,-331,-946,358,1304,-1318
2018/12/27,21915,9531,222,224,220.5,223,+,6.5,17366,8399,8966,36,70,-34,24,1016,992,8956
