DateTime,Open,Close,Predicted
2021-03-25,572.0,575.0,585.663330078125
2021-03-26,582.0,590.0,580.4759521484375
2021-03-29,599.0,599.0,581.9952392578125
2021-03-30,600.0,597.0,586.9755859375
2021-03-31,596.0,587.0,589.6307983398438
2021-04-01,598.0,602.0,589.4505004882812
2021-04-06,615.0,610.0,589.872802734375
2021-04-07,614.0,610.0,597.5167236328125
2021-04-08,606.0,613.0,600.5144653320312
2021-04-09,618.0,610.0,602.4990844726562
2021-04-12,612.0,605.0,606.5045776367188
2021-04-13,604.0,605.0,608.6788940429688
2021-04-14,608.0,612.0,609.0211181640625
2021-04-15,612.0,619.0,606.4507446289062
2021-04-16,610.0,610.0,606.720947265625
2021-04-19,605.0,603.0,607.1544799804688
2021-04-20,598.0,602.0,607.6773071289062
2021-04-21,599.0,592.0,605.1837768554688
2021-04-22,596.0,591.0,602.2277221679688
2021-04-23,592.0,602.0,599.3451538085938
2021-04-26,605.0,610.0,598.3087158203125
2021-04-27,608.0,610.0,601.5772705078125
2021-04-28,606.0,602.0,602.6097412109375
2021-04-29,609.0,600.0,602.1372680664062
2021-05-03,595.0,588.0,599.2476806640625
2021-05-04,588.0,591.0,599.8289184570312
2021-05-05,594.0,585.0,597.22705078125
2021-05-06,590.0,587.0,592.4776611328125
2021-05-07,594.0,599.0,590.845703125
2021-05-10,596.0,589.0,590.79931640625
2021-05-11,579.0,571.0,590.02783203125
2021-05-12,567.0,560.0,583.300537109375
2021-05-13,547.0,547.0,576.40234375
2021-05-14,556.0,557.0,568.4210815429688
2021-05-17,544.0,549.0,566.0267944335938
2021-05-18,563.0,572.0,564.3540649414062
2021-05-19,571.0,567.0,563.0579223632812
2021-05-20,567.0,567.0,556.0924072265625
2021-05-21,572.0,573.0,556.190673828125
2021-05-24,570.0,568.0,558.8522338867188
2021-05-25,576.0,583.0,560.4116821289062
2021-05-26,587.0,585.0,566.267333984375
2021-05-27,580.0,582.0,567.0095825195312
2021-05-28,587.0,590.0,565.3861083984375
2021-05-31,595.0,597.0,568.7017822265625
2021-06-01,598.0,598.0,575.720703125
2021-06-02,600.0,595.0,582.5320434570312
2021-06-03,600.0,596.0,585.1197509765625
2021-06-04,591.0,595.0,585.8908081054688
2021-06-07,594.0,592.0,587.0153198242188
2021-06-08,590.0,589.0,586.0316772460938
2021-06-09,586.0,586.0,583.2778930664062
2021-06-10,591.0,599.0,580.9343872070312
2021-06-11,602.0,602.0,581.4370727539062
2021-06-15,607.0,609.0,583.6566772460938
2021-06-16,608.0,605.0,587.852294921875
2021-06-17,601.0,606.0,592.5103759765625
2021-06-18,608.0,603.0,594.41845703125
2021-06-21,590.0,583.0,603.1309814453125
2021-06-22,585.0,578.0,598.9202270507812
2021-06-23,583.0,595.0,592.6664428710938
2021-06-24,598.0,590.0,589.6702270507812
2021-06-25,598.0,591.0,585.5009155273438
2021-06-28,590.0,590.0,582.7703857421875
2021-06-29,598.0,595.0,583.613037109375
2021-06-30,599.0,595.0,584.3677368164062
2021-07-01,596.0,593.0,588.956298828125
2021-07-02,590.0,588.0,590.2328491210938
2021-07-05,588.0,591.0,589.81689453125
2021-07-06,595.0,592.0,589.7564086914062
2021-07-07,590.0,594.0,588.73193359375
2021-07-08,595.0,588.0,587.2486572265625
2021-07-09,582.0,584.0,586.2265014648438
2021-07-12,595.0,593.0,584.3096313476562
2021-07-13,600.0,607.0,584.4124755859375
2021-07-14,613.0,613.0,588.5479736328125
2021-07-15,613.0,614.0,592.7398681640625
2021-07-16,591.0,589.0,597.7810668945312
2021-07-19,583.0,582.0,597.2504272460938
2021-07-20,579.0,581.0,594.8466796875
2021-07-21,586.0,585.0,589.4943237304688
2021-07-22,589.0,591.0,582.3228759765625
2021-07-23,592.0,585.0,578.7056274414062
2021-07-26,591.0,580.0,582.3273315429688
2021-07-27,581.0,580.0,579.963623046875
2021-07-28,576.0,579.0,578.8240356445312
2021-07-29,585.0,583.0,576.1729736328125
2021-07-30,581.0,580.0,576.161865234375
2021-08-02,583.0,590.0,577.26318359375
2021-08-03,594.0,594.0,579.982666015625
2021-08-04,598.0,596.0,582.7993774414062
2021-08-05,598.0,596.0,582.8430786132812
2021-08-06,596.0,591.0,585.9224853515625
2021-08-09,590.0,595.0,587.6543579101562
2021-08-10,596.0,591.0,589.3761596679688
2021-08-11,590.0,590.0,587.3136596679688
2021-08-12,586.0,586.0,583.9494018554688
2021-08-13,585.0,581.0,579.412353515625
2021-08-16,582.0,584.0,576.9478149414062
2021-08-17,580.0,580.0,575.8303833007812
2021-08-18,568.0,574.0,573.8681030273438
2021-08-19,573.0,559.0,568.9758911132812
2021-08-20,560.0,552.0,566.11083984375
2021-08-23,560.0,566.0,561.4403686523438
2021-08-24,574.0,572.0,559.0154418945312
2021-08-25,579.0,585.0,559.4966430664062
2021-08-26,601.0,594.0,559.81787109375
2021-08-27,596.0,599.0,561.9646606445312
2021-08-30,602.0,605.0,568.3500366210938
2021-08-31,604.0,614.0,578.7276000976562
2021-09-01,614.0,613.0,588.742919921875
2021-09-02,613.0,607.0,598.7676391601562
2021-09-03,610.0,620.0,603.1626586914062
2021-09-06,623.0,631.0,608.6355590820312
2021-09-07,634.0,623.0,613.3414306640625
2021-09-08,622.0,619.0,615.7244873046875
2021-09-09,612.0,619.0,614.7493896484375
2021-09-10,615.0,622.0,614.7142944335938
2021-09-13,619.0,615.0,614.0484008789062
2021-09-14,618.0,613.0,610.0985107421875
2021-09-15,610.0,607.0,608.55712890625
2021-09-16,603.0,600.0,604.2496948242188
2021-09-17,600.0,600.0,601.0238647460938
2021-09-22,586.0,586.0,597.0250854492188
2021-09-23,588.0,588.0,591.7398681640625
2021-09-24,591.0,598.0,586.9932861328125
2021-09-27,600.0,602.0,585.829345703125
2021-09-28,595.0,594.0,584.2625122070312
2021-09-29,580.0,580.0,582.3972778320312
2021-09-30,580.0,580.0,579.2417602539062
2021-10-01,579.0,574.0,574.0592651367188
2021-10-04,574.0,572.0,571.6771240234375
2021-10-05,562.0,572.0,568.022216796875
2021-10-06,573.0,571.0,566.1455688476562
2021-10-07,575.0,580.0,566.0127563476562
2021-10-08,582.0,575.0,567.8365478515625
2021-10-12,570.0,575.0,568.6796264648438
2021-10-13,572.0,571.0,568.4593505859375
2021-10-14,579.0,573.0,566.6024780273438
2021-10-15,592.0,600.0,564.4010620117188
2021-10-18,604.0,590.0,573.01513671875
2021-10-19,598.0,600.0,577.50244140625
2021-10-20,603.0,598.0,578.7215576171875
2021-10-21,602.0,596.0,580.56396484375
2021-10-22,600.0,600.0,581.967041015625
2021-10-25,597.0,593.0,586.28515625
2021-10-26,595.0,599.0,587.8258056640625
2021-10-27,598.0,599.0,589.4173583984375
2021-10-28,598.0,595.0,587.8858032226562
2021-10-29,595.0,590.0,586.5048828125
2021-11-01,591.0,590.0,585.972900390625
2021-11-02,594.0,592.0,585.8074951171875
2021-11-03,597.0,592.0,585.9349365234375
2021-11-04,592.0,587.0,584.3319702148438
2021-11-05,598.0,600.0,583.8057250976562
2021-11-08,600.0,602.0,588.1295166015625
2021-11-09,611.0,611.0,589.6533203125
2021-11-10,611.0,612.0,594.5150756835938
2021-11-11,600.0,606.0,596.740478515625
2021-11-12,610.0,604.0,599.1619873046875
