DateTime,Open,Close,Predicted
2021-11-15,609.0,608.0,600.8356323242188
2021-11-16,612.0,610.0,602.0518188476562
2021-11-17,615.0,610.0,600.0980224609375
2021-11-18,613.0,613.0,599.5172119140625
2021-11-19,622.0,618.0,602.6722412109375
2021-11-22,618.0,615.0,605.931640625
2021-11-23,615.0,612.0,607.79345703125
2021-11-24,612.0,603.0,607.9653930664062
2021-11-25,605.0,603.0,605.452392578125
2021-11-26,598.0,596.0,602.6993408203125
2021-11-29,594.0,593.0,596.596435546875
2021-11-30,597.0,596.0,591.504638671875
2021-12-01,596.0,600.0,587.642822265625
2021-12-02,605.0,615.0,588.0617065429688
2021-12-03,614.0,608.0,591.9051513671875
2021-12-06,603.0,600.0,594.635009765625
2021-12-07,602.0,607.0,594.4915771484375
2021-12-08,614.0,602.0,593.267578125
2021-12-09,606.0,608.0,592.6243896484375
2021-12-10,605.0,605.0,592.6567993164062
2021-12-13,609.0,601.0,592.4209594726562
2021-12-14,598.0,599.0,592.6969604492188
2021-12-15,597.0,600.0,588.4085693359375
2021-12-16,605.0,605.0,585.3421630859375
2021-12-17,601.0,607.0,587.2611083984375
2021-12-20,607.0,598.0,590.0767822265625
2021-12-21,597.0,597.0,592.0554809570312
2021-12-22,598.0,600.0,592.341796875
2021-12-23,607.0,606.0,591.64794921875
2021-12-24,606.0,604.0,591.15185546875
2021-12-27,604.0,606.0,591.9328002929688
2021-12-28,610.0,615.0,595.430419921875
2021-12-29,615.0,616.0,598.708984375
2021-12-30,619.0,615.0,601.9892578125
2022-01-03,619.0,631.0,604.5324096679688
2022-01-04,645.0,656.0,610.5844116210938
2022-01-05,669.0,650.0,615.7401733398438
2022-01-06,638.0,644.0,623.5906982421875
2022-01-07,643.0,634.0,626.3707275390625
2022-01-10,628.0,643.0,628.83251953125
2022-01-11,646.0,651.0,629.5513916015625
2022-01-12,657.0,660.0,630.9592895507812
2022-01-13,658.0,661.0,630.149658203125
2022-01-14,673.0,672.0,633.2512817382812
2022-01-17,685.0,683.0,643.3480224609375
2022-01-18,678.0,662.0,655.7003784179688
2022-01-19,652.0,654.0,660.8065795898438
2022-01-20,650.0,651.0,659.6778564453125
2022-01-21,644.0,641.0,656.8509521484375
2022-01-24,639.0,653.0,646.222412109375
2022-01-25,643.0,641.0,637.98876953125
2022-01-26,635.0,636.0,632.83203125
2022-02-07,644.0,635.0,626.0830078125
2022-02-08,645.0,628.0,620.9617919921875
2022-02-09,635.0,633.0,618.99658203125
2022-02-10,639.0,649.0,621.4874877929688
2022-02-11,646.0,650.0,626.0450439453125
2022-02-14,640.0,637.0,628.6993408203125
2022-02-15,633.0,633.0,625.6393432617188
2022-02-16,645.0,646.0,623.0967407226562
2022-02-17,644.0,645.0,622.7505493164062
2022-02-18,638.0,637.0,625.081787109375
2022-02-21,633.0,632.0,622.0508422851562
2022-02-22,628.0,627.0,622.8468627929688
2022-02-23,624.0,625.0,618.7769775390625
2022-02-24,618.0,604.0,616.6542358398438
2022-02-25,600.0,604.0,608.301513671875
2022-03-01,599.0,604.0,600.5164184570312
2022-03-02,601.0,601.0,596.0492553710938
2022-03-03,603.0,602.0,594.3561401367188
2022-03-04,595.0,595.0,595.3325805664062
2022-03-07,580.0,576.0,594.4617919921875
2022-03-08,561.0,563.0,584.0202026367188
2022-03-09,567.0,568.0,575.2408447265625
2022-03-10,585.0,587.0,572.9667358398438
2022-03-11,581.0,575.0,576.9449462890625
2022-03-14,574.0,572.0,575.2483520507812
2022-03-15,562.0,558.0,572.7158813476562
2022-03-16,564.0,558.0,562.6959228515625
2022-03-17,578.0,582.0,558.8289184570312
2022-03-18,582.0,581.0,568.4775390625
2022-03-21,583.0,586.0,576.72607421875
2022-03-22,577.0,583.0,580.7000122070312
2022-03-23,590.0,590.0,577.1738891601562
2022-03-24,587.0,591.0,576.4901123046875
2022-03-25,597.0,598.0,581.2366943359375
2022-03-28,581.0,584.0,582.7444458007812
2022-03-29,586.0,589.0,582.5384521484375
2022-03-30,599.0,600.0,581.6956176757812
2022-03-31,602.0,597.0,582.9157104492188
2022-04-01,585.0,589.0,582.7459106445312
2022-04-06,578.0,578.0,581.4456176757812
2022-04-07,571.0,566.0,580.9570922851562
2022-04-08,567.0,567.0,575.65478515625
2022-04-11,563.0,558.0,569.0308837890625
2022-04-12,554.0,557.0,562.4889526367188
2022-04-13,564.0,573.0,562.02197265625
2022-04-14,577.0,573.0,565.2395629882812
2022-04-15,562.0,562.0,566.034423828125
2022-04-18,559.0,561.0,563.776123046875
2022-04-19,566.0,565.0,559.5549926757812
2022-04-20,570.0,570.0,558.935791015625
2022-04-21,571.0,565.0,563.690185546875
2022-04-22,558.0,558.0,563.5704345703125
2022-04-25,550.0,547.0,562.8086547851562
2022-04-26,550.0,546.0,558.6640625
2022-04-27,530.0,526.0,555.6253051757812
2022-04-28,530.0,531.0,549.7750244140625
2022-04-29,547.0,538.0,546.8541259765625
2022-05-03,538.0,531.0,545.8907470703125
2022-05-04,533.0,534.0,542.0438232421875
2022-05-05,543.0,542.0,538.8495483398438
2022-05-06,528.0,528.0,536.5933837890625
2022-05-09,523.0,520.0,533.6627197265625
2022-05-10,506.0,518.0,529.8533325195312
2022-05-11,518.0,521.0,525.8037109375
2022-05-12,516.0,505.0,522.97314453125
2022-05-13,507.0,511.0,520.9050903320312
2022-05-16,521.0,520.0,520.1624145507812
2022-05-17,521.0,530.0,518.598388671875
2022-05-18,541.0,538.0,517.12548828125
2022-05-19,523.0,522.0,518.768798828125
2022-05-20,524.0,530.0,519.593017578125
2022-05-23,533.0,528.0,521.3438720703125
2022-05-24,530.0,520.0,522.1715087890625
2022-05-25,522.0,524.0,520.2515258789062
2022-05-26,523.0,514.0,517.2803344726562
2022-05-27,524.0,530.0,518.393798828125
2022-05-30,538.0,547.0,520.1520385742188
2022-05-31,542.0,560.0,522.6630859375
2022-06-01,550.0,549.0,528.7149047851562
2022-06-02,544.0,540.0,532.7078247070312
2022-06-06,541.0,540.0,536.4730834960938
2022-06-07,535.0,535.0,539.4442749023438
2022-06-08,539.0,544.0,538.2433471679688
2022-06-09,538.0,541.0,537.1194458007812
2022-06-10,530.0,530.0,535.1165161132812
2022-06-13,518.0,516.0,532.654052734375
2022-06-14,507.0,513.0,526.5804443359375
2022-06-15,508.0,509.0,520.7688598632812
2022-06-16,515.0,508.0,516.5757446289062
2022-06-17,499.5,501.0,514.1973876953125
2022-06-20,500.0,498.0,515.9374389648438
2022-06-21,501.0,505.0,513.6593017578125
2022-06-22,501.0,494.5,512.2670288085938
2022-06-23,492.0,485.5,509.7662048339844
2022-06-24,489.5,486.5,506.1307067871094
2022-06-27,496.0,498.5,501.28753662109375
2022-06-28,496.0,497.5,499.11175537109375
2022-06-29,496.0,491.0,498.856689453125
2022-06-30,484.5,476.0,495.65545654296875
2022-07-01,471.5,453.5,491.6404724121094
2022-07-04,443.0,440.0,487.0982971191406
2022-07-05,449.5,446.0,481.07159423828125
2022-07-06,442.0,435.5,473.3796081542969
2022-07-07,442.0,457.5,465.7234191894531
2022-07-08,470.0,467.0,460.04541015625
2022-07-11,468.0,462.0,456.2085876464844
2022-07-12,458.0,449.5,457.2277526855469
2022-07-13,470.5,470.5,455.8346862792969
2022-07-14,466.0,475.0,459.5338134765625
2022-07-15,481.0,492.5,463.3815612792969
2022-07-18,495.5,495.5,465.64581298828125
2022-07-19,487.5,491.0,470.33367919921875
2022-07-20,502.0,495.0,478.8824462890625
2022-07-21,496.0,501.0,487.2328186035156
2022-07-22,505.0,503.0,492.69989013671875
2022-07-25,500.0,499.5,498.22100830078125
2022-07-26,499.5,495.0,498.0675964355469
2022-07-27,494.0,502.0,499.1175231933594
2022-07-28,509.0,501.0,497.7270812988281
2022-07-29,508.0,509.0,497.9339599609375
2022-08-01,506.0,504.0,498.1389465332031
2022-08-02,494.0,492.0,497.8483581542969
2022-08-03,494.0,501.0,496.83013916015625
2022-08-04,499.0,500.0,497.9032287597656
2022-08-05,509.0,516.0,495.0959167480469
2022-08-08,510.0,512.0,497.88623046875
2022-08-09,507.0,510.0,499.6340637207031
2022-08-10,500.0,500.0,501.505859375
2022-08-11,513.0,514.0,502.0765075683594
2022-08-12,515.0,517.0,502.55145263671875
2022-08-15,520.0,523.0,504.7311096191406
2022-08-16,526.0,525.0,504.82196044921875
2022-08-17,524.0,527.0,505.4603271484375
2022-08-18,520.0,520.0,510.9523010253906
2022-08-19,519.0,519.0,515.5709838867188
2022-08-22,511.0,510.0,516.3214111328125
2022-08-23,503.0,504.0,515.3886108398438
2022-08-24,504.0,503.0,511.1797790527344
2022-08-25,505.0,508.0,506.3367614746094
2022-08-26,513.0,512.0,505.34429931640625
2022-08-29,497.0,498.5,503.6686706542969
2022-08-30,497.5,496.0,503.2518615722656
2022-08-31,492.0,505.0,500.3808898925781
2022-09-01,495.0,490.5,498.1083068847656
2022-09-02,488.0,485.0,495.4122314453125
2022-09-05,485.0,486.0,491.07476806640625
2022-09-06,488.5,489.0,490.0799255371094
2022-09-07,477.0,472.5,487.69378662109375
2022-09-08,473.0,475.0,486.94268798828125
2022-09-12,485.0,486.5,483.0577392578125
2022-09-13,495.0,493.0,481.0632019042969
2022-09-14,478.5,480.0,482.536865234375
2022-09-15,476.0,476.5,481.328125
2022-09-16,470.5,472.0,479.86871337890625
2022-09-19,472.0,467.0,476.9579162597656
2022-09-20,470.5,476.5,475.29864501953125
2022-09-21,473.5,471.0,473.23797607421875
2022-09-22,462.0,464.5,473.9089050292969
2022-09-23,458.5,455.0,470.0116882324219
2022-09-26,443.0,446.5,466.43585205078125
2022-09-27,449.0,448.0,461.37139892578125
2022-09-28,447.0,438.0,458.5057373046875
2022-09-29,443.0,435.0,454.9627990722656
2022-09-30,424.5,422.0,451.13421630859375
2022-10-03,418.5,417.0,446.6644592285156
2022-10-04,429.5,429.0,443.1070251464844
2022-10-05,444.5,445.0,439.70330810546875
2022-10-06,450.5,451.0,438.2330627441406
2022-10-07,448.5,438.0,436.90264892578125
2022-10-11,408.0,401.5,438.5643005371094
2022-10-12,397.0,397.5,432.1545104980469
2022-10-13,400.5,395.0,425.7883605957031
2022-10-14,414.5,412.0,417.8086853027344
2022-10-17,400.0,397.0,414.0833740234375
2022-10-18,406.5,407.0,410.8291320800781
2022-10-19,404.0,395.5,410.9425354003906
2022-10-20,391.0,397.5,406.36505126953125
2022-10-21,395.5,389.5,401.9674377441406
2022-10-24,395.0,387.0,400.0670166015625
2022-10-25,380.0,371.0,400.0281066894531
2022-10-26,370.5,376.0,399.6349792480469
2022-10-27,384.5,385.5,397.9566955566406
2022-10-28,379.5,379.5,394.3981628417969
2022-10-31,386.0,390.0,390.1897888183594
2022-11-01,388.5,391.5,387.25933837890625
2022-11-02,391.0,395.0,384.6885070800781
2022-11-03,385.0,384.0,386.6435546875
2022-11-04,381.0,382.0,387.1133117675781
2022-11-07,390.0,390.0,386.28997802734375
2022-11-08,395.0,399.0,388.3458251953125
2022-11-09,403.5,417.0,390.00653076171875
2022-11-10,409.0,407.5,395.3320007324219
2022-11-11,441.5,441.5,399.9549255371094
2022-11-14,450.0,445.0,410.9731140136719
2022-11-15,465.0,480.0,421.7605285644531
2022-11-16,491.5,487.0,437.9559020996094
2022-11-17,482.5,485.0,453.7700500488281
2022-11-18,491.5,487.0,469.1733703613281
2022-11-21,487.5,482.0,482.7331848144531
2022-11-22,476.0,491.0,488.41009521484375
2022-11-23,494.5,492.0,493.90997314453125
2022-11-24,494.0,496.0,489.924560546875
2022-11-25,494.0,498.0,490.9588623046875
2022-11-28,486.0,480.5,491.07623291015625
2022-11-29,473.5,487.0,492.28460693359375
2022-11-30,483.0,490.0,492.4630432128906
2022-12-01,506.0,498.5,489.3868713378906
2022-12-02,490.0,492.5,489.2823791503906
2022-12-05,491.5,489.0,487.63702392578125
2022-12-06,488.0,478.0,490.2520446777344
2022-12-07,477.0,475.0,490.61712646484375
2022-12-08,475.0,471.5,488.113525390625
2022-12-09,478.0,481.5,482.57952880859375
2022-12-12,476.5,475.0,481.02679443359375
2022-12-13,473.0,471.5,478.1988830566406
2022-12-14,472.0,480.5,476.8241271972656
2022-12-15,476.0,480.5,475.15606689453125
2022-12-16,466.5,471.0,474.40216064453125
2022-12-19,466.5,466.5,473.3769836425781
2022-12-20,465.0,457.5,471.3049011230469
2022-12-21,460.0,459.0,467.70831298828125
2022-12-22,466.5,468.0,467.0236511230469
2022-12-23,457.5,455.0,464.4795837402344
2022-12-26,454.0,456.5,462.0515441894531
2022-12-27,458.0,457.0,459.7186279296875
2022-12-28,451.0,451.0,457.54461669921875
2022-12-29,444.0,446.0,453.9190368652344
2022-12-30,455.0,448.5,452.728271484375
2023-01-03,446.0,453.0,452.63702392578125
2023-01-04,449.5,449.5,451.94036865234375
2023-01-05,459.0,458.5,450.2896728515625
2023-01-06,455.0,458.5,450.7415771484375
2023-01-09,468.0,481.0,452.3874206542969
2023-01-10,486.0,486.0,458.5369873046875
2023-01-11,487.0,484.5,465.8215026855469
2023-01-12,487.5,486.5,471.9565734863281
2023-01-13,507.0,500.0,478.0186767578125
2023-01-16,506.0,505.0,488.8304748535156
2023-01-17,504.0,503.0,501.5721130371094
2023-01-30,542.0,543.0,512.5477905273438
2023-01-31,537.0,522.0,529.4119262695312
2023-02-01,532.0,530.0,534.7750244140625
2023-02-02,538.0,540.0,532.5413208007812
2023-02-03,540.0,542.0,532.752197265625
2023-02-06,532.0,526.0,535.3619995117188
2023-02-07,524.0,523.0,532.904296875
2023-02-08,538.0,540.0,531.873046875
2023-02-09,540.0,540.0,532.9304809570312
2023-02-10,544.0,545.0,531.8353881835938
2023-02-13,544.0,541.0,531.7056274414062
2023-02-14,544.0,545.0,536.0911254882812
2023-02-15,526.0,525.0,537.3948974609375
2023-02-16,528.0,528.0,537.9805908203125
2023-02-17,524.0,518.0,535.2919921875
2023-02-20,514.0,517.0,529.75341796875
2023-02-21,515.0,516.0,525.5352172851562
2023-02-22,506.0,507.0,519.8993530273438
2023-02-23,512.0,518.0,516.9791259765625
2023-02-24,524.0,511.0,515.1593017578125
2023-03-01,504.0,522.0,513.7783203125
2023-03-02,519.0,519.0,512.8991088867188
2023-03-03,524.0,516.0,510.8020324707031
2023-03-06,520.0,521.0,509.53369140625
2023-03-07,521.0,524.0,510.271240234375
2023-03-08,521.0,521.0,509.62554931640625
2023-03-09,525.0,522.0,512.6331787109375
2023-03-10,515.0,513.0,514.656982421875
2023-03-13,513.0,516.0,514.8804321289062
2023-03-14,511.0,510.0,515.3255615234375
2023-03-15,515.0,511.0,513.4271850585938
2023-03-16,505.0,505.0,511.0193786621094
2023-03-17,516.0,518.0,507.45025634765625
2023-03-20,517.0,512.0,511.7953186035156
2023-03-21,515.0,517.0,512.062744140625
2023-03-22,524.0,533.0,512.6431274414062
2023-03-23,528.0,538.0,516.31689453125
2023-03-24,536.0,539.0,518.3954467773438
2023-03-27,533.0,531.0,521.3095703125
2023-03-28,525.0,525.0,525.2852172851562
2023-03-29,533.0,530.0,527.634765625
2023-03-30,536.0,535.0,528.07763671875
2023-03-31,538.0,533.0,527.7484741210938
2023-04-06,530.0,530.0,526.5520629882812
2023-04-07,535.0,531.0,527.7457275390625
2023-04-10,533.0,529.0,528.9140014648438
