DateTime,Date,Volume,Transaction,Value,Open,High,Low,Dir,Change,ForeignBuy,ForeignSell,ForeignNet,TrustBuy,TrustSell,TrustNet,DealerNet,DealerBuy,DealerSell,InvestorsNet,PE-Ratio,PBR,Yield,Close
2018-06-07,20180607,25277266,9146,5809345446,231.0,231.5,228.0, ,0.0,18442207.0,17208776.0,1233431.0,331000,232000,99000,-49000,471000.0,520000.0,1283431,17.28,3.71,3.48,230.0
2018-06-08,20180608,24192851,7775,5493234408,229.0,229.0,226.0,-,3.0,13913614.0,19629100.0,-5715486.0,23000,359000,-336000,777000,1531000.0,754000.0,-5274486,17.05,3.67,3.52,227.0
2018-06-11,20180611,22028933,6726,4980629259,226.5,227.0,225.0,-,1.0,14141178.0,17286351.0,-3145173.0,12000,751000,-739000,676000,1038000.0,362000.0,-3208173,16.98,3.65,3.54,226.0
2018-06-12,20180612,30189360,8281,6837374510,225.0,229.0,224.0,+,3.0,20167922.0,21816400.0,-1648478.0,5000,331000,-326000,-313000,795000.0,1108000.0,-2287478,17.21,3.7,3.49,229.0
2018-06-13,20180613,36081120,10687,8311856296,229.0,232.0,228.0,+,3.0,27891353.0,20627109.0,7264244.0,50000,528000,-478000,-269000,742000.0,1011000.0,6517244,17.43,3.75,3.45,232.0
2018-06-14,20180614,36932041,12252,8423126398,230.0,230.0,226.5,-,5.5,19391650.0,30005654.0,-10614004.0,151000,1362000,-1211000,-591000,1153000.0,1744000.0,-12416004,17.02,3.66,3.53,226.5
2018-06-15,20180615,49506679,10090,11291127719,225.0,231.0,224.0,+,4.5,29502607.0,37714045.0,-8211438.0,19000,975000,-956000,-149000,857000.0,1006000.0,-9316438,17.36,3.73,3.46,231.0
2018-06-19,20180619,61142624,19088,13754800554,225.5,226.0,224.0,-,6.0,32210129.0,54440014.0,-22229885.0,220000,594000,-374000,-101000,687000.0,788000.0,-22704885,16.9,3.63,3.56,225.0
2018-06-20,20180620,40708701,13262,9175159127,224.5,227.5,223.5,+,1.0,22820641.0,34160492.0,-11339851.0,497916,68000,429916,3252000,4002000.0,750000.0,-7657935,16.98,3.65,3.54,226.0
2018-06-21,20180621,32572707,9421,7379769339,227.5,228.0,226.0,+,0.5,9432150.0,27155177.0,-17723027.0,32000,482000,-450000,2404000,2688000.0,284000.0,-15769027,17.02,3.66,3.53,226.5
2018-06-22,20180622,44211409,14388,9994644852,224.5,227.5,224.0,+,1.0,15806178.0,28004166.0,-12197988.0,0,81000,-81000,5674000,6068000.0,394000.0,-6604988,17.09,3.67,3.52,227.5
2018-06-25,20180625,49058211,17959,10749795782,220.0,220.5,218.0,X,0.0,21782636.0,33629765.0,-11847129.0,0,0,0,-4269000,472000.0,4741000.0,-16116129,16.38,3.52,3.67,218.0
2018-06-26,20180626,43080346,15639,9242648746,215.5,216.0,212.5,-,3.5,20798253.0,33147599.0,-12349346.0,2000,534000,-532000,-652000,1378000.0,2030000.0,-13533346,16.12,3.46,3.73,214.5
2018-06-27,20180627,40863414,12681,8742004301,216.0,216.0,212.5,-,1.5,29659250.0,33738209.0,-4078959.0,68000,549000,-481000,-310000,494000.0,804000.0,-4869959,16.0,3.44,3.76,213.0
2018-06-28,20180628,38816780,10772,8231075920,211.0,214.5,210.0,-,1.0,26565754.0,30038067.0,-3472313.0,211000,211000,0,-1216000,378000.0,1594000.0,-4688313,15.93,3.42,3.77,212.0
2018-06-29,20180629,36848680,8652,7919779720,212.0,217.0,212.0,+,4.5,29848583.0,28500053.0,1348530.0,80000,132000,-52000,-570000,374000.0,944000.0,726530,16.27,3.5,3.7,216.5
2018-07-02,20180702,33496442,8508,7257081470,218.5,219.0,214.0,-,2.5,26909358.0,27630957.0,-721599.0,90000,256000,-166000,-94000,667000.0,761000.0,-981599,16.08,3.46,3.74,214.0
2018-07-03,20180703,28663220,7758,6173115899,215.5,218.0,213.5,+,0.5,23884971.0,23368214.0,516757.0,64000,194000,-130000,-530000,531000.0,1061000.0,-143243,16.12,3.46,3.73,214.5
2018-07-04,20180704,15359295,5434,3324927032,217.0,217.5,215.5,+,1.5,12737097.0,10706119.0,2030978.0,49000,120000,-71000,287000,953000.0,666000.0,2246978,16.23,3.49,3.7,216.0
2018-07-05,20180705,18225416,5581,3904832940,214.0,215.0,213.0,-,1.5,12357233.0,15662576.0,-3305343.0,99000,15000,84000,-171000,309000.0,480000.0,-3392343,16.12,3.46,3.73,214.5
2018-07-06,20180706,31344962,8620,6779063394,217.5,217.5,215.0,+,2.5,22609830.0,25063024.0,-2453194.0,29000,149000,-120000,-230000,217000.0,447000.0,-2803194,16.3,3.5,3.69,217.0
2018-07-09,20180709,41165793,14795,9100880393,219.5,223.0,218.5,+,4.5,31170382.0,20680185.0,10490197.0,1432000,145000,1287000,404000,1019000.0,615000.0,12181197,16.75,3.6,3.59,221.5
2018-07-10,20180710,20196957,6922,4498264914,223.0,224.0,222.0,+,0.5,14367483.0,14255199.0,112284.0,662000,0,662000,-727000,190000.0,917000.0,47284,16.68,3.58,3.6,222.0
2018-07-11,20180711,19854690,7437,4355547100,220.0,220.0,218.0,-,2.0,11854010.0,14606360.0,-2752350.0,500000,9000,491000,-2320000,236000.0,2556000.0,-4581350,16.53,3.55,3.64,220.0
2018-07-12,20180712,23806051,7885,5246628771,218.0,222.0,218.0,+,0.5,18620209.0,20965483.0,-2345274.0,294000,59000,235000,114000,344000.0,230000.0,-1996274,16.57,3.56,3.63,220.5
2018-07-13,20180713,30419311,11723,6799894334,222.5,224.5,222.5,+,4.0,22238709.0,18857982.0,3380727.0,211000,92000,119000,14000,455000.0,441000.0,3513727,16.87,3.63,3.56,224.5
2018-07-16,20180716,16107254,6321,3612296896,224.5,225.0,223.5,-,1.0,8968506.0,11039729.0,-2071223.0,900000,6000,894000,-1698000,251000.0,1949000.0,-2875223,16.79,3.61,3.58,223.5
2018-07-17,20180717,22554436,8636,5003028272,222.5,223.5,221.0,-,2.0,15666316.0,16966702.0,-1300386.0,1254000,57000,1197000,-39000,408000.0,447000.0,-142386,16.64,3.58,3.61,221.5
2018-07-18,20180718,45802658,12139,10221407834,223.0,224.0,222.0,+,1.5,37262215.0,35623755.0,1638460.0,1929000,51000,1878000,195000,1563000.0,1368000.0,3711460,16.75,3.6,3.59,223.0
2018-07-19,20180719,43976216,12076,9930715930,225.5,227.0,224.5,+,1.5,29584558.0,21830143.0,7754415.0,1068000,4000,1064000,278000,1545000.0,1267000.0,9096415,16.87,3.63,3.56,224.5
2018-07-20,20180720,103652023,39544,24367904428,235.0,237.5,233.0,+,13.0,72449759.0,35047959.0,37401800.0,4001000,34000,3967000,-1551000,887000.0,2438000.0,39817800,17.84,3.83,3.37,237.5
2018-07-23,20180723,52269877,19777,12621500480,239.0,245.0,238.5,+,3.5,35168336.0,19354785.0,15813551.0,1889000,90000,1799000,-1175000,861000.0,2036000.0,16437551,18.11,3.89,3.32,241.0
2018-07-24,20180724,27468267,10574,6599675515,240.0,241.5,238.5, ,0.0,17935847.0,18525353.0,-589506.0,624000,41000,583000,-2000,391000.0,393000.0,-8506,18.11,3.89,3.32,241.0
2018-07-25,20180725,21530312,8491,5173924310,239.0,241.0,239.0,-,0.5,15420005.0,13758234.0,1661771.0,156000,120000,36000,-80000,112000.0,192000.0,1617771,18.07,3.88,3.33,240.5
2018-07-26,20180726,30856388,10235,7435261120,241.0,242.5,239.5,+,0.5,19665000.0,20775853.0,-1110853.0,102000,62000,40000,136000,349000.0,213000.0,-934853,18.11,3.89,3.32,241.0
2018-07-27,20180727,27129646,12493,6605479210,242.0,244.5,241.0,+,3.5,21632148.0,11369000.0,10263148.0,5000,91000,-86000,-254000,530000.0,784000.0,9923148,18.37,3.95,3.27,244.5
2018-07-30,20180730,22803730,9953,5585710909,244.5,245.5,244.0,+,1.0,15855637.0,9976100.0,5879537.0,9000,47000,-38000,-526000,141000.0,667000.0,5315537,18.44,3.96,3.26,245.5
2018-07-31,20180731,28202542,9460,6912550610,243.5,246.0,242.0,+,0.5,19217056.0,19309750.0,-92694.0,1867000,40000,1827000,-1442000,192000.0,1634000.0,292306,18.48,3.97,3.25,246.0
2018-08-01,20180801,29777161,11667,7375488342,247.0,248.0,246.5,+,2.0,21802948.0,17015025.0,4787923.0,443000,14000,429000,-777000,253000.0,1030000.0,4439923,18.63,4.0,3.23,248.0
2018-08-02,20180802,22775110,10343,5611725541,249.0,249.5,243.5,-,3.5,12456044.0,11693667.0,762377.0,447000,60000,387000,-253000,883000.0,1136000.0,896377,18.37,3.95,3.27,244.5
2018-08-03,20180803,25165097,9585,6205758662,246.0,248.0,245.0,+,2.5,17614600.0,16762266.0,852334.0,1830000,91000,1739000,789000,886000.0,97000.0,3380334,18.56,3.99,3.24,247.0
2018-08-06,20180806,22364568,9732,5487396854,245.0,247.0,244.0,-,1.5,11719299.0,16520000.0,-4800701.0,800000,76000,724000,-65000,591000.0,656000.0,-4141701,18.44,3.96,3.26,245.5
2018-08-07,20180807,24352418,9665,5922738042,245.0,245.5,241.5,-,4.0,15154397.0,20459386.0,-5304989.0,161000,242000,-81000,534000,896000.0,362000.0,-4851989,18.14,3.9,3.31,241.5
2018-08-08,20180808,24382432,10247,6011480272,245.0,247.5,244.5,+,6.0,19319373.0,8625027.0,10694346.0,81000,9000,72000,-261000,280000.0,541000.0,10505346,18.6,4.0,3.23,247.5
2018-08-09,20180809,15128655,7127,3740736404,247.0,248.0,246.0,-,0.5,10153723.0,7407766.0,2745957.0,1100000,17000,1083000,-168000,313000.0,481000.0,3660957,18.56,3.99,3.24,247.0
2018-08-10,20180810,16125492,6558,3961311040,246.5,247.0,244.5,-,2.0,11729059.0,12298000.0,-568941.0,296000,20000,276000,94000,354000.0,260000.0,-198941,18.41,3.96,3.27,245.0
2018-08-13,20180813,17881194,9875,4302280285,241.5,243.0,239.0,-,4.5,6296141.0,11741274.0,-5445133.0,59000,68000,-9000,-681000,527000.0,1208000.0,-6135133,18.07,3.88,3.33,240.5
2018-08-14,20180814,17488913,7415,4262753253,245.0,245.0,242.5,+,3.0,12372663.0,11421062.0,951601.0,166000,36000,130000,-362000,424000.0,786000.0,719601,17.97,4.24,3.29,243.5
2018-08-15,20180815,19236321,8920,4642117523,244.5,244.5,239.5,-,2.0,12413838.0,9654799.0,2759039.0,67000,465000,-398000,-2145000,409000.0,2554000.0,216039,17.82,4.2,3.31,241.5
2018-08-16,20180816,19155966,9397,4587260340,238.0,241.5,238.0,-,2.5,10761111.0,12966155.0,-2205044.0,0,11000,-11000,554000,1008000.0,454000.0,-1662044,17.64,4.16,3.35,239.0
2018-08-17,20180817,19634474,6680,4707354383,239.5,241.0,239.0,+,0.5,16072226.0,15022400.0,1049826.0,131000,89000,42000,-597000,110000.0,707000.0,494826,17.68,4.17,3.34,239.5
2018-08-20,20180820,17014437,6640,4068729103,239.5,240.0,238.0, ,0.0,13374688.0,13037499.0,337189.0,64000,285000,-221000,225000,319000.0,94000.0,341189,17.68,4.17,3.34,239.5
2018-08-21,20180821,13871127,5474,3328215657,239.0,241.0,238.5,+,1.5,9656550.0,11810940.0,-2154390.0,204000,40000,164000,185000,688000.0,503000.0,-1805390,17.79,4.19,3.32,241.0
2018-08-22,20180822,12679240,5009,3063201922,241.5,242.5,240.5,+,1.0,8486701.0,9042331.0,-555630.0,67000,5000,62000,-1102000,283000.0,1385000.0,-1595630,17.86,4.21,3.31,242.0
2018-08-23,20180823,17216240,5660,4200671070,243.0,244.5,243.0,+,2.5,14440802.0,11335995.0,3104807.0,547000,4000,543000,125000,381000.0,256000.0,3772807,18.04,4.26,3.27,244.5
2018-08-24,20180824,15446943,5099,3772959070,245.5,246.0,243.0,-,1.0,11058417.0,12019396.0,-960979.0,230000,28000,202000,-528000,289000.0,817000.0,-1286979,17.97,4.24,3.29,243.5
2018-08-27,20180827,15579299,7858,3825736755,246.0,246.5,244.5,+,1.5,13349470.0,6947163.0,6402307.0,84000,40000,44000,732000,850000.0,118000.0,7178307,18.08,4.26,3.27,245.0
2018-08-28,20180828,40410531,16881,10075613779,248.5,250.0,248.0,+,4.5,33793452.0,16477000.0,17316452.0,615000,253000,362000,174000,943000.0,769000.0,17852452,18.41,4.34,3.21,249.5
2018-08-29,20180829,57633182,25668,14784556456,253.5,259.0,253.5,+,9.5,44723474.0,17506991.0,27216483.0,1131000,77000,1054000,-823000,854000.0,1677000.0,27447483,19.11,4.51,3.09,259.0
2018-08-30,20180830,52622808,22862,13914404873,264.5,268.0,262.5,+,4.5,38896399.0,21608035.0,17288364.0,998000,357000,641000,-1113000,584000.0,1697000.0,16816364,19.45,4.59,3.04,263.5
2018-08-31,20180831,70000506,19019,17920548387,257.5,259.0,254.0,-,7.5,50232770.0,52401635.0,-2168865.0,195000,143000,52000,1052000,1486000.0,434000.0,-1064865,18.89,4.46,3.13,256.0
2018-09-03,20180903,34510555,11442,8901193266,259.0,260.0,256.5,+,1.0,29869123.0,21524996.0,8344127.0,159000,104000,55000,-1389000,86000.0,1475000.0,7010127,18.97,4.47,3.11,257.0
2018-09-04,20180904,41455615,9069,10654493061,258.5,259.5,255.5,+,0.5,28887881.0,27796276.0,1091605.0,214000,107000,107000,299000,490000.0,191000.0,1497605,19.0,4.48,3.11,257.5
2018-09-05,20180905,52706459,16421,13833360422,260.0,264.5,259.0,+,6.5,40061279.0,30007747.0,10053532.0,326000,115813,210187,-2061000,561000.0,2622000.0,8202719,19.48,4.59,3.03,264.0
2018-09-06,20180906,39779488,11996,10467251488,268.0,268.0,261.0,-,3.0,30019173.0,27792538.0,2226635.0,264000,83000,181000,-487000,599000.0,1086000.0,1920635,19.26,4.54,3.07,261.0
2018-09-07,20180907,44746728,15015,11753033262,263.0,264.0,260.5,+,3.0,39952000.0,28144854.0,11807146.0,329503,241000,88503,-1350000,319000.0,1669000.0,10545649,19.48,4.59,3.03,264.0
2018-09-10,20180910,62851599,15504,16669866076,266.5,266.5,262.5,+,0.5,56136096.0,42241804.0,13894292.0,48000,402000,-354000,-890000,326000.0,1216000.0,12650292,19.52,4.6,3.02,264.5
2018-09-11,20180911,44981276,14768,11709484991,263.0,263.5,258.0,-,4.5,30505534.0,29763333.0,742201.0,597000,280000,317000,1538000,1933000.0,395000.0,2597201,19.19,4.52,3.08,260.0
2018-09-12,20180912,38415965,12104,9987682900,261.0,262.0,258.0,+,0.5,32351432.0,24725056.0,7626376.0,169000,360000,-191000,1441000,1808000.0,367000.0,8876376,19.23,4.53,3.07,260.5
2018-09-13,20180913,37959180,14987,9721989110,260.0,260.0,253.5,-,5.5,19558281.0,26445780.0,-6887499.0,480000,76000,404000,1631000,1835000.0,204000.0,-4852499,18.82,4.44,3.14,255.0
2018-09-14,20180914,40034219,15690,10379404959,257.0,261.5,257.0,+,6.0,32082000.0,20030866.0,12051134.0,551000,169000,382000,523000,1042000.0,519000.0,12956134,19.26,4.54,3.07,261.0
2018-09-17,20180917,25041358,10710,6483537091,262.5,262.5,257.0,-,3.0,13439532.0,10825736.0,2613796.0,856000,0,856000,674000,1190000.0,516000.0,4143796,19.04,4.49,3.1,258.0
2018-09-18,20180918,34381152,11097,8771502830,256.5,257.0,254.0,-,3.5,22431563.0,17092546.0,5339017.0,861000,139000,722000,17000,760000.0,743000.0,6078017,18.78,4.43,3.14,254.5
2018-09-19,20180919,69978711,14056,18074954749,258.0,260.0,257.0,+,3.5,63316846.0,45316544.0,18000302.0,199000,34000,165000,538000,1231000.0,693000.0,18703302,19.04,4.49,3.1,258.0
2018-09-20,20180920,35577071,9444,9225009310,261.5,261.5,257.5,+,2.0,28796283.0,14907263.0,13889020.0,573000,7800,565200,-501000,312000.0,813000.0,13953220,19.19,4.52,3.08,260.0
2018-09-21,20180921,36500974,10159,9510363894,261.5,261.5,258.0,+,1.5,31254687.0,24955537.0,6299150.0,121000,180000,-59000,180000,805000.0,625000.0,6420150,19.3,4.55,3.06,261.5
2018-09-25,20180925,24978062,10082,6552894296,261.5,264.0,260.5,+,2.0,17735557.0,12719252.0,5016305.0,100000,34000,66000,486000,770000.0,284000.0,5568305,19.45,4.59,3.04,263.5
2018-09-26,20180926,25061115,7007,6577367245,263.0,263.5,261.0, ,0.0,17096180.0,16380552.0,715628.0,46000,24000,22000,-242000,662000.0,904000.0,495628,19.45,4.59,3.04,263.5
2018-09-27,20180927,38495371,11536,10185827315,264.0,266.0,262.0,+,1.5,30929161.0,16586073.0,14343088.0,169000,19000,150000,-367000,424000.0,791000.0,14126088,19.56,4.61,3.02,265.0
2018-09-28,20180928,39645486,13060,10412455506,266.0,266.0,260.0,-,2.5,24208383.0,23533165.0,675218.0,152000,91000,61000,-1022000,842000.0,1864000.0,-285782,19.37,4.57,3.05,262.5
2018-10-01,20181001,22409380,11914,5882532290,262.0,264.0,261.0,+,0.5,10353796.0,11906249.0,-1552453.0,0,849000,-849000,-2000,276000.0,278000.0,-2403453,19.41,4.58,3.04,263.0
2018-10-02,20181002,38391491,17095,9926505357,262.0,263.0,257.0,-,5.5,11292000.0,31077473.0,-19785473.0,91000,1242000,-1151000,313000,1040000.0,727000.0,-20623473,19.0,4.48,3.11,257.5
2018-10-03,20181003,25228536,9992,6527393860,257.5,260.0,257.0,+,2.5,12191800.0,7542636.0,4649164.0,19000,1199000,-1180000,-1496000,127000.0,1623000.0,1973164,19.19,4.52,3.08,260.0
2018-10-04,20181004,38009727,15094,9690178362,257.0,257.5,254.0,-,6.0,13993835.0,29341000.0,-15347165.0,270000,386000,-116000,-420998,488000.0,908998.0,-15884163,18.75,4.42,3.15,254.0
2018-10-05,20181005,40396660,16031,10101451270,250.0,253.0,248.5,-,4.0,14498161.0,23638608.0,-9140447.0,59230,978000,-918770,262001,1524000.0,1261999.0,-9797216,18.45,4.35,3.2,250.0
2018-10-08,20181008,51083958,20745,12426290240,245.5,246.5,241.0,-,6.5,14090441.0,37855723.0,-23765282.0,98000,951000,-853000,1401000,2100000.0,699000.0,-23217282,17.97,4.24,3.29,243.5
2018-10-09,20181009,28933345,11743,7051600725,243.5,245.0,242.0,+,0.5,14282000.0,22429154.0,-8147154.0,45000,230000,-185000,432000,790000.0,358000.0,-7900154,18.01,4.25,3.28,244.0
2018-10-11,20181011,96033657,37543,22115862239,233.5,233.5,227.0,-,16.5,35611646.0,72819813.0,-37208167.0,140085,765000,-624915,-446000,2052000.0,2498000.0,-38279082,16.79,3.96,3.52,227.5
2018-10-12,20181012,54439769,17980,12650322522,231.0,237.0,229.0,+,9.5,32154782.0,35689469.0,-3534687.0,294000,878000,-584000,1074000,1797000.0,723000.0,-3044687,17.49,4.12,3.38,237.0
2018-10-15,20181015,46471280,16558,10766953220,234.0,234.0,230.5,-,6.5,17634265.0,40250215.0,-22615950.0,281000,99000,182000,259004,938000.0,678996.0,-22174946,17.01,4.01,3.47,230.5
2018-10-16,20181016,39129077,15182,9155829047,229.5,237.0,229.0,+,6.5,22873108.0,25229223.0,-2356115.0,26000,449000,-423000,-993000,679000.0,1672000.0,-3772115,17.49,4.12,3.38,237.0
2018-10-17,20181017,42887858,17550,10318955161,241.5,243.0,238.0,+,1.5,22009900.0,24117961.0,-2108061.0,848000,575000,273000,-1733000,980000.0,2713000.0,-3568061,17.6,4.15,3.35,238.5
2018-10-18,20181018,27793430,10599,6587887632,238.0,239.0,235.5,-,2.0,16134170.0,18119572.0,-1985402.0,16000,217000,-201000,-548000,352000.0,900000.0,-2734402,17.45,4.12,3.38,236.5
2018-10-19,20181019,29648460,12378,6927405460,231.0,236.5,230.0,-,0.5,16134170.0,18119572.0,-1985402.0,16000,217000,-201000,-548000,352000.0,900000.0,-2734402,17.42,4.11,3.39,236.0
2018-10-22,20181022,29275777,10384,6872467149,232.5,238.0,231.5,+,1.0,14338325.0,19767139.0,-5428814.0,751000,100000,651000,-275000,572000.0,847000.0,-5052814,17.49,4.12,3.38,237.0
2018-10-23,20181023,36757745,13071,8538586595,232.0,234.0,230.0,-,7.0,20309381.0,31550200.0,-11240819.0,204552,7000,197552,-12995,619000.0,631995.0,-11056262,16.97,4.0,3.48,230.0
2018-10-24,20181024,45480950,17339,10426514872,230.0,231.0,227.0,-,0.5,18626359.0,34750000.0,-16123641.0,139000,1181000,-1042000,-858997,608000.0,1466997.0,-18024638,16.94,3.99,3.49,229.5
2018-10-25,20181025,75524118,27514,16643542368,220.5,222.0,219.5,-,10.0,22128000.0,50737882.0,-28609882.0,90553,93000,-2447,-990990,689000.0,1679990.0,-29603319,16.2,3.82,3.64,219.5
2018-10-26,20181026,54073644,17106,11941421696,223.0,224.0,217.0,+,1.5,34075806.0,31755034.0,2320772.0,239000,196000,43000,107003,707000.0,599997.0,2470775,16.31,3.85,3.62,221.0
2018-10-29,20181029,18463792,7679,4107663616,223.0,224.0,221.0,+,1.5,11675611.0,11892784.0,-217173.0,211000,304000,-93000,619000,763000.0,144000.0,308827,16.42,3.87,3.6,222.5
2018-10-30,20181030,29085931,8574,6487213284,221.0,225.0,220.5,+,0.5,18636100.0,18236017.0,400083.0,312000,165000,147000,62001,456000.0,393999.0,609084,16.46,3.88,3.59,223.0
2018-10-31,20181031,59933201,19183,13844478353,228.0,234.0,228.0,+,11.0,47555530.0,39396702.0,8158828.0,820000,43000,777000,-158000,1111000.0,1269000.0,8777828,17.27,4.07,3.42,234.0
2018-11-01,20181101,44514797,11435,10480329245,236.0,237.0,233.0,+,1.5,34931086.0,31804518.0,3126568.0,107000,104000,3000,-358000,547000.0,905000.0,2771568,17.38,4.1,3.4,235.5
2018-11-02,20181102,30785361,11223,7249667833,236.5,236.5,233.5,+,1.0,19755217.0,20841289.0,-1086072.0,196423,42000,154423,126000,640000.0,514000.0,-805649,17.45,4.12,3.38,236.5
2018-11-05,20181105,28157065,6994,6592130635,233.0,235.5,232.0,-,1.5,24753900.0,23229889.0,1524011.0,0,20000,-20000,-1383000,115000.0,1498000.0,121011,17.34,4.09,3.4,235.0
2018-11-06,20181106,35501176,7013,8311988968,234.0,235.5,232.5,-,0.5,29235213.0,30322996.0,-1087783.0,14000,39000,-25000,-158000,489000.0,647000.0,-1270783,17.31,4.08,3.41,234.5
2018-11-07,20181107,39842652,7387,9337023278,233.0,236.0,232.5,-,0.5,28219005.0,31647986.0,-3428981.0,301000,54000,247000,-277000,1101000.0,1378000.0,-3458981,17.27,4.07,3.42,234.0
