Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,本益比,股價淨值比,殖利率,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商)
20200218,2330,台積電,"64,662,604","36,520","20,957,801,150",324.5,326.5,322,322,-,9.5,,,,"191,000","745,000","-554,000","1,448,000",,,"-39,896,186",25.35,5.26,2.48,"1,735,000","1,271,000","464,000","1,242,000","258,000","984,000","12,565,887","53,356,073","-40,790,186"
20200219,2330,台積電,"48,856,218","16,003","15,881,609,046",322.5,327,322,326.5,+,4.5,,,,"36,000","100,000","-64,000","1,858,016",,,"-918,285",25.71,5.33,2.45,"1,047,000","371,000","676,000","1,634,000","451,984","1,182,016","32,238,699","34,951,000","-2,712,301"
20200220,2330,台積電,"27,061,736","11,695","8,832,642,641",328,329,325,325.5,-,1,,,,"20,000","375,000","-355,000","250,621",,,"-7,838,679",25.63,5.32,2.46,"1,017,000","573,000","444,000","209,000","402,379","-193,379","12,794,895","20,529,195","-7,734,300"
20200221,2330,台積電,"22,974,534","9,342","7,463,007,621",325.5,326.5,323,325,-,0.5,,,,"43,000","265,000","-222,000","-622,000",,,"-5,878,993",25.59,5.31,2.46,"204,000","514,000","-310,000","285,000","597,000","-312,000","10,849,068","15,884,061","-5,034,993"
20200224,2330,台積電,"42,946,680","18,902","13,754,512,932",319.5,321.5,319.5,320,-,5,,,,"496,000","265,000","231,000","49,025",,,"-26,196,211",25.2,5.23,2.5,"1,146,000","497,000","649,000","145,000","744,975","-599,975","8,760,493","35,236,729","-26,476,236"
20200225,2330,台積電,"38,674,011","17,366","12,425,785,349",320,323.5,317.5,322,+,2,,,,"33,000","150,000","-117,000","1,144,072",,,"-11,900,444",25.35,5.26,2.48,"755,000","204,000","551,000","704,072","111,000","593,072","14,976,874","27,904,390","-12,927,516"
20200226,2330,台積電,"60,768,362","24,310","19,341,695,595",317,320.5,316.5,318.5,-,3.5,,,,"347,000","101,000","246,000","391,016",,,"-34,958,451",25.08,5.2,2.51,"1,029,000","308,000","721,000","531,000","860,984","-329,984","15,040,562","50,636,029","-35,595,467"
20200227,2330,台積電,"62,401,927","20,633","19,756,146,876",319,320,315,316,-,2.5,,,,"258,000","23,000","235,000","-444,985",,,"-24,331,795",24.88,5.16,2.53,"1,053,000","659,000","394,000","390,000","1,228,985","-838,985","24,621,943","48,743,753","-24,121,810"
20200302,2330,台積電,"86,372,942","35,320","26,864,484,400",308,317,308,311,-,5,,,,"534,000","42,000","492,000","2,951,000",,,"-32,488,825",23.35,4.97,2.57,"2,065,000","405,000","1,660,000","1,643,000","352,000","1,291,000","28,825,099","64,756,924","-35,931,825"
20200303,2330,台積電,"55,169,411","20,713","17,534,766,696",318.5,320,316,317.5,+,6.5,,,,"200,000","541,000","-341,000","-975,964",,,"-5,318,871",23.84,5.08,2.52,"769,000","652,000","117,000","326,000","1,418,964","-1,092,964","32,554,662","36,556,569","-4,001,907"
20200304,2330,台積電,"44,745,146","16,118","14,304,795,666",322,322,317,320.5,+,3,,,,"665,000","175,000","490,000","-1,659,000",,,"8,967,968",24.06,5.13,2.5,"284,000","643,000","-359,000","221,000","1,521,000","-1,300,000","30,393,685","20,256,717","10,136,968"
20200305,2330,台積電,"38,223,525","15,107","12,392,618,100",325,326,323,323,+,2.5,,,,"41,000","185,000","-144,000","-746,000",,,"-8,314,460",24.25,5.17,2.48,"494,000","1,007,000","-513,000","284,000","517,000","-233,000","16,719,121","24,143,581","-7,424,460"
20200306,2330,台積電,"52,807,760","24,175","16,733,485,610",320,320.5,315,315,-,8,,,,"110,000","79,000","31,000","-1,183,970",,,"-35,909,995",23.65,5.04,2.54,"422,000","1,108,000","-686,000","287,000","784,970","-497,970","9,957,714","44,714,739","-34,757,025"
20200309,2330,台積電,"88,633,277","44,882","27,236,002,054",307.5,310,305.5,305.5,-,9.5,,,,"699,000","342,000","357,000","-2,123,748",,,"-55,679,530",22.94,4.89,2.62,"1,105,000","1,167,000","-62,000","174,000","2,235,748","-2,061,748","14,017,208","67,929,990","-53,912,782"
20200310,2330,台積電,"74,869,130","30,268","22,727,941,511",301.5,309,301,307,+,1.5,,,,"419,000",0,"419,000","1,270,000",,,"-21,677,967",23.05,4.91,2.61,"1,938,000","971,000","967,000","739,000","436,000","303,000","27,545,840","50,912,807","-23,366,967"
20200311,2330,台積電,"64,923,710","27,176","19,913,151,529",309,310.5,302,302,-,5,,,,"119,576","5,000","114,576","-4,314,986",,,"-25,423,443",22.67,4.83,2.65,"692,000","3,031,000","-2,339,000","335,000","2,310,986","-1,975,986","26,720,343","47,943,376","-21,223,033"
20200312,2330,台積電,"114,173,351","56,989","33,544,278,206",299,299,287,294,-,8,,,,"284,000","431,000","-147,000","-3,715,995",,,"-42,405,434",22.07,4.7,2.72,"1,629,000","2,324,000","-695,000","1,246,000","4,266,995","-3,020,995","31,254,651","69,797,090","-38,542,439"
20200313,2330,台積電,"151,268,148","71,990","42,448,997,546",275,294,272.5,290,-,4,,,,"758,000","64,000","694,000","1,686,000",,,"-36,234,499",21.77,4.64,2.76,"1,594,000","1,881,000","-287,000","3,576,000","1,603,000","1,973,000","48,917,705","87,532,204","-38,614,499"
20200316,2330,台積電,"103,933,228","51,292","29,343,288,916",285,291,275.5,276.5,-,13.5,,,,"299,000","124,000","175,000","-5,213,981",,,"-46,905,593",20.76,4.42,2.89,"1,090,000","2,419,000","-1,329,000","459,000","4,343,981","-3,884,981","25,930,495","67,797,107","-41,866,612"
20200317,2330,台積電,"122,409,651","57,123","32,936,712,540",265,276.5,265,268,-,8.5,,,,"633,000","175,000","458,000","-214,000",,,"-37,284,459",20.12,4.29,2.99,"1,789,000","1,391,000","398,000","368,000","980,000","-612,000","40,390,766","77,919,225","-37,528,459"
20200318,2330,台積電,"118,620,643","53,985","31,555,231,792",269.5,272.5,260,260,-,8,,,,"558,000","56,000","502,000","-3,879,000",,,"-35,801,621",19.52,4.16,3.08,"1,000,000","3,334,000","-2,334,000","572,000","2,117,000","-1,545,000","47,276,743","79,701,364","-32,424,621"
20200319,2330,台積電,"160,811,697","77,302","39,559,889,553",252,253,235.5,248,X,0,,,,"1,562,942","149,000","1,413,942","-4,529,000",,,"-31,771,985",18.62,3.97,3.23,"1,369,000","3,207,000","-1,838,000","1,056,000","3,747,000","-2,691,000","42,133,558","70,790,485","-28,656,927"
20200320,2330,台積電,"159,179,726","69,829","42,110,816,042",258.5,270,256,270,+,22,,,,"1,882,000","294,947","1,587,053","-2,250,000",,,"-15,232,009",20.27,4.32,2.96,"507,000","2,629,000","-2,122,000","1,043,000","1,171,000","-128,000","80,962,471","95,531,533","-14,569,062"
20200323,2330,台積電,"76,963,709","41,621","19,851,467,203",257,262.5,252,255,-,15,,,,"997,000","281,000","716,000","-1,328,968",,,"-16,386,002",19.14,4.08,3.14,"763,000","523,000","240,000","458,000","2,026,968","-1,568,968","29,005,943","44,778,977","-15,773,034"
20200324,2330,台積電,"82,377,933","41,077","22,207,033,614",268,274,266,267.5,+,12.5,,,,"252,000","266,000","-14,000","-404,000",,,"16,972,891",20.08,4.28,2.99,"119,000","1,045,000","-926,000","1,198,000","676,000","522,000","48,516,398","31,125,507","17,390,891"
20200325,2330,台積電,"80,514,199","40,932","22,368,633,590",276.5,280,274,277,+,9.5,,,,"108,000","54,000","54,000","-3,188,000",,,"8,736,844",20.8,4.43,3.43,"261,000","2,631,000","-2,370,000","499,000","1,317,000","-818,000","42,666,875","30,796,031","11,870,844"
20200326,2330,台積電,"54,189,633","27,648","15,108,299,935",279.5,280,275.5,280,+,3,,,,"148,820","160,000","-11,180","-694,000",,,"19,505,007",21.02,4.48,3.39,"243,000","554,000","-311,000","290,000","673,000","-383,000","38,924,957","18,714,770","20,210,187"
20200327,2330,台積電,"69,320,306","36,025","19,324,060,590",284,286,273,273,-,7,,,,"71,000","523,000","-452,000","-2,113,000",,,"-7,795,403",20.5,4.37,3.48,"240,000","1,604,000","-1,364,000","259,000","1,008,000","-749,000","25,247,207","30,477,610","-5,230,403"
20200330,2330,台積電,"53,403,956","27,779","14,205,364,184",263.5,269,262.5,267.5,-,5.5,,,,"184,000","915,000","-731,000","-11,996",,,"-12,667,127",20.08,4.28,3.55,"329,000","229,000","100,000","1,002,000","1,113,996","-111,996","22,695,311","34,619,442","-11,924,131"
20200331,2330,台積電,"53,901,923","20,343","14,712,557,472",273,274,269.5,274,+,6.5,,,,"843,000","635,000","208,000","-1,587,000",,,"8,207,693",20.57,4.38,3.47,"107,000","1,391,000","-1,284,000","294,000","597,000","-303,000","42,291,876","32,705,183","9,586,693"
20200401,2330,台積電,"47,572,034","19,580","13,022,612,818",276.5,276.5,271.5,271.5,-,2.5,,,,"900,000","239,000","661,000","-1,032,500",,,"1,875,566",20.38,4.34,3.5,"79,000","807,000","-728,000","189,000","493,500","-304,500","31,304,729","29,057,663","2,247,066"
20200406,2330,台積電,"59,712,754","19,971","16,324,198,154",273,275.5,270,275.5,+,4,,,,"196,000","754,000","-558,000","1,389,000",,,"5,386,159",20.68,4.41,3.45,"638,000","95,000","543,000","936,000","90,000","846,000","44,749,020","40,193,861","4,555,159"
20200407,2330,台積電,"48,887,346","24,281","13,817,936,851",283.5,284,280.5,283,+,7.5,,,,"374,000","169,000","205,000","-254,000",,,"21,574,311",21.25,4.53,3.36,"347,000","990,000","-643,000","608,000","219,000","389,000","35,350,715","13,727,404","21,623,311"
20200408,2330,台積電,"38,698,826","19,126","11,016,972,354",285,285.5,283,285,+,2,,,,"1,213,000",0,"1,213,000","-1,109,000",,,"8,842,315",21.4,4.56,3.33,"214,000","1,265,000","-1,051,000","590,000","648,000","-58,000","23,638,520","14,900,205","8,738,315"
20200409,2330,台積電,"29,276,430","15,271","8,346,209,654",287.5,288,282.5,283,-,2,,,,"186,000","309,000","-123,000","-188,000",,,"4,501,209",21.25,4.53,3.36,"266,000","303,000","-37,000","223,000","374,000","-151,000","16,854,975","12,042,766","4,812,209"
20200410,2330,台積電,"28,206,858","15,833","7,894,277,586",280,282,279,279.5,-,3.5,,,,"59,000","601,000","-542,000","493,000",,,"-3,840,970",20.98,4.47,3.4,"315,000","189,000","126,000","653,000","286,000","367,000","10,587,030","14,379,000","-3,791,970"
20200413,2330,台積電,"22,196,596","12,809","6,202,532,380",278.5,281.5,278.5,278.5,-,1,,,,"200,000","160,576","39,424","-1,194,000",,,"-6,807,246",20.91,4.45,3.41,"143,000","1,188,000","-1,045,000","157,000","306,000","-149,000","6,542,100","12,194,770","-5,652,670"
20200414,2330,台積電,"50,196,688","22,214","14,268,689,661",281,285.5,280,285,+,6.5,,,,"497,000","175,000","322,000","945,000",,,"16,638,959",21.4,4.56,3.33,"1,116,000","148,000","968,000","573,000","596,000","-23,000","36,257,239","20,885,280","15,371,959"
20200415,2330,台積電,"58,561,434","25,696","16,819,851,630",287,288.5,286,287.5,+,2.5,,,,"844,000","115,000","729,000","-2,037,000",,,"-1,895,257",21.58,4.6,3.3,"270,000","1,885,000","-1,615,000","194,000","616,000","-422,000","33,117,241","33,704,498","-587,257"
20200416,2330,台積電,"48,257,280","19,084","13,813,721,932",283,288.5,283,286.5,-,1,,,,"777,000","476,000","301,000","-188,000",,,"-6,008,837",21.51,4.58,3.32,"339,000","407,000","-68,000","259,000","379,000","-120,000","26,576,206","32,698,043","-6,121,837"
20200417,2330,台積電,"117,447,201","60,873","35,719,172,728",303.5,308.5,300.5,306.5,+,20,,,,"2,651,000","224,000","2,427,000","-490,000",,,"59,267,985",23.01,4.9,3.1,"584,000","554,000","30,000","1,240,000","1,760,000","-520,000","81,344,563","24,013,578","57,330,985"
20200420,2330,台積電,"44,586,860","21,791","13,605,802,989",308,309,302.5,304,-,2.5,,,,"41,000","54,000","-13,000","-613,000",,,"-1,701,372",22.82,4.86,3.13,"57,000","372,000","-315,000","98,000","396,000","-298,000","22,308,873","23,384,245","-1,075,372"
20200421,2330,台積電,"61,949,357","39,043","18,417,786,171",300.5,301.5,293.5,295,-,9,,,,"136,000","418,000","-282,000","-1,675,000",,,"-17,613,239",22.15,4.72,3.22,"202,000","1,212,000","-1,010,000","460,000","1,125,000","-665,000","20,311,479","35,967,718","-15,656,239"
20200422,2330,台積電,"43,568,580","25,176","12,746,170,556",294.5,295,290.5,294,-,1,,,,"4,000","327,000","-323,000","-214,000",,,"-6,625,421",22.07,4.7,3.23,"377,000","728,000","-351,000","470,000","333,000","137,000","18,711,815","24,800,236","-6,088,421"
20200423,2330,台積電,"39,977,278","18,541","11,864,085,990",300,300,294,295.5,+,1.5,,,,0,"120,000","-120,000","-387,000",,,"4,522,317",22.18,4.73,3.21,"172,000","406,000","-234,000","361,000","514,000","-153,000","21,588,042","16,558,725","5,029,317"
20200424,2330,台積電,"26,465,090","13,661","7,799,075,756",295.5,297,294,294,-,1.5,,,,"100,000","30,000","70,000","-101,000",,,"-597,758",22.07,4.7,3.23,"75,000","118,000","-43,000","85,000","143,000","-58,000","14,217,404","14,784,162","-566,758"
20200427,2330,台積電,"38,493,406","15,916","11,461,378,300",298,298.5,296,298,+,4,,,,"156,000","24,000","132,000","217,000",,,"8,808,551",22.37,4.77,3.19,"158,000","190,000","-32,000","533,000","284,000","249,000","26,336,226","17,876,675","8,459,551"
20200428,2330,台積電,"37,621,165","18,214","11,134,919,970",298.5,298.5,294.5,296.5,-,1.5,,,,"34,000","1,002,000","-968,000","335,000",,,"-2,132,009",22.26,4.74,3.2,"266,000","130,000","136,000","445,000","246,000","199,000","16,333,183","17,832,192","-1,499,009"
20200429,2330,台積電,"46,253,301","21,633","13,861,245,296",299,301.5,298,299,+,2.5,,,,"189,000","20,000","169,000","-1,392,000",,,"14,302,196",22.45,4.78,3.18,"73,000","1,154,000","-1,081,000","344,000","655,000","-311,000","33,835,831","18,310,635","15,525,196"
20200430,2330,台積電,"58,439,085","26,219","17,753,466,901",302,305,301.5,304.5,+,5.5,,,,"1,868,000","65,000","1,803,000","628,000",,,"16,137,459",22.86,4.87,3.12,"407,000","217,000","190,000","705,000","267,000","438,000","39,217,594","25,511,135","13,706,459"
20200504,2330,台積電,"72,252,861","37,736","21,341,931,218",294.5,296.5,294,295,-,9.5,,,,"473,000","20,000","453,000","-744,000",,,"-38,283,565",22.15,4.72,3.22,"254,000","316,000","-62,000","35,000","717,000","-682,000","23,242,052","61,234,617","-37,992,565"
20200505,2330,台積電,"23,988,405","13,569","7,104,774,785",296.5,298,295,295.5,+,0.5,,,,"442,000","414,022","27,978","34,000",,,"-5,987,311",22.18,4.73,3.21,"116,000","142,000","-26,000","314,000","254,000","60,000","10,675,878","16,725,167","-6,049,289"
20200506,2330,台積電,"35,704,479","16,046","10,524,838,077",294.5,296,292.5,296,+,0.5,,,,"457,000","97,000","360,000","-1,276,000",,,"-7,858,896",22.22,4.73,3.21,"78,000","1,175,000","-1,097,000","56,000","235,000","-179,000","21,085,335","28,028,231","-6,942,896"
20200507,2330,台積電,"28,017,198","13,149","8,321,170,642",294.5,299,294.5,297.5,+,1.5,,,,"160,000","19,000","141,000","987,000",,,"-2,673,201",22.33,4.76,3.19,"328,000","15,000","313,000","748,000","74,000","674,000","15,269,022","19,070,223","-3,801,201"
20200508,2330,台積電,"35,613,893","14,345","10,619,091,212",300,300,296,297.5, ,0,,,,"50,000","101,000","-51,000","476,000",,,"-10,234,260",22.33,4.76,3.19,"493,000","125,000","368,000","253,000","145,000","108,000","17,180,678","27,839,938","-10,659,260"
20200511,2330,台積電,"32,379,019","14,920","9,729,431,840",300,301.5,298.5,301,+,3.5,,,,"714,000","249,000","465,000","567,000",,,"2,069,342",22.6,4.81,3.16,"452,000","2,000","450,000","243,000","126,000","117,000","17,792,944","16,755,602","1,037,342"
20200512,2330,台積電,"52,494,788","29,073","15,553,012,596",297.5,298.5,295,295,-,6,,,,"358,000","180,000","178,000","179,007",,,"-30,406,614",22.15,4.72,3.22,"393,000","335,000","58,000","389,000","267,993","121,007","14,484,215","45,247,836","-30,763,621"
20200513,2330,台積電,"46,158,418","14,555","13,619,538,824",293,297,292.5,297,+,2,,,,"932,000","214,000","718,000","-88,990",,,"-6,711,445",22.3,4.75,3.2,"140,000","336,000","-196,000","333,000","225,990","107,010","30,595,600","37,936,055","-7,340,455"
20200514,2330,台積電,"34,480,948","21,482","10,119,787,160",293,295,292.5,293,-,4,,,,"492,000","41,000","451,000","43,001",,,"-17,706,691",18.95,4.53,3.24,"555,000","434,000","121,000","567,000","644,999","-77,999","8,935,571","27,136,263","-18,200,692"
20200515,2330,台積電,"44,304,804","20,071","13,170,466,660",297.5,298.5,294.5,298,+,5,,,,"948,000","15,000","933,000","120,000",,,"9,893,733",19.28,4.61,3.19,"262,000","333,000","-71,000","555,000","364,000","191,000","31,250,524","22,409,791","8,840,733"
20200518,2330,台積電,"96,872,065","49,640","28,216,346,996",291,293.5,290,290,-,8,,,,"162,000","407,000","-245,000","-289,990",,,"-43,243,784",18.76,4.49,3.28,"410,000","909,000","-499,000","662,000","452,990","209,010","35,542,486","78,251,280","-42,708,794"
20200519,2330,台積電,"53,083,214","22,033","15,527,338,138",294,294,291.5,291.5,+,1.5,,,,"1,510,000","339,000","1,171,000","160,014",,,"223,505",18.86,4.51,3.26,"295,000","187,000","108,000","294,000","241,986","52,014","37,855,808","38,963,317","-1,107,509"
20200520,2330,台積電,"36,789,994","16,906","10,772,280,152",293,294,291,294,+,2.5,,,,"274,000","124,000","150,000","122,007",,,"11,891,922",19.02,4.55,3.23,"346,000","1,662,000","-1,316,000","2,066,000","627,993","1,438,007","29,265,379","17,645,464","11,619,915"
20200521,2330,台積電,"36,299,468","17,064","10,782,482,962",296,298,295,297.5,+,3.5,,,,"198,000","32,000","166,000","808,000",,,"12,737,205",19.24,4.6,3.19,"756,000","157,000","599,000","490,000","281,000","209,000","27,462,100","15,698,895","11,763,205"
20200522,2330,台積電,"41,138,923","22,345","12,025,339,565",294.5,295,291,292,-,5.5,,,,"155,000","51,000","104,000","97,000",,,"-19,099,501",18.89,4.52,3.25,"273,000","227,000","46,000","681,000","630,000","51,000","16,353,036","35,653,537","-19,300,501"
20200525,2330,台積電,"32,942,223","14,585","9,568,008,388",290.5,293,288.5,292, ,0,,,,"71,195","113,000","-41,805","369,000",,,"-8,192,535",18.89,4.52,3.25,"146,000","176,000","-30,000","560,000","161,000","399,000","16,943,400","25,463,130","-8,519,730"
20200526,2330,台積電,"35,817,481","19,524","10,609,868,646",295,297.5,293.5,295.5,+,3.5,,,,"856,000","137,000","719,000","199,000",,,"17,258,784",19.11,4.57,3.21,"198,000","174,000","24,000","447,000","272,000","175,000","27,378,640","11,037,856","16,340,784"
20200527,2330,台積電,"23,375,959","11,244","6,932,934,823",297,298,295.5,296.5,+,1,,,,"7,000","180,000","-173,000","-85,000",,,"3,772,977",19.18,4.59,3.2,"21,000","41,000","-20,000","271,000","336,000","-65,000","18,387,055","14,356,078","4,030,977"
20200528,2330,台積電,"32,395,568","13,208","9,575,118,830",298.5,298.5,293,294,-,2.5,,,,"389,000","828,000","-439,000","526,000",,,"78,093",19.02,4.55,3.23,"102,000","70,000","32,000","697,000","203,000","494,000","23,419,548","23,428,455","-8,907"
20200529,2330,台積電,"96,611,181","21,037","28,172,174,547",292,292.5,290,292,-,2,,,,"125,000","379,000","-254,000","1,685,000",,,"-19,727,953",18.89,4.52,3.25,"598,000","108,000","490,000","1,370,000","175,000","1,195,000","70,486,018","91,644,971","-21,158,953"
20200601,2330,台積電,"37,936,214","15,502","11,205,227,094",294,296.5,293.5,295.5,+,3.5,,,,"165,000","178,000","-13,000","145,000",,,"9,213,639",19.11,4.57,3.21,"137,000","74,000","63,000","610,000","528,000","82,000","30,676,499","21,594,860","9,081,639"
20200602,2330,台積電,"26,663,587","9,743","7,908,476,089",296,297.5,296,296.5,+,1,,,,"241,000","33,000","208,000","84,000",,,"4,506,125",19.18,4.59,3.2,"64,000","63,000","1,000","247,000","164,000","83,000","19,133,365","14,919,240","4,214,125"
20200603,2330,台積電,"67,894,337","33,062","20,354,971,677",300,301,298,301,+,4.5,,,,"471,000","95,000","376,000","4,470,000",,,"19,499,481",19.47,4.66,3.16,"4,081,000","42,000","4,039,000","581,000","150,000","431,000","42,710,984","28,057,503","14,653,481"
20200604,2330,台積電,"47,225,322","24,482","14,414,983,532",305,306,304,306,+,5,,,,"502,000","97,000","405,000","467,000",,,"15,637,966",19.79,4.73,3.1,"432,000","245,000","187,000","688,000","408,000","280,000","30,500,370","15,734,404","14,765,966"
20200605,2330,台積電,"44,077,262","24,096","13,655,618,646",308.5,312,308,311.5,+,5.5,,,,"379,000","93,000","286,000","768,000",,,"20,888,320",20.15,4.82,3.05,"289,000","101,000","188,000","903,000","323,000","580,000","31,702,241","11,867,921","19,834,320"
20200608,2330,台積電,"52,042,921","28,581","16,500,836,851",316,319,315,318,+,6.5,,,,"1,823,000","251,000","1,572,000","-94,000",,,"13,148,865",20.57,4.92,2.99,"139,000","476,000","-337,000","464,000","221,000","243,000","32,851,218","21,180,353","11,670,865"
20200609,2330,台積電,"37,068,082","19,981","11,746,874,522",316.5,319,314,319,+,1,,,,"173,000","536,000","-363,000","-272,000",,,"8,944,091",20.63,4.94,2.98,"247,000","160,000","87,000","116,000","475,000","-359,000","25,429,988","15,850,897","9,579,091"
20200610,2330,台積電,"42,207,259","22,670","13,566,733,306",319,324,318,322.5,+,3.5,,,,"45,000","581,000","-536,000","705,997",,,"10,511,597",20.86,4.99,2.95,"228,000","45,000","183,000","926,997","404,000","522,997","28,300,905","17,959,305","10,341,600"
20200611,2330,台積電,"50,612,255","27,061","16,340,456,218",325.5,327,318.5,320.5,-,2,,,,"446,000","592,000","-146,000","-1,404,000",,,"14,492,170",20.73,4.96,2.96,"146,000","498,000","-352,000","255,000","1,307,000","-1,052,000","32,436,937","16,394,767","16,042,170"
20200612,2330,台積電,"46,970,918","25,263","14,811,252,573",313,317.5,312.5,316,-,4.5,,,,"236,000","275,000","-39,000","958,000",,,"5,801,727",20.44,4.89,3.01,"558,000","50,000","508,000","752,000","302,000","450,000","26,105,294","21,222,567","4,882,727"
20200615,2330,台積電,"51,032,404","29,255","15,955,585,136",316,317.5,308.5,309.5,-,6.5,,,,"526,000","141,000","385,000","-276,980",,,"-6,354,808",20.02,4.79,3.07,"406,000","588,000","-182,000","661,000","755,980","-94,980","16,210,399","22,673,227","-6,462,828"
20200616,2330,台積電,"40,725,216","19,377","12,823,172,756",317,317,314,315,+,5.5,,,,"76,000","173,194","-97,194","1,477,000",,,"17,070,015",20.38,4.87,3.02,"286,000","35,000","251,000","1,297,000","71,000","1,226,000","28,295,046","12,604,837","15,690,209"
20200617,2330,台積電,"34,692,968","16,218","10,922,017,056",316.5,317,313.5,315, ,0,,,,"37,000","55,000","-18,000","-666,000",,,"4,431,067",20.38,4.87,3.02,"786,000","1,685,000","-899,000","554,000","321,000","233,000","18,306,830","13,191,763","5,115,067"
20200618,2330,台積電,"35,443,474","11,897","11,123,108,346",314.5,315,313,314.5,X,0,,,,"91,000","124,000","-33,000","-2,376,000",,,"4,168,052",20.34,4.87,3.02,"57,000","1,771,000","-1,714,000","46,000","708,000","-662,000","26,558,600","19,981,548","6,577,052"
20200619,2330,台積電,"48,130,280","12,915","15,102,300,186",314,314.5,312,314.5, ,0,,,,"401,000","666,000","-265,000","-1,012,000",,,"-576,722",20.34,4.87,3.02,"434,000","1,227,000","-793,000","77,000","296,000","-219,000","35,501,701","34,801,423","700,278"
20200622,2330,台積電,"37,374,616","18,836","11,722,688,924",314.5,316.5,312,312,-,2.5,,,,0,"140,000","-140,000","76,000",,,"4,925,243",20.18,4.83,3.04,"120,000","662,000","-542,000","631,000","13,000","618,000","16,394,286","11,405,043","4,989,243"
20200623,2330,台積電,"41,300,084","15,959","12,981,121,544",316,316.5,312.5,315,+,3,,,,"529,000","38,000","491,000","196,000",,,"17,730,066",20.38,4.87,3.02,"319,000","100,000","219,000","235,000","258,000","-23,000","26,347,800","9,304,734","17,043,066"
20200624,2330,台積電,"55,464,024","27,086","17,641,164,202",319,320,316,317.5,+,2.5,,,,"208,000","375,000","-167,000","716,000",,,"24,596,725",20.54,4.91,2.99,"1,416,000","567,000","849,000","338,000","471,000","-133,000","35,970,485","11,922,760","24,047,725"
20200629,2330,台積電,"56,672,892","30,558","17,695,228,688",314,315,310,312,-,5.5,,,,"994,000","234,000","760,000","-333,000",,,"-7,811,227",20.18,4.83,3.04,"266,000","530,000","-264,000","656,000","725,000","-69,000","20,330,939","28,569,166","-8,238,227"
20200630,2330,台積電,"49,241,860","16,165","15,386,428,040",313.5,314,311,313,+,1,,,,"141,000","256,000","-115,000","503,005",,,"12,328,586",20.25,4.84,3.04,"698,000","151,000","547,000","247,000","290,995","-43,995","32,165,739","20,225,158","11,940,581"
20200701,2330,台積電,"29,685,342","15,617","9,400,765,756",315,318,314,317.5,+,4.5,,,,"356,000","234,000","122,000","-389,000",,,"8,825,857",20.54,4.91,2.99,"676,000","745,000","-69,000","59,000","379,000","-320,000","18,160,967","9,068,110","9,092,857"
20200702,2330,台積電,"37,789,178","18,355","12,119,073,560",319,322,318,322,+,4.5,,,,"580,000","108,000","472,000","100,000",,,"7,017,063",20.83,4.98,2.95,"260,000","140,000","120,000","336,000","356,000","-20,000","20,611,146","14,166,083","6,445,063"
20200703,2330,台積電,"55,656,987","30,235","18,280,314,743",327,330.5,326.5,329.5,+,7.5,,,,"3,627,000","311,000","3,316,000","-354,000",,,"27,658,749",21.31,5.1,2.88,"220,000","345,000","-125,000","388,000","617,000","-229,000","34,584,608","9,887,859","24,696,749"
20200706,2330,台積電,"57,256,220","31,866","19,200,718,243",332.5,338,332,338,+,8.5,,,,"341,000","349,000","-8,000","945,000",,,"12,867,066",21.86,5.23,2.81,"746,000","645,000","101,000","873,000","29,000","844,000","29,445,371","17,515,305","11,930,066"
20200707,2330,台積電,"59,046,323","32,076","20,143,258,406",343.5,346,338,338.5,+,0.5,,,,"93,000","297,000","-204,000","73,000",,,"11,643,916",21.9,5.24,2.81,"384,000","233,000","151,000","662,000","740,000","-78,000","30,830,992","19,056,076","11,774,916"
20200708,2330,台積電,"33,813,218","16,673","11,522,915,649",337.5,342.5,337.5,341,+,2.5,,,,"427,000","508,000","-81,000","1,096,000",,,"2,398,424",22.06,5.28,2.79,"831,000","85,000","746,000","434,000","84,000","350,000","17,628,071","16,244,647","1,383,424"
20200709,2330,台積電,"37,410,376","20,205","12,912,747,970",346,347,343,345,+,4,,,,"494,000","408,000","86,000","136,000",,,"10,704,241",22.32,5.34,2.75,"12,000","41,000","-29,000","349,000","184,000","165,000","21,852,096","11,369,855","10,482,241"
20200710,2330,台積電,"60,902,108","32,227","21,298,923,681",352.5,353,345.5,348.5,+,3.5,,,,"304,000","279,324","24,676","-129,000",,,"23,857,325",22.54,5.39,2.73,"366,000","792,000","-426,000","512,000","215,000","297,000","40,571,832","16,610,183","23,961,649"
20200713,2330,台積電,"49,459,523","23,217","17,425,372,488",351,354.5,350.5,354.5,+,6,,,,"89,000","479,500","-390,500","576,000",,,"5,047,093",22.93,5.48,2.68,"311,000","307,000","4,000","709,000","137,000","572,000","25,686,136","20,824,543","4,861,593"
