DateTime,Volume,Transaction,Open,High,Low,Close,Dir,Change,ForeignBuy,ForeignSell,ForeignNet,TrustBuy,TrustSell,TrustNet,DealerNet,DealerBuy,DealerSell,InvestorsNet,PE-Ratio,PBR,Yield,ForeignVol,TrustVol,DealerVol,InvestorsVol,Pattern,Trend,InvestorsNet_Dir,ForeignNet_Dir,TrustNet_Dir,DealerNet_Dir,Dir2
2017-04-26,31119,10342,192.0,192.0,190.5,191.0,-,1.0,25876,13565,12311,46,71,-25,612,931,319,12898,14.82,3.56,3.66,39441,117,1250,40808,0,1,1,1,0,1,2
2017-04-27,35812,9859,192.0,193.0,190.5,193.0,+,2.0,30702,21701,9000,9,16,-7,-2396,581,2977,6597,14.97,3.6,3.63,52403,25,3558,55986,0,0,1,1,0,0,1
2017-04-28,38381,11671,193.5,194.5,193.0,194.5,+,1.5,36748,19395,17353,0,68,-68,-1750,83,1833,15535,15.09,3.63,3.6,56143,68,1916,58127,0,1,1,1,0,0,1
2017-05-02,45851,15718,198.5,199.0,195.5,196.5,+,2.0,39300,20879,18421,254,719,-465,-164,887,1051,17792,15.24,3.67,3.56,60180,973,1938,63091,0,1,1,1,0,0,1
2017-05-03,27240,9259,198.0,198.5,197.0,198.0,+,1.5,26306,9775,16531,0,5,-5,-660,49,709,15866,15.36,3.7,3.54,36081,5,758,36844,0,1,1,1,0,0,1
2017-05-04,22194,8787,198.5,199.0,197.0,198.0, ,0.0,14538,10232,4306,1000,119,880,247,424,177,5434,15.36,3.7,3.54,24771,1119,601,26491,0,1,1,1,1,1,0
2017-05-05,17618,6078,197.0,198.5,197.0,197.5,-,0.5,10450,9976,474,17,53,-35,-332,171,503,107,15.32,3.69,3.54,20426,70,674,21171,0,1,1,1,0,0,2
2017-05-08,39591,15190,199.0,202.5,199.0,202.5,+,5.0,21556,11319,10236,83,567,-484,-31,412,443,9721,15.71,3.78,3.46,32876,650,855,34381,0,0,1,1,0,0,1
2017-05-09,48285,15467,205.5,207.0,203.5,203.5,+,1.0,23012,15651,7361,265,394,-129,-2807,298,3105,4425,15.79,3.8,3.44,38664,659,3403,42726,0,0,1,1,0,0,1
2017-05-10,31075,11094,204.0,206.0,204.0,205.5,+,2.0,17617,15148,2468,200,151,49,638,917,279,3155,14.92,3.66,3.41,32765,351,1196,34312,0,0,1,1,1,1,1
2017-05-11,44286,16478,204.5,208.5,204.0,207.5,+,2.0,29510,18863,10647,277,122,155,376,830,454,11178,15.07,3.7,3.37,48373,399,1284,50056,0,0,1,1,1,1,1
2017-05-12,25507,7515,205.0,207.0,205.0,206.0,-,1.5,11931,11954,-22,0,369,-369,573,675,102,181,14.96,3.67,3.4,23885,369,777,25031,8,0,1,0,0,1,2
2017-05-15,25922,8141,204.0,206.0,204.0,206.0, ,0.0,12745,15064,-2319,1017,188,829,265,429,164,-1225,14.96,3.67,3.4,27810,1205,593,29608,5,0,0,0,1,1,0
2017-05-16,36604,11066,205.0,205.0,203.5,204.5,-,1.5,25089,25950,-860,2990,186,2804,-39,331,370,1904,14.85,3.64,3.42,51039,3176,701,54916,2,0,1,0,1,0,2
2017-05-17,22606,9323,203.0,204.0,203.0,204.0,-,0.5,14934,12208,2725,91,81,10,-1482,386,1868,1253,14.81,3.63,3.43,27143,172,2254,29569,0,0,1,1,1,0,2
2017-05-18,22490,6983,202.5,204.0,201.5,203.5,-,0.5,15657,16371,-714,0,125,-125,40,431,391,-799,14.78,3.63,3.44,32028,125,822,32975,0,0,0,0,0,1,2
2017-05-19,17163,6014,203.5,204.5,202.5,203.0,-,0.5,13310,10796,2513,6,63,-57,110,251,141,2566,14.74,3.62,3.45,24106,69,392,24567,0,0,1,1,0,1,2
2017-05-22,17419,5278,203.5,205.0,203.0,205.0,+,2.0,14966,12569,2396,65,54,11,77,401,324,2484,14.89,3.65,3.41,27535,119,725,28379,0,0,1,1,1,1,1
2017-05-23,23028,7003,205.0,207.0,204.5,205.0, ,0.0,18470,15024,3445,0,309,-309,552,783,231,3688,14.89,3.65,3.41,33495,309,1014,34818,0,0,1,1,0,1,0
2017-05-24,18307,5141,205.0,206.0,205.0,205.5,+,0.5,15916,16018,-102,30,181,-151,317,416,99,63,14.92,3.66,3.41,31935,211,515,32661,0,0,1,0,0,1,1
2017-05-25,26088,7406,206.0,207.0,205.5,207.0,+,1.5,24063,17199,6863,0,96,-96,210,515,305,6977,15.03,3.69,3.38,41263,96,820,42179,0,0,1,1,0,1,1
2017-05-26,32976,8059,205.0,207.0,205.0,207.0, ,0.0,29679,28109,1570,42,214,-172,211,731,520,1609,14.78,3.63,3.44,57789,256,1251,59296,5,0,1,1,0,1,0
2017-05-31,67935,11757,206.5,207.0,203.0,203.0,-,4.0,54945,64515,-9569,0,108,-108,2659,2827,168,-7018,14.74,3.62,3.45,119460,108,2995,122563,0,1,0,0,0,1,2
2017-06-01,29623,6374,205.0,207.0,204.5,207.0,+,4.0,26851,20021,6830,0,218,-218,-1373,94,1467,5239,15.03,3.69,3.38,46872,218,1561,48651,0,0,1,1,0,0,1
2017-06-02,23265,7429,208.5,209.0,207.5,209.0,+,2.0,21356,12291,9064,68,131,-63,-454,130,584,8547,15.18,3.72,3.35,33648,199,714,34561,0,0,1,1,0,0,1
2017-06-03,1535,1078,209.0,209.0,208.0,209.0, ,0.0,57,4,53,70,315,-245,290,395,105,98,15.18,3.72,3.35,61,385,500,946,0,0,1,1,0,1,0
2017-06-05,22545,8931,209.5,212.0,209.0,212.0,+,3.0,19279,9741,9537,0,728,-728,-740,695,1436,8069,15.4,3.78,3.3,29020,728,2131,31880,0,0,1,1,0,0,1
2017-06-06,15382,5541,210.5,211.5,210.5,210.5,-,1.5,11597,9700,1897,0,628,-628,49,634,584,1319,15.29,3.75,3.33,21297,628,1218,23143,0,0,1,1,0,1,2
2017-06-07,34729,8034,212.0,212.5,210.0,211.5,+,1.0,28279,23202,5076,439,249,190,256,1388,1132,5522,15.36,3.77,3.31,51481,688,2520,54689,0,0,1,1,1,1,1
2017-06-08,21654,7926,212.0,213.0,211.5,213.0,+,1.5,18587,9656,8930,246,357,-111,-882,430,1312,7937,15.47,3.79,3.29,28244,603,1742,30589,0,0,1,1,0,0,1
2017-06-09,35190,10657,214.5,215.0,212.0,212.0,-,1.0,24401,28686,-4285,170,159,11,677,1783,1106,-3597,15.4,3.78,3.3,53088,329,2889,56306,1,0,0,0,1,1,2
2017-06-12,63111,22473,207.0,210.0,207.0,207.5,-,4.5,19380,59215,-39835,196,173,23,4287,4653,366,-35525,15.07,3.7,3.37,78595,369,5019,83983,0,0,0,0,1,1,2
2017-06-13,49983,13236,207.0,208.5,206.5,208.0,+,0.5,20127,41729,-21602,13,148,-135,2183,2585,402,-19554,15.11,3.71,3.37,61856,161,2987,65004,0,1,0,0,0,1,1
2017-06-14,39083,11304,208.5,209.5,206.0,207.0,-,1.0,16973,32116,-15143,318,8,310,-511,1304,1815,-15344,15.03,3.69,3.38,49089,326,3119,52534,0,1,0,0,1,0,2
2017-06-15,19486,6497,207.5,208.0,207.0,208.0,+,1.0,14674,13342,1331,6,674,-668,-194,680,874,469,15.11,3.71,3.37,28016,680,1554,30250,3,1,1,1,0,0,1
2017-06-16,32856,9683,207.5,212.0,207.0,211.5,+,3.5,18311,19328,-1017,916,25,891,1174,2880,1706,1047,15.36,3.77,3.31,37640,941,4586,43167,0,0,1,0,1,1,1
2017-06-19,17489,5658,211.0,213.0,210.5,213.0,+,1.5,11374,11388,-14,34,406,-372,656,1164,508,269,15.47,3.79,3.29,22763,440,1672,24875,0,0,1,0,0,1,1
2017-06-20,28784,9135,215.0,218.0,214.5,216.5,+,3.5,11732,12934,-1201,150,217,-67,-1738,694,2432,-3006,15.72,3.86,3.23,24666,367,3126,28160,0,0,0,0,0,0,1
2017-06-21,45384,12233,216.0,217.0,214.5,215.5,-,1.0,24663,33414,-8751,77,167,-90,5337,6411,1074,-3504,15.65,3.84,3.25,58077,244,7485,65806,2,0,0,0,0,1,2
2017-06-22,26094,7559,217.0,218.0,216.5,218.0,+,2.5,14078,13534,543,276,54,222,3330,3551,221,4095,15.83,3.88,3.21,27613,330,3772,31715,0,2,1,1,1,1,1
2017-06-23,39686,14539,218.0,218.5,217.0,217.0,-,1.0,10471,24960,-14489,125,79,46,7123,7207,84,-7320,15.76,3.87,3.23,35432,204,7291,42927,0,2,0,0,1,1,2
2017-06-26,60140,20653,212.0,215.0,212.0,215.0,X,0.0,33549,19005,14544,72,66,6,-7205,558,7763,7345,15.61,3.83,3.26,52554,138,8321,61013,0,2,1,1,1,0,2
2017-06-27,44504,17122,214.0,214.0,211.0,211.5,-,3.5,16257,31801,-15543,0,183,-183,3209,3765,556,-12517,15.36,3.77,3.31,48058,183,4321,52562,0,0,0,0,0,1,2
2017-06-28,52273,15953,209.5,210.0,208.0,208.5,-,3.0,25723,39639,-13916,8,266,-258,128,1442,1314,-14046,15.14,3.71,3.36,65362,274,2756,68392,0,0,0,0,0,1,2
2017-06-29,27049,8431,210.5,210.5,208.5,210.0,+,1.5,17014,18352,-1338,0,120,-120,-895,189,1084,-2353,15.25,3.74,3.33,35366,120,1273,36759,0,0,0,0,0,0,1
2017-06-30,31709,9805,206.5,208.5,206.5,208.5,-,1.5,18204,23555,-5350,58,86,-28,-354,385,739,-5732,15.14,3.71,3.36,41760,144,1124,43028,0,0,0,0,0,0,2
2017-07-03,21066,7037,207.5,209.0,207.0,209.0,+,0.5,15397,15087,309,20,570,-550,714,901,187,473,15.18,3.72,3.35,30485,590,1088,32163,0,0,1,1,0,1,1
2017-07-04,21592,8990,208.0,208.5,207.0,207.0,-,2.0,11939,18906,-6966,10,380,-370,-241,378,619,-7577,15.03,3.69,3.38,30846,390,997,32233,0,0,0,0,0,0,2
2017-07-05,23463,7278,207.0,208.5,206.5,208.5,+,1.5,10788,19111,-8322,218,137,81,2155,2652,497,-6086,15.14,3.71,3.36,29899,355,3149,33403,0,0,0,0,1,1,1
2017-07-06,15260,4473,208.0,208.5,207.0,207.5,-,1.0,6654,12139,-5485,128,327,-199,-390,375,765,-6074,15.07,3.7,3.37,18794,455,1140,20389,2,1,0,0,0,0,2
2017-07-07,21567,8234,207.0,207.5,205.5,206.0,-,1.5,7057,16569,-9511,98,989,-891,-525,611,1136,-10927,14.96,3.67,3.4,23627,1087,1747,26461,0,1,0,0,0,0,2
2017-07-10,13326,5812,206.5,207.0,206.0,206.0, ,0.0,4255,10625,-6370,14,105,-91,884,1056,172,-5577,14.96,3.67,3.4,14880,119,1228,16227,0,1,0,0,0,1,0
2017-07-11,34593,11217,208.0,212.0,207.5,212.0,+,6.0,25276,17264,8012,135,85,50,-2358,919,3277,5704,15.4,3.78,3.3,42540,220,4196,46956,0,0,1,1,1,0,1
2017-07-12,26887,9582,211.0,212.5,210.5,210.5,-,1.5,11621,20782,-9161,596,121,474,25,1054,1029,-8662,15.29,3.75,3.33,32404,717,2083,35204,2,0,0,0,1,1,2
2017-07-13,50136,16903,212.0,216.0,211.5,214.5,+,4.0,30065,25251,4813,646,108,538,-1313,1402,2715,4038,15.58,3.82,3.26,55317,754,4117,60188,0,0,1,1,1,0,1
2017-07-14,22364,9330,213.0,214.5,212.0,213.0,-,1.5,9312,14945,-5633,172,94,78,271,1187,916,-5284,15.47,3.79,3.29,24258,266,2103,26627,0,0,0,0,1,1,2
2017-07-17,21400,8537,215.0,215.5,211.5,213.0, ,0.0,11192,9399,1793,73,266,-192,215,1221,1006,1815,15.47,3.79,3.29,20591,339,2227,23157,0,0,1,1,0,1,0
2017-07-18,18756,8905,213.0,214.0,212.0,214.0,+,1.0,11315,7397,3918,84,732,-648,-1044,159,1203,2226,15.54,3.81,3.27,18713,816,1362,20891,0,0,1,1,0,0,1
2017-07-19,20661,11699,212.5,215.0,212.5,214.5,+,0.5,10563,9393,1170,410,85,325,-468,753,1221,1027,15.58,3.82,3.26,19956,495,1974,22425,0,0,1,1,1,0,1
2017-07-20,20795,8261,215.0,215.5,214.0,215.5,+,1.0,13388,11428,1959,88,414,-326,-330,72,402,1303,15.65,3.84,3.25,24817,502,474,25793,0,0,1,1,0,0,1
2017-07-21,15422,7558,214.0,215.0,213.5,214.0,-,1.5,4413,9359,-4945,53,22,31,60,335,275,-4854,15.54,3.81,3.27,13773,75,610,14458,0,0,0,0,1,1,2
2017-07-24,20002,6805,213.5,214.5,213.0,214.5,+,0.5,13079,16874,-3795,12,147,-135,-95,34,129,-4025,15.58,3.82,3.26,29953,159,163,30275,0,0,0,0,0,0,1
2017-07-25,13853,4836,214.0,214.5,213.5,214.0,-,0.5,7980,10771,-2790,11,372,-361,-781,36,817,-3932,15.54,3.81,3.27,18752,383,853,19988,0,0,0,0,0,0,2
2017-07-26,15900,5219,215.0,215.0,212.5,213.0,-,1.0,8153,12028,-3875,2,440,-438,-241,962,1203,-4554,15.47,3.79,3.29,20181,442,2165,22788,1,0,0,0,0,0,2
2017-07-27,23045,9138,213.5,216.0,213.5,215.5,+,2.5,19613,11182,8430,36,280,-244,-500,401,901,7686,15.65,3.84,3.25,30795,316,1302,32413,0,0,1,1,0,0,1
2017-07-28,21121,7997,213.0,214.0,212.5,213.0,-,2.5,9071,18759,-9688,39,151,-112,-375,72,447,-10175,15.47,3.79,3.29,27830,190,519,28539,0,0,0,0,0,0,2
2017-07-31,20363,6039,211.5,214.5,211.5,214.5,+,1.5,13551,16031,-2479,45,241,-196,147,437,290,-2528,15.58,3.82,3.26,29583,286,727,30596,5,0,0,0,0,1,1
2017-08-01,20314,7318,212.5,214.0,212.0,212.0,-,2.5,8852,14616,-5763,256,299,-43,1121,1220,99,-4685,15.4,3.78,3.3,23469,555,1319,25343,2,0,0,0,0,1,2
2017-08-02,30528,11028,214.0,216.0,214.0,216.0,+,4.0,22680,11261,11418,284,307,-23,-1520,174,1694,9875,15.69,3.85,3.24,33942,591,1868,36401,0,0,1,1,0,0,1
2017-08-03,27097,7041,213.0,214.0,212.5,213.5,-,2.5,13077,24277,-11200,186,51,135,503,726,223,-10562,15.5,3.8,3.28,37354,237,949,38540,0,0,0,0,1,1,2
2017-08-04,22187,5240,213.5,214.0,212.5,213.0,-,0.5,8787,20141,-11353,181,161,20,73,216,143,-11260,15.47,3.79,3.29,28928,342,359,29629,0,0,0,0,1,1,2
2017-08-07,21594,7115,213.5,216.5,213.5,216.0,+,3.0,12090,10749,1340,76,18,58,-1313,109,1422,85,15.69,3.85,3.24,22840,94,1531,24465,0,0,1,1,1,0,1
2017-08-08,25223,8404,217.5,219.0,216.0,217.5,+,1.5,15745,11325,4420,109,65,44,-2048,85,2133,2416,15.8,3.87,3.22,27070,174,2218,29462,0,0,1,1,1,0,1
2017-08-09,28129,9826,215.0,215.5,213.5,214.5,-,3.0,9556,24720,-15164,390,226,164,449,1423,974,-14551,15.85,4.15,3.26,34277,616,2397,37290,0,0,0,0,1,1,2
2017-08-10,27440,8227,215.5,215.5,212.5,214.0,-,0.5,11123,22549,-11426,4,357,-353,194,582,388,-11585,15.82,4.14,3.27,33673,361,970,35004,0,0,0,0,0,1,2
2017-08-11,41592,13751,211.0,213.5,210.5,212.5,-,1.5,8992,37437,-28444,15,425,-410,2418,2949,531,-26436,15.71,4.11,3.29,46429,440,3480,50349,0,0,0,0,0,1,2
2017-08-14,29414,7719,213.5,214.0,210.0,211.0,-,1.5,11833,20815,-8981,3,129,-126,-1158,418,1576,-10265,15.59,4.08,3.32,32649,132,1994,34775,0,0,0,0,0,0,2
2017-08-15,14385,5250,213.0,214.5,213.0,214.0,+,3.0,8767,8049,717,104,195,-91,-2042,24,2066,-1415,15.82,4.14,3.27,16817,299,2090,19206,0,0,0,1,0,0,1
2017-08-16,25206,8610,214.5,214.5,211.0,213.0,-,1.0,17072,21339,-4267,72,31,41,122,1092,970,-4104,15.74,4.12,3.29,38411,103,2062,40576,0,0,0,0,1,1,2
2017-08-17,8353,3120,213.5,214.0,213.0,214.0,+,1.0,7191,4717,2473,2,69,-67,-336,37,373,2070,15.82,4.14,3.27,11909,71,410,12390,3,0,1,1,0,0,1
2017-08-18,14363,3999,212.0,213.0,211.0,212.5,-,1.5,6255,12742,-6487,60,38,22,804,1050,246,-5661,15.71,4.11,3.29,18997,98,1296,20391,0,0,0,0,1,1,2
2017-08-21,13847,5152,212.5,213.0,211.5,211.5,-,1.0,6864,11977,-5113,17,84,-67,305,471,166,-4875,15.63,4.09,3.31,18841,101,637,19579,0,0,0,0,0,1,2
2017-08-22,17330,7908,213.5,214.5,213.0,214.5,+,3.0,15548,11182,4366,240,38,202,154,163,9,4722,15.85,4.15,3.26,26731,278,172,27181,0,0,1,1,1,1,1
2017-08-23,11757,5873,215.5,216.0,214.0,215.5,+,1.0,8483,4107,4375,35,119,-84,-2549,143,2692,1742,15.93,4.17,3.25,12590,154,2835,15579,0,0,1,1,0,0,1
2017-08-24,15426,6953,216.0,217.0,215.5,217.0,+,1.5,13280,6017,7263,53,67,-14,-346,212,558,6903,16.04,4.19,3.23,19297,120,770,20187,0,0,1,1,0,0,1
2017-08-25,10975,5546,217.5,217.5,216.0,217.5,+,0.5,9514,3050,6463,56,30,26,-583,85,668,5906,16.08,4.2,3.22,12564,86,753,13403,0,0,1,1,1,0,1
2017-08-28,16512,5673,215.0,216.5,215.0,216.0,-,1.5,13522,12120,1402,11,203,-192,158,236,78,1368,15.96,4.17,3.24,25643,214,314,26171,0,0,1,1,0,1,2
2017-08-29,16561,5587,216.0,216.0,215.0,216.0, ,0.0,14504,13007,1496,55,104,-49,-391,0,391,1056,15.96,4.17,3.24,27511,159,391,28061,0,0,1,1,0,0,0
2017-08-30,19674,6732,216.0,218.0,216.0,217.5,+,1.5,18475,9192,9283,23,91,-68,-1360,273,1633,7855,16.08,4.2,3.22,27667,114,1906,29687,0,0,1,1,0,0,1
2017-08-31,26945,6585,217.5,218.0,215.5,216.5,-,1.0,22354,22388,-34,16,7,9,1146,1686,540,1120,16.0,4.18,3.23,44743,23,2226,46992,0,0,1,0,1,1,2
2017-09-01,17805,6956,215.0,217.5,215.0,216.5, ,0.0,10078,10560,-482,146,152,-6,-249,593,842,-737,16.0,4.18,3.23,20639,298,1435,22372,0,0,0,0,0,0,0
2017-09-04,15053,8635,216.5,218.0,215.5,217.5,+,1.0,7854,7700,153,0,7,-7,-739,78,817,-592,16.08,4.2,3.22,15555,7,895,16457,0,0,0,1,0,0,1
2017-09-05,34514,7065,218.0,218.0,216.5,218.0,+,0.5,27510,27317,192,12,55,-43,-1390,3,1393,-1240,16.11,4.21,3.21,54828,67,1396,56291,0,0,0,1,0,0,1
2017-09-06,28148,6999,216.5,218.0,216.0,217.0,-,1.0,21554,21168,386,4,298,-294,-2523,1,2524,-2430,16.04,4.19,3.23,42723,302,2525,45550,0,0,0,1,0,0,2
2017-09-07,19198,6586,218.0,218.5,216.0,217.0, ,0.0,11501,15511,-4010,243,143,100,-54,158,212,-3964,16.04,4.19,3.23,27012,386,370,27768,0,0,0,0,1,0,0
2017-09-08,25512,7969,217.0,218.0,216.5,218.0,+,1.0,17601,14748,2852,136,335,-199,-258,335,593,2395,16.11,4.21,3.21,32349,471,928,33748,0,0,1,1,0,0,1
2017-09-11,19387,5305,219.0,219.5,216.5,217.0,-,1.0,13889,14198,-308,43,65,-22,-64,273,337,-394,16.04,4.19,3.23,28087,108,610,28805,1,0,0,0,0,0,2
2017-09-12,24862,5992,219.0,219.5,217.5,219.0,+,2.0,21868,13884,7984,494,166,328,-192,121,313,8120,16.19,4.23,3.2,35753,660,434,36847,0,0,1,1,1,0,1
2017-09-13,18336,4598,217.5,219.0,217.5,218.0,-,1.0,12585,13943,-1358,41,144,-103,-979,99,1078,-2440,16.11,4.21,3.21,26528,185,1177,27890,0,0,0,0,0,0,2
2017-09-14,21508,6314,218.5,219.0,217.5,218.5,+,0.5,19493,15457,4036,307,85,222,-235,269,504,4023,16.15,4.22,3.2,34950,392,773,36115,0,0,1,1,1,0,1
2017-09-15,48901,5253,218.5,219.0,217.0,218.5, ,0.0,42612,47532,-4919,380,146,234,277,450,173,-4408,16.15,4.22,3.2,90144,526,623,91293,0,0,0,0,1,1,0
2017-09-18,17812,6714,219.0,220.0,218.0,219.5,+,1.0,14341,7694,6647,340,825,-485,93,528,435,6255,16.22,4.24,3.19,22036,1165,963,24164,0,0,1,1,0,1,1
2017-09-19,26255,11072,221.5,221.5,220.0,221.5,+,2.0,18343,12639,5703,455,578,-123,-1163,510,1673,4417,16.37,4.28,3.16,30982,1033,2183,34198,0,0,1,1,0,0,1
